 	era	molto	stanco	</S>
ì	0.852982928	0.0194292532	0.02481241236	0.102775528457
o	0.94802232	0.0259831895106	0.00828133613036	0.0177131763946
n	0.6944403966	0.265042412	0.02623179196	0.01428543802
e	0.40985071	0.3993932562	0.02782678345	0.162929244735
p	0.157619015	0.696834708	0.0433902852	0.10215605126
o	0.01762100314	0.64129764	0.1539718224	0.187109625191
d	0.0255028516168	0.795546548	0.140594975	0.03835567098
d	0.01074507268	0.554649546	0.292814547	0.141790827394
h	0.0601782895	0.374736991	0.23208800406	0.332996646
ì	0.02239400235	0.5077624492	0.270240217	0.199603235048
s	0.0023813457	0.252746528	0.706126482	0.0387455734
t	0.0095794431	0.239486818	0.686675126	0.06425864004
r	0.005840912	0.1974961288	0.4376740786	0.35898883676
à	0.0086780249	0.083432574	0.5616497932	0.34623953576
k	0.000404050516	0.02163624236	0.757481678	0.220478102
k	0.00376409941	0.10550446868	0.73731883	0.1534125404
o	0.0148341831	0.037865731	0.4960989416	0.45120104164
</S>	0.0006907291066	0.00637029344	0.3091001432	0.68383877
