 	un	forno	che	fa	buon	pane	</S>
è	0.94926232	0.01833645558	0.001749428392	0.002269922566	0.0031723014172	0.006178741188	0.0190307531374
n	0.757735884	0.146831615	0.00587664918	0.00824789654	0.031404551382	0.0109787339795	0.0389244979109
a	0.58928009	0.323335938	0.01150281198	0.01220859088	0.031691672742	0.0012795016286	0.0307015116052
f	0.2859244036	0.644786052	0.0579658354	0.00801830576	0.00146882114	0.00017919759028	0.00165750425
ù	0.0253444246	0.664015928	0.126864304	0.0298422794	0.048081527	0.009132985292	0.096718470947
r	0.0674777018	0.801721554	0.0779445136	0.03016721568	0.0146563427166	0.0019644253109	0.006068202126
n	0.0359208019	0.691158724	0.124464771	0.0310973424	0.0126360825744	0.0111748791271	0.093547566849
o	0.1265632634	0.5313476976	0.104836092	0.0547477568	0.0140729172	0.0186148632	0.149817412294
k	0.006303414924	0.1153816892	0.671276208	0.1788414752	0.01084453604	0.004147253504	0.013205284
a	0.0083671474114	0.123191921	0.488307516	0.191982442	0.0429154886	0.02859327166	0.116642246262
i	0.0156498383388	0.03463540844	0.48784163	0.428704542	0.0138483492	0.007391572792	0.01192869778
k	0.0023167195888	0.0296735149	0.183258485	0.619766394	0.1127596416	0.01626097464	0.035964217186
à	0.003779029548	0.0246519406	0.0851553382	0.450342948	0.1960513816	0.065695415	0.174323950199
n	0.0029107366816	0.0118433181	0.022408203	0.62092421	0.2264257254	0.063021901836	0.05246607938
n	0.00837738923205	0.01478825872	0.05379255906	0.6191095362	0.0953732956	0.103688329626	0.104870664874
i	0.0531009976	0.0415298548	0.0550442406	0.281331427	0.21581875634	0.10603654984	0.24713819748
t	0.006072881386	0.00733273461	0.010251737632	0.0685430988	0.257465248348	0.415038648	0.235295786
s	0.00853823246803	0.0100452673936	0.015814695348	0.08860671946	0.3215612356	0.2075323932	0.347901553909
o	0.00394204783548	0.003452536077	0.0153013196	0.0436715066	0.26143991002	0.50253358	0.169659070808
m	0.0025012941736	0.004091629956	0.002573811524	0.00708452662	0.07904824367	0.56345021	0.3412503202
ì	0.00629255486612	0.0095606216418	0.0108941314424	0.0433208314	0.26732121452	0.508977436	0.153633132927
k	0.00107986086744	0.0018625585512	0.001308097644	0.00529413878	0.20235676846	0.465739072	0.322359407
a	0.0195019924047	0.0174898670081	0.016972439066	0.030842426106	0.30037530886	0.453559028	0.16125883552
l	0.0051981702106	0.0036651764152	0.0015949254382	0.001049469421	0.0051371639492	0.584501264	0.39885381
ò	0.0019402832912	0.00335747181728	0.002718746076	0.004987686624	0.0276596712	0.398036916	0.561299352222
</S>	0.000145936543113	0.0004438008468	0.0007047284905	0.003094983826	0.03532471678	0.26034229112	0.699943492
