 	vestito	il	mio	fratello	lo	avevo	portato	fuori	con	me	</S>
n	0.770362576	0.046147394	0.00549288976	0.022835662992	0.002834838982	0.005408152876	0.003754526054	0.010311319335	0.0022843732122	0.0096685582688	0.120899732441
d	0.833442034	0.0468447696	0.01273365642	0.002479716118	0.0027793104366	0.00418926754416	0.0012017802072	0.00272601088754	0.00023186543334	0.00034459843192	0.0930269381249
ì	0.6551852592	0.1633060054	0.0321980384	0.023058232428	0.02042429904	0.008942753044	0.036024800534	0.038982219534	0.0044810813708	0.0057556015868	0.011641775856
s	0.317729176	0.496590716	0.0325197028	0.09582824731	0.00338743198	0.009927833174	0.00541924528	0.00297432796	0.002047135581	0.00212636112116	0.0314497405924
o	0.4174267	0.3946602846	0.0587632428	0.02209034504	0.0168455368	0.01537406456	0.01920680812	0.021510219326	0.003387208928	0.00149175414	0.02924383488
n	0.023338537954	0.710514874	0.2316597952	0.02657912042	0.00501904252	0.0015894195716	0.000377413234	0.000297395852	7.237031796e-05	9.23224774068e-05	0.000459741008712
t	0.0588873354	0.484918414	0.274218754	0.0674349198	0.00680744282	0.018726520534	0.00388570192	0.00461274992	0.001827286104	0.001681811958	0.0769990563788
a	0.14168087128	0.476089444	0.2082749076	0.03839492014	0.0144220584	0.05998072256	0.01509452038	0.01537854982	0.003006235196	0.012677879384	0.014999992553
o	0.01234651813	0.322348314	0.584693572	0.0609459092	0.01126339906	0.002271153564	0.001080682956	0.001319073006	0.00050398938734	0.00063326786599	0.002594134757
n	0.0007204110274	0.0788129688	0.80421824	0.0686031214	0.0348293454	0.003036305584	0.000582104722	0.000381822154	0.00017371096902	0.00023670853106	0.008405196283
a	0.019554879048	0.03796809612	0.514184336	0.2613333776	0.0396405466	0.03685463336	0.00594481296	0.0070804173	0.0014703119972	0.008235581706	0.067733000625
d	0.0005072066876	0.017142054	0.712519892	0.1862920904	0.0628571236	0.00801104138	0.002044624534	0.00147316288	0.001316588446	0.004146193188	0.003690089336
e	0.016891913174	0.0213941492	0.3360093956	0.334107402	0.1222055008	0.06638342714	0.01861577196	0.01548704392	0.00307052231	0.00844884238	0.057385932902
r	0.0011457864492	0.0173689327	0.475726234	0.337076564	0.1148980544	0.0101131333	0.005821888372	0.012479067704	0.003504767504	0.0131680846546	0.008697401166
f	0.0089831082313	0.0098658597	0.1654643792	0.49446174	0.1299731298	0.0673951076	0.0213308796	0.02011527032	0.00390236652	0.00775376478	0.070754289592
ò	0.009279349572	0.0524290021	0.2007000126	0.3688488416	0.0916270264	0.05708121	0.0196704344	0.04528663782	0.05459747996	0.06538968192	0.035090257866
m	0.00145619555358	0.0263222698788	0.0681134644	0.568813864	0.1399984888	0.1070087072	0.0301038506	0.0241621097	0.0106751753048	0.0061822570828	0.01716357836
m	0.0107184841413	0.01415139048	0.0617223266	0.524233364	0.1831888984	0.0391249486	0.03438219228	0.067337918196	0.007580054854	0.015070379108	0.04249004746
u	0.04556355422	0.0633401768	0.0714162588	0.4789855648	0.0416229574	0.0784292312	0.037471457	0.034361037614	0.01477365814	0.0229865428	0.1110495906
o	0.00126430198656	0.0018947108472	0.02027568286	0.05773673212	0.539316282	0.203010233	0.0707547092	0.07437787438	0.00744577764	0.01071716484	0.01320645552
n	0.000191224712804	0.00076261427784	0.005836295986	0.02830669708	0.4707385832	0.37326162	0.069413132	0.01982352	0.006711346336	0.003360209181	0.02159471795
ì	0.00147671982775	0.001021851996	0.00393246965	0.0237524401	0.140978263	0.539476586	0.1122873018	0.05774414612	0.005636013032	0.021100920174	0.0925932197568
c	0.000125053053407	0.00046017664704	0.007934111433	0.06155396482	0.04208186588	0.650651872	0.115306542	0.08560878323	0.018331243288	0.002070124108	0.015876239874
h	0.00115089997757	0.0014049727802	0.00495344442	0.0498165474	0.1890738642	0.432939182	0.134536773	0.066266440252	0.020232019436	0.035004306134	0.06462150928
a	0.00273798242234	0.00414883989	0.010798487248	0.038367248	0.1645197594	0.471853778	0.1594985218	0.02707045768	0.039608801334	0.03919115906	0.04220478375
p	0.0004147378217	0.00046320011308	0.0021875392594	0.004093931782	0.0424799034	0.2873793152	0.49002977	0.1041534006	0.04328869332	0.00382234134	0.02168716612
à	0.0141791497697	0.00999893179144	0.0118952758389	0.020215765566	0.06045640268	0.317390746	0.338833336	0.055092424	0.0303499756	0.05147617972	0.090111818154
r	0.000119635465506	0.00023418116765	0.0100284158204	0.008170321254	0.016328220427	0.2890806502	0.3900200752	0.2053245314	0.04912852114	0.00590595298	0.025659538268
o	0.00638274403641	0.00511684964392	0.00423674814904	0.0242322441888	0.017431956736	0.2233664344	0.390078184	0.1238719458	0.074672629	0.0596468188	0.07096340972
n	0.000824943134614	0.00051271498266	0.00145183306914	0.0019180744906	0.008396421806	0.02295145992	0.363243712	0.357881134	0.1530254646	0.0609904684	0.028803865
t	0.00921324316794	0.00428769494755	0.00540019800227	0.00458591637041	0.007405066648	0.1670377032	0.3394770188	0.221493098	0.0709395606	0.0369665644	0.13319370873
a	0.00205011181624	0.00244950186344	0.00184729911	0.006270927264	0.01225625146	0.0713222856	0.32990697	0.1491811808	0.0881599566	0.1298401642	0.206715509524
d	0.000354126880272	0.000303386166575	0.000957296880482	0.0017639986802	0.00206859841566	0.015763780966	0.1420636962	0.490241282	0.195161422	0.0969050926	0.0544173928
e	0.0119229783125	0.00492404971301	0.00500701118476	0.0038244911858	0.006231278432	0.053759739	0.1842052404	0.269659932	0.14806579	0.1326336544	0.179765800944
f	0.00069996898034	0.00065489185276	0.0011516184906	0.0022410873662	0.001663038011	0.007736807392	0.0517375802	0.369411238	0.331678422	0.131240242	0.1017851696
ò	0.00294978462393	0.00317812919904	0.00270378313503	0.00402377805614	0.00283041425628	0.03003162666	0.08471860312	0.2994066548	0.1868519152	0.218199264	0.165106079874
r	0.00021770899229	0.00015896617397	0.00124082041403	0.00385485336087	0.00805786786334	0.0104746563	0.0646478164	0.3348615128	0.254415937	0.1694174126	0.1526524548
e	0.00194349134178	0.00282577357779	0.00174359985914	0.00360178589196	0.00191314719246	0.01033503452	0.052934681	0.2322287152	0.232290484	0.336505646	0.1236775356
m	0.000408173078897	0.000492128222998	0.00136651887476	0.0022450259601	0.00138826065386	0.00220442216	0.00504037544	0.1426266256	0.2150174566	0.42711616	0.202094915
a	0.0141574355791	0.00354551473566	0.00305749008928	0.00347102982926	0.00200723372394	0.01429238212	0.0406601913	0.102403214	0.1736901434	0.395466854	0.247248634062
m	0.000603803581944	0.000711827152231	0.00143912141155	0.00372647597588	0.00080529215518	0.003292200246	0.004421571492	0.087998306	0.11729363	0.586688718	0.193018987
è	0.00725541472958	0.00162294423248	0.00195149906476	0.00182290748112	0.00171425095358	0.0059380378254	0.02454025022	0.0480041304	0.10501065	0.516338784	0.285801268839
n	0.000500848995646	0.000353694253809	0.000564825993004	0.00251902134451	0.00144282087618	0.002185763368	0.0085501928	0.0963716379	0.1024379966	0.51438921	0.270683842
a	0.0110652256285	0.00332493735576	0.00300355514549	0.00459274384259	0.00200334228276	0.0034519725786	0.00591730151	0.0348999808	0.0934408026	0.62808876	0.2102114338
</S>	0.000238029177806	0.000339061138176	0.000945193701156	0.00229153376742	0.000840455768546	0.0011819711374	0.00110082368	0.01861932092	0.04943004188	0.448590492	0.476423088
