 	non	sono	ancora	vestita	</S>
e	0.7507131	0.0669993318	0.030300859778	0.019139750086	0.132846989449
n	0.5020090974	0.1831753884	0.14013484854	0.00470539850897	0.169975149754
ì	0.04527758184	0.730661336	0.1191627696	0.02108805468	0.0838101288428
m	0.03600887634	0.918065422	0.02104766062	0.002209337064	0.02266878288
e	0.0364862438	0.877605986	0.03661555658	0.003020534648	0.04627176776
a	0.0179715453	0.14539613	0.78877478	0.022006591928	0.02585095272
n	0.004242091752	0.02467791746	0.760240364	0.057330952716	0.153508569
k	0.003042789944	0.04326458936	0.4404070662	0.2009606302	0.312324980077
ò	0.017135148512	0.171925854	0.192026671	0.1103981816	0.508514252738
r	0.05133180576	0.2021385408	0.2336511	0.1283691598	0.384509458
a	0.04939108092	0.0960299594	0.617278204	0.2073534304	0.0299473406
e	0.0204851697853	0.0115710899828	0.1970563828	0.4524539492	0.3184336184
n	0.002385707868	0.006455753724	0.118062513	0.563308616	0.30978748804
d	0.001468536118	0.003827421412	0.01790832492	0.62511497	0.35168067256
i	0.00650823762546	0.006571029148	0.032105905714	0.5631193646	0.3916954052
m	0.0136734154622	0.005135340748	0.04419313412	0.52592819148	0.4110699672
è	0.0015572508404	0.0019334545374	0.0127652668	0.745998262	0.23774584062
n	0.00296635129282	0.00765340212465	0.110475126143	0.38450305276	0.494402104
i	0.0105215809661	0.0275029434527	0.03818459404	0.556741107	0.367049734
</S>	0.006216089629	0.00600746794	0.011516321226	0.1951431364	0.78111697
