 	oggi	io	non	ho	cosa	da	fare	</S>
s	0.943205084	0.01397296596	0.000383889788	0.0012285414534	0.0003529670728	0.0012723469194	0.0153288863	0.0242554432646
ì	0.872082438	0.0524934092	0.005597296614	0.0058624551146	0.00445735223	0.0006112223092	0.00133322404738	0.0575625567077
m	0.783658714	0.1986446156	0.0015639246	0.0010741783478	0.0006680715996	0.0006231855018	0.00172431894521	0.0120429182265
m	0.684828311	0.2001043732	0.010097331128	0.014615006022	0.0074473642254	0.0014328609644	0.004886979447	0.0765878135622
e	0.5216983826	0.249337548	0.01772715312	0.026169782838	0.020044252133	0.012519361026	0.022847959366	0.129655572651
r	0.4037436294	0.4779553068	0.08188357414	0.012929210308	0.00535620858	0.005310951204	0.0019867025782	0.0108344189006
i	0.2084409154	0.426494846	0.099015313	0.0801585872	0.0462347012	0.03937252406	0.0105788307512	0.089704172988
e	0.0274722988	0.49101196	0.377451574	0.0616807248	0.01318612908	0.00669364948	0.005161123756	0.0173426092595
v	0.004279295756	0.336243124	0.491834552	0.0741253164	0.03826899666	0.006643261172	0.003832858254	0.044772596426
ò	0.03458579134	0.2488448466	0.1131374686	0.3340978108	0.1434063328	0.029784723926	0.023131778588	0.0730112279
e	0.04753999564	0.186841318	0.25309176	0.337291634	0.0657850966	0.01502879058	0.06595407698	0.02846718636
n	0.0029748660668	0.031226956	0.378993698	0.24998843	0.2598223572	0.03400577142	0.017187589848	0.02580045358
è	0.00624923893	0.0149829908	0.0350929104	0.38724897	0.377239392	0.0352979934	0.03097949962	0.11290893256
c	0.017438717062	0.02476711924	0.0645743282	0.30880634	0.2508542544	0.14605268	0.10806272108	0.07944373784
h	0.01196495471	0.02054959298	0.0825131208	0.24319327	0.307677968	0.0851646174	0.207184394656	0.04175207994
o	0.015038746494	0.03447931496	0.05379379954	0.1401307672	0.34799235	0.1156825866	0.22233483051	0.07054756374
t	0.000736168868	0.00059444683	0.003379015408	0.01865272456	0.26094330108	0.609110024	0.0206225354	0.0859616602
i	0.0044473760859	0.0059972956408	0.00392180254	0.0201777528	0.278767306	0.3010784484	0.203903345912	0.181706589088
k	0.0008630262088	0.0004578041862	0.003625482132	0.00589329582	0.04473205244	0.452675702	0.2349222836	0.2568304032
à	0.0200545644352	0.0065963679835	0.004263877808	0.02141955606	0.1320633914	0.3496220512	0.23125568712	0.234724639014
m	0.00211686184056	0.0018289686182	0.016426167942	0.0059832826	0.024405338952	0.1537765026	0.591197958	0.2042649424
i	0.0266325023778	0.0124749209932	0.04893978516	0.0113944649	0.06399594598	0.1658619564	0.5757025288	0.0949980038
</S>	0.000859056952	0.0002864535198	0.0015731458122	0.0024816025208	0.006078443196	0.06359681572	0.2173228936	0.707801594
