 	sicuramente	stanno	ancora	svegli	</S>
s	0.947360486	0.012358597	0.001896423574	0.004184115316	0.0342004356709
i	0.962478744	0.03031508476	0.003356618258	0.002721054194	0.001128510942
k	0.892408026	0.048355156964	0.02839226938	0.0032941649048	0.0275503502113
u	0.79012611	0.1136285338	0.04380864878	0.014257212408	0.038179460556
r	0.923021668	0.060411916212	0.00810525004	0.0050166005756	0.003444550468
a	0.569224816	0.2365769098	0.06001185146	0.05967814492	0.074508416554
m	0.591764592	0.2150107472	0.10237422356	0.05788349934	0.0329669892
è	0.507421656	0.379310082	0.04659489548	0.01261488608	0.0540584565616
n	0.4950878588	0.4346872572	0.025102759684	0.00581062038	0.039311551
t	0.3919555788	0.425903958	0.02875572008	0.04238435211	0.11100039628
e	0.1172098308	0.459280015	0.0676194502	0.1119521358	0.24393859806
s	0.061972002932	0.752916798	0.11134406994	0.02554775306	0.04821938838
t	0.0973142113868	0.55300252	0.03621598448	0.10946095428	0.204006216126
è	0.140203786008	0.508448046	0.036111638	0.1752943176	0.139942070282
o	0.1143182746	0.650978066	0.10491731088	0.01113732702	0.11864898226
n	0.0098207694925	0.3951981596	0.522053352	0.0305355522	0.04239223468
e	0.0167439313602	0.2345488044	0.2951415379	0.11125784912	0.3423077387
a	0.00738618057	0.0845885716	0.82641682	0.05765776064	0.0239507152
n	0.0073010136368	0.022857942214	0.618958016	0.269524039	0.08135899534
k	0.0066922616	0.0756469822	0.43475597208	0.19986288688	0.28304193748
ò	0.182260354238	0.04953593928	0.1763118974	0.026229488	0.5656622408
r	0.0859812384256	0.1717834922	0.205274283	0.03112386882	0.5058370416
a	0.165041009192	0.13556292786	0.55360022	0.053723158	0.0920726468
a	0.062161151774	0.0223117429808	0.323928644	0.245651684	0.3459468224
t	0.00782156858106	0.0055000366604	0.0916511508	0.757760208	0.1372670232
s	0.007439194632	0.003331788962	0.07439331454	0.6146329597	0.3002028064
ù	0.0779213410582	0.026489498022	0.03548901654	0.4096320296	0.4504680844
n	0.0016101504994	0.017638668712	0.0385400783	0.73265233	0.2095589006
n	0.012709420381	0.0096571271698	0.05424900928	0.611336974	0.3120473766
i	0.159269047628	0.05629294112	0.0234358914	0.2282977348	0.5327044634
t	0.00456342418997	0.0148855320606	0.037473937132	0.763667458	0.1794097506
i	0.0166992129278	0.0034020807386	0.06458518274	0.210530917	0.704782663
</S>	0.059807134185	0.0218842859859	0.032386603472	0.18276628	0.703155782
