 	il	medico	mi	ha	detto	che	non	devo	mangiare	dolci	perché	mi	fanno	male	a	me	mi	piacciono	e	li	mangio	</S>
o	0.904663286	0.0493365944	0.002783576864	0.001320522684	0.000969514678	0.001593978476	0.0026232684214	0.00266850973065	0.0019443753	0.003344797876	0.004105683534	0.0030646373868	0.0036196859058	0.0017425815394	0.00229213619	0.001539676892	0.0017166197522	0.0008174412403	0.000878179586	0.0005125727374	0.0007432457752	0.00771908558493
m	0.420148642	0.5245722272	0.00890991144	0.0040374419732	0.00694621775	0.00298714893168	0.00101473864	0.00201527243744	0.00305086472027	0.000941061641234	0.00150164907136	0.00122235094172	0.00051676981318	0.000411446164555	0.000855702697579	0.000659824608067	0.000914213022575	0.000174266307138	0.000300280310254	0.000273051799812	0.000323681982494	0.0182231967033
e	0.1230254552	0.4626322296	0.0453992959	0.05583271424	0.18881798806	0.008309174612	0.001594193336	0.00941409832802	0.005755911828	0.0065227102386	0.0097974757748	0.0014901934176	0.0038634484788	0.008906474294	0.00163008750506	0.0008507033798	0.00316142719842	0.0207308954062	0.0010062009504	0.00044497483638	0.00043214219806	0.0403821601171
s	0.08301610818	0.845250106	0.04291292706	0.007994799394	0.01061231548	0.001183766002	0.00130454900948	0.0019525504562	0.00128598105013	0.0004568398936	0.00099122704906	0.000578779277122	0.00027483098314	0.000311614366586	0.000349088651953	0.00030551890639	0.000481238291916	0.00012386667406	5.75019430032e-05	0.000134984490725	1.57585569294e-05	0.00040548027322
s	0.0246933428	0.5653595356	0.15250492724	0.040616046752	0.092469779624	0.008881759742	0.0055795324262	0.0129088964194	0.0056586389136	0.00602188038	0.01146307726	0.003220892198	0.0050800760288	0.00460618844	0.0024561564996	0.0015926053264	0.00241177831672	0.0048815744372	0.00106886442198	0.0008092994943	0.00048051340886	0.0472345048686
è	0.0736766304	0.4481090774	0.0663074944	0.07280222116	0.04452433047	0.032239134792	0.02619997831	0.03296694574	0.0384761758508	0.005778114664	0.02183015502	0.010810030228	0.011777905134	0.03434304828	0.009839608554	0.0115085438508	0.0072365841988	0.0236438228904	0.005662308392	0.0050110426668	0.0069031486546	0.010353747495
r	0.06445872954	0.46838966	0.174473479	0.1153672678	0.0994892359	0.00677031992	0.00545532148	0.0208497015	0.004784721	0.00547861774	0.01577340804	0.003153633226	0.00441711978	0.00189655924	0.00093963912	0.00080291876	0.001120331494	0.000612538234	0.000542955178	0.000415807286	0.0004213750972	0.00438653233
e	0.054509815	0.358912827	0.2144385888	0.1533633042	0.05555589342	0.00632874546	0.008206943554	0.01282833414	0.0217090762	0.005851356572	0.0255487762	0.004835262356	0.0096247115	0.02249156988	0.00514935258	0.006528876286	0.00464453078	0.0115268458864	0.0052289262154	0.0017330145294	0.001610747822	0.0093724565514
m	0.006810158068	0.0847485392	0.33996226	0.28853225	0.157478506	0.0287081596	0.01388812458	0.0264203619	0.01672482624	0.002773265232	0.00845599332	0.0041459507108	0.001779081198	0.0039243375956	0.0029150335072	0.0025784950762	0.0059270455893	0.00203087944094	0.0003673711148	0.0007199941246	0.00015836367246	0.0009509872074
u	0.019047847728	0.06216480194	0.1870034094	0.341585783	0.13807658414	0.0264403215	0.004706895626	0.0163603060104	0.01013783381	0.010364751952	0.0372206986	0.0059138635526	0.010514669468	0.0325697584	0.004127675852	0.003563158396	0.00812637457492	0.0366410481542	0.0028298750242	0.001813182829	0.001035879408	0.0397552480354
