 	sta	seduta	nel	giardino	</S>
s	0.887710308	0.0311717803868	0.00589527815	0.027402504444	0.0478200873842
t	0.788590266	0.0335867798	0.0201453932	0.01058575444	0.14709184838
è	0.73345049	0.0762029812	0.06274257148	0.05938257798	0.0682212116672
i	0.438705038	0.463157772	0.018181169296	0.03617998422	0.04377590175
k	0.02921963232	0.902522796	0.0394137341092	0.00576149374	0.02308220708
a	0.0408890069	0.472267966	0.0918068246	0.121402155	0.273633953642
s	0.040539386406	0.621187924	0.2334642818	0.0455493828	0.0592589505
i	0.059163494218	0.303033046	0.302920792	0.119631826	0.215250940699
m	0.011511698086	0.2486448818	0.554792166	0.0755828338	0.109468449
m	0.015455229749	0.2953967554	0.46233946	0.0521049534	0.1747038102
è	0.1258901529	0.2225569988	0.2799884672	0.0452118977	0.326352394653
n	0.185295194932	0.388607561	0.223686052	0.1185552904	0.0838558298
i	0.103100712586	0.23437708072	0.47773776	0.1177446966	0.0670395962
s	0.00916525719714	0.00845187835	0.495858764	0.369373779	0.1171503164
t	0.00786459713344	0.01031902115	0.4565843234	0.323889548	0.201342581879
o	0.018115166794	0.014454532	0.2912285594	0.4216720972	0.254529600978
n	0.0027887412907	0.0021482171932	0.22760522988	0.56460026	0.2028575672
g	0.00619280248738	0.003460024318	0.3069029441	0.408234784	0.275209233608
h	0.032110175584	0.0176191009	0.1290734998	0.403226574	0.417970674158
i	0.09239300402	0.07440256892	0.1318546124	0.291305526	0.410044396852
a	0.098026229231	0.0213434654192	0.0730649004178	0.582198194	0.2253672414
r	0.00404693550837	0.00468553020754	0.034419133046	0.661208444	0.295639811
d	0.00154898672896	0.00273501934	0.129451261856	0.585685576	0.2805792906
ì	0.12954871791	0.0082544400888	0.029981049808	0.360352006	0.4718637803
n	0.00855717159292	0.0596379549764	0.08349167521	0.585039296	0.26327395
o	0.0283284268035	0.0258166236204	0.0255696396292	0.573162466	0.3471228378
</S>	0.00255700891926	0.0011506847324	0.004762862746	0.1406796252	0.8508499
