 	perché	aveva	lavorato	tutta	la	settimana	</S>
j	0.896668846	0.0204163227	0.00769991196	0.0060276949354	0.004403628148	0.0068626059468	0.0579210182147
a	0.951654156	0.0244956634	0.0156265415252	0.0026939904531	0.000344708467236	0.00085029541636	0.00433461284044
t	0.74099154	0.09728937426	0.0419813248486	0.0369387422693	0.021034796844	0.0536839040145	0.0080802807842
ì	0.4170407988	0.3791163914	0.11281120544	0.02180303578	0.017735557412	0.01792849628	0.0335644568224
ì	0.39961301	0.479831754	0.03162784184	0.024698132338	0.0162459774378	0.0358408897006	0.012142423103
c	0.2502201772	0.682536854	0.0502836712	0.00406037072	0.0016020961034	0.0037663685428	0.0075304087604
h	0.268776764	0.528727625	0.1090284116	0.02591785982	0.00361732074	0.0129970806	0.050934981794
e	0.185358463	0.611274502	0.137408212	0.020294273292	0.0034297298948	0.006901588546	0.0353330548876
p	0.043858496674	0.1741026968	0.765902456	0.01004546612	0.0009461069488	0.001342082998	0.00380258706
o	0.0692688233454	0.1697463328	0.41031555	0.1250678824	0.03287715472	0.0545826562	0.138141576412
l	0.0320766504142	0.0712137222	0.656860026	0.2125717162	0.0113871096	0.00646267284	0.00942796464
e	0.0200787525022	0.1277633096	0.49923176	0.187526946	0.05233191026	0.0633309636	0.04973623273
m	0.0020408197054	0.0118977749	0.425684204	0.40402311	0.0518242556	0.0423589846	0.062170845
ì	0.0130383505055	0.0514511284	0.384836458	0.302937214	0.0733407249	0.0798451084	0.094551162015
s	0.0096906455908	0.02613036758	0.505662374	0.2170519204	0.08028938434	0.010104884348	0.15107037466
o	0.0244247912613	0.03120924913	0.350131636	0.345515478	0.0589771008	0.11321229188	0.07652951746
n	0.001236439856	0.001182937475	0.06743746832	0.62530035	0.2224493308	0.058218895	0.0241745734
t	0.00807045602409	0.0110670496484	0.0528624156	0.497497348	0.2614575238	0.0625823542	0.106462838714
a	0.0117441155719	0.02582833566	0.0636756064	0.362923148	0.1250435496	0.1733008536	0.237484298137
ò	0.00121207811298	0.00116035879694	0.0054460211	0.348818404	0.499497914	0.0769821932	0.0668829494
l	0.00152394813887	0.0043206141634	0.04294754854	0.239224526	0.41618738	0.2590324006	0.03676355228
i	0.00416743890244	0.0051833375854	0.0164329622	0.34262354	0.287655406	0.2975163766	0.046420825586
t	0.00081750957533	0.0004492412376	0.00161729972	0.05534475548	0.548805378	0.291029234	0.101936512
i	0.00286949756288	0.00314482603391	0.0023095876624	0.0504238902	0.273289564	0.411253136	0.25670952506
n	0.000705042287575	0.00110105589518	0.00166397761306	0.00979018406	0.373412594	0.417620408	0.1957068432
a	0.00162185854947	0.00191466081817	0.0013309776648	0.01265905692	0.219207921	0.536631586	0.226633955956
d	0.00021953039862	0.00079569905854	0.00130782395428	0.00524577361	0.2333821284	0.52393568	0.2351134616
d	0.00555307854953	0.00495096594931	0.00311781561954	0.03433210662	0.0698547664	0.602158664	0.28003261278
o	0.00436633187165	0.006701996835	0.00519340112	0.0345310154	0.081952923	0.619778824	0.24747554126
m	0.00011208764924	0.00132602415571	0.00294677842972	0.007440367	0.1051869028	0.5099816	0.3730062
à	0.00379825511976	0.00295025444949	0.0063993767958	0.041819137178	0.03425447256	0.688401018	0.22237750912
d	0.000303931245337	0.00221845091132	0.00511785705078	0.02690657035	0.0585757134	0.563755	0.343122534
a	0.00696082723612	0.00518806122147	0.013439775688	0.023762542384	0.0347076728	0.734663524	0.1812776752
</S>	0.00035869485552	0.0015906447398	0.0019169547873	0.0032234907452	0.01087145236	0.472933492	0.509105216
