 	questa	canzone	ee	l	ha	scritta	un	poeta	</S>
t	0.771851514	0.1040008492	0.0210146052	0.01246169409	0.0241633815	0.0038254180806	0.005090519748	0.005939416099	0.0516525229049
ù	0.912338724	0.082647216548	0.0021274478	0.0010061783132	0.000741673144	0.000107678161	0.0001419577144	3.357822294e-05	0.00085565716988
t	0.89675998	0.0896554589	0.001826018194	0.0005914009692	0.0027650383692	0.00138052996541	0.001518177868	0.000610793952383	0.0048926398979
t	0.771646	0.1039075798	0.012521719888	0.0047310895	0.0063584949276	0.0021476370554	0.002527653385	0.0007251384611	0.0954347321794
o	0.71787926	0.19609663016	0.02001538724	0.010504677278	0.00690064614	0.0170215279212	0.007826083232	0.0028475697286	0.0209080901116
t	0.445081152	0.517000732	0.0279602331	0.00560754946	0.000902735614	0.00064799850096	0.00022893662166	5.8545394934e-05	0.00251213935824
r	0.1171756091	0.778725424	0.0439414981	0.0164852792	0.01161432508	0.006696644908	0.00434336993	0.002752423982	0.0182653119042
a	0.3399754431	0.5491421658	0.07523816182	0.01604224365	0.003568559206	0.00245798479	0.002421306252	0.0036351021608	0.00751922235
v	0.14613289312	0.730851344	0.1049221446	0.01150881142	0.002184706364	0.0015403791456	0.000837611518	0.00014802766666	0.0018740709856
ù	0.0122182726	0.6689215142	0.1446198208	0.01728760736	0.00826344462	0.009582358222	0.004428734506	0.00515812095	0.129520156965
d	0.003440845028	0.896089438	0.0879985236	0.00705792904	0.002037774408	0.0006885361096	0.0006599920204	0.0003285181054	0.0016984760208
i	0.04796009928	0.5058467172	0.1868531122	0.04764836672	0.01345259906	0.010148258132	0.00509096312	0.0043867709	0.1786132802
e	0.0034104586	0.1407326344	0.74324012	0.0917361354	0.00781252026	0.003649538016	0.002793466174	0.0011260185448	0.005499156286
e	0.000745826122124	0.0114486554	0.655355254	0.294387778	0.0218464618	0.0025344354	0.00418336859	0.0004440046644	0.009054145164
t	0.00034988490562	0.00387917404	0.275764876	0.601276266	0.0879315518	0.006212728444	0.012753668448	0.0009590440004	0.010872760964
o	0.0048725852944	0.03715826944	0.1538820298	0.448100364	0.138195216	0.03961189628	0.0474111357	0.0233568825	0.10741162256
n	0.00162981057274	0.001469659288	0.1666346952	0.512954186	0.2542129368	0.02816836388	0.01950418094	0.00487952448	0.0105465961
è	0.0187607558688	0.036199688612	0.054643888	0.2896751188	0.23733139	0.1332730126	0.0694712642	0.0445590129	0.11608595926
g	0.000699789555091	0.02334668525	0.07091165168	0.1142931542	0.52268996	0.1055482218	0.065834274	0.02663442048	0.0700417497
r	0.00808812756884	0.02293145127	0.0925574628	0.2053498618	0.357756428	0.1440220074	0.039812549	0.0245998676	0.10488220792
a	0.017625429583	0.04050995462	0.0418996572	0.077519142	0.178912158	0.349896996	0.0627298179	0.09175458702	0.1391521956
t	0.0091577439192	0.00123768665	0.017773433156	0.06838091036	0.2432980504	0.365679612	0.1814540892	0.0473282397	0.0656900133
s	0.00199977331952	0.00297276674996	0.004378680044	0.03759946913	0.1556469338	0.5061032294	0.1241476694	0.0609481506	0.106203244068
e	0.0122568157522	0.00245551428	0.01168776894	0.029909697	0.0381492412	0.33497939	0.0691635394	0.227997285	0.273400787276
è	0.00185348213711	0.0008265906723	0.005865382896	0.019399822808	0.09237995068	0.15084467	0.3081474856	0.303749535	0.1169330182
n	0.000442577308334	0.00135479524536	0.0050649172396	0.00882303119	0.0631968274	0.2114816798	0.467525364	0.217157256	0.024953637
a	0.00244156573637	0.00477525217072	0.00287443864752	0.0054288316912	0.04342198408	0.3347679164	0.314079814	0.222555561	0.06965452466
p	0.00131760067104	0.000650143593178	0.00288658704428	0.009178022571	0.011715811714	0.04364607066	0.5722971096	0.258171842	0.1001366606
o	0.0200988284594	0.0143126456148	0.00420954067484	0.004994209672	0.015141985936	0.1549566522	0.2129947162	0.385400978	0.187890496612
è	0.00401842842107	0.000591133121254	0.00467844792848	0.0036104463178	0.004508902236	0.01446285352	0.2446259482	0.58625826	0.1372455586
t	0.000302773155831	0.00167041284779	0.0020964123129	0.00648293386945	0.016024259102	0.066696166811	0.1904439108	0.585135144	0.1311480378
a	0.000384755884546	0.000945224672101	0.000225822187959	0.000324814876391	0.0030253734702	0.0641765032128	0.118605714	0.768074192	0.044237806
</S>	0.000837694720616	0.000582572381247	0.0034110661858	0.0008194033814	0.001642866974	0.004189690864	0.0892172764	0.332150198	0.567149148
