 	è	pericoloso	di	nuotare	di	notte	</S>
è	0.907570562	0.0640929628	0.001195652824	0.000775078502	0.000895867162	0.000615587298	0.0248541997706
p	0.363349595	0.582299222	0.007895107214	0.00940533802	0.00436675270937	0.00560157792686	0.0270824648629
e	0.13192082072	0.744905016	0.06893738294	0.04106716116	0.00166843324	0.0018950728026	0.0096060988644
r	0.10225765524	0.87448926	0.0202816178	0.00227304618	0.0001574550154	0.000150525479188	0.0003904950962
i	0.0328088894	0.655726696	0.2170625192	0.0362228548	0.01950819148	0.0147025329	0.0239682638494
k	0.00727928945	0.728093226	0.23620106	0.02025326266	0.004637233156	0.0008829558998	0.00265302924
o	0.01402205124	0.4500086624	0.400260142	0.0636774818	0.01609698014	0.01730024942	0.0386342547526
l	0.005268604692	0.53726149146	0.40867337	0.026116014	0.00600949496	0.00222592701	0.01444506518
ò	0.027488650628	0.2553754959	0.47880438	0.1146972022	0.06489295676	0.0209049116	0.0378362904348
s	0.01392153488	0.1748191156	0.561040394	0.2031984666	0.00755287492	0.010204456306	0.02926333502
o	0.026682792816	0.13985079532	0.551424416	0.1503198692	0.0296579722	0.0203722281	0.08169192196
n	0.00104569787916	0.018773003494	0.580842046	0.355173294	0.0287466006	0.005934538474	0.0094848118
a	0.00773614029163	0.0169300061033	0.361881066	0.468973712	0.0457402554	0.028841323	0.06989739705
n	0.0010758200522	0.004095736023	0.2584301436	0.615715882	0.077214799	0.0124000098	0.03106766162
a	0.007458927373	0.0122241614886	0.189604548	0.51823904	0.1309973826	0.0637516076	0.077724390912
r	0.0011247274568	0.0036050523928	0.1913454268	0.457838428	0.259284118	0.0323981308	0.05440419374
è	0.013227125995	0.0290108716452	0.1099684558	0.338253448	0.248993174	0.165882584	0.094664303728
t	0.0008117452504	0.00205874082	0.0308599626	0.371467604	0.44841681	0.1002420976	0.046143138
s	0.0104410795235	0.0133059659882	0.056531697974	0.285436913	0.32947691	0.170094706	0.13471257508
i	0.0036425898	0.012767424716	0.0394994284	0.069417282	0.145815792	0.356032586	0.3728249068
à	0.0008737659675	0.0017721491172	0.026056804691	0.0309173178	0.584084446	0.168308918	0.187986519
t	0.00108480022622	0.00061118125718	0.002106997472	0.2006679336	0.427952968	0.3470949428	0.0204811498
s	0.000470293339886	0.000679238181618	0.0018973560232	0.17158589456	0.236172454	0.51539569	0.07379902022
e	0.000780158070074	0.00297447993145	0.00563356947	0.01014527664	0.0497855498	0.662890208	0.267790737104
n	0.000270949042508	0.001092995342	0.002783151532	0.006865043814	0.2363622882	0.3240561	0.428569516
ì	0.0018098131141	0.00221263864694	0.00192486246412	0.007847172702	0.1587611848	0.66119018	0.16625426558
t	0.000742444789823	0.000319187216738	0.0005789273688	0.05637445385	0.0790413024	0.7292934	0.133650277
t	0.000406466878405	0.000764561952308	0.00109511374512	0.008516775196	0.06473323694	0.812195596	0.112288399
a	0.000850182766588	0.00292784766138	0.0060768884924	0.005724863851	0.01207535384	0.72769724	0.2446477468
</S>	0.00077094286366	0.001603551746	0.00143332481488	0.0021485466756	0.05305527008	0.16052019	0.780468102
