 	possono	essere	ancora	svegli	</S>
i	0.745701548	0.15971271944	0.007075680458	0.008807995582	0.0787021214309
s	0.914148276	0.03199440594	0.05163287922	0.0007274865748	0.00149709804292
ò	0.726896124	0.0840081468	0.05319511362	0.0048631909537	0.131037338804
z	0.778324046	0.2174253002	0.000892838796	0.000203765822	0.003153926938
o	0.560425228	0.33379081	0.019182452788	0.0091698521004	0.0774316108952
n	0.0742356868	0.85074946	0.0501932528	0.015508103494	0.00931348872
e	0.03134229828	0.82146319	0.014664358	0.047949479712	0.084580828596
ì	0.027385989856	0.7776041	0.0797772648	0.0426117745728	0.07262088756
n	0.031958407142	0.702788526	0.1786512014	0.059002275842	0.02759964595
e	0.01471594689	0.558933752	0.0950249816	0.120591597464	0.210733831753
a	0.0089968034488	0.05538429596	0.895936128	0.027576818018	0.01210587638
n	0.00400038661912	0.02054687672	0.744106752	0.13553664674	0.09580944662
k	0.0060658120972	0.026786119	0.44629507792	0.22555241458	0.295300541148
ò	0.13978437832	0.1161085081	0.1418963064	0.0249981562	0.57721264524
r	0.11598261454	0.1700491042	0.1901373888	0.03604478932	0.487785969
a	0.0610767883496	0.1134640358	0.698021764	0.0870125988	0.040424681
a	0.0238148099052	0.02332623016	0.4211474644	0.254562932	0.277148612
t	0.0121754423773	0.017505243294	0.0695926988	0.788676452	0.1120501524
s	0.00555739428	0.00854329034	0.155544323312	0.53762319056	0.292731781
ù	0.082309900598	0.076129429865	0.078689106512	0.276013484	0.4868580012
n	0.001405426164	0.004914326352	0.04080570986	0.745958726	0.2069158692
n	0.00689768626087	0.01303484234	0.0314207382	0.647177112	0.3014696292
i	0.153508239774	0.09479411866	0.02176190728	0.191308616	0.5386271894
t	0.00673599787785	0.0115274087898	0.062891114476	0.743008488	0.1758368934
i	0.0120246554263	0.014225503242	0.093982365572	0.171176062	0.708591451
</S>	0.0212100099346	0.0224768552164	0.021192714294	0.165131066	0.769989472
