 	io	non	so	cosa	è	da	scrivere	</S>
e	0.849259212	0.0171791324176	0.0038084125206	0.00178030673102	0.0187602611719	0.00388128029468	0.0230146308095	0.082316720602
v	0.96079344	0.03009547646	0.000667563868	0.0004322101442	0.00342901584888	0.000112752781089	0.000331418221484	0.00413818573022
ò	0.5461436126	0.1307149598	0.1535678164	0.048676432268	0.037586879386	0.021519943894	0.030417754496	0.0313726149808
e	0.435894592	0.4719462	0.0574287856	0.00689897972	0.004589493048	0.001928324634	0.0027442065748	0.018569362237
n	0.0883560938	0.630094786	0.2067014178	0.01237169528	0.003696090674	0.0008844009671	0.00302178677248	0.054873844105
e	0.080010374	0.191035	0.530990884	0.0534746826	0.03221299642	0.01251749242	0.02578405494	0.07397451628
s	0.023654664188	0.153135281	0.69679758	0.1070510056	0.00849930566	0.00264872146	0.001515655155	0.00669778474
s	0.060639961068	0.0412975106	0.6174229372	0.106807623	0.04320253728	0.0236505233	0.02319854386	0.083780514618
è	0.0207778475	0.0524357202	0.371109725	0.1542586326	0.0237535101	0.05451367612	0.076719806	0.246431313126
r	0.03222925632	0.06829079402	0.399795744	0.2371501288	0.1405993358	0.02559574132	0.0507837862	0.0455552579
o	0.049298443172	0.0672352202	0.54687767	0.2237504744	0.0483702181	0.018976018	0.01711129334	0.02838060628
t	0.0001449137596	0.002144631284	0.143693772	0.581259226	0.1813368308	0.053615147	0.021627599177	0.01617776302
i	0.0114891446705	0.017639853294	0.0940838282	0.55935389	0.0933668044	0.1293236926	0.0418362852	0.052906417236
e	0.00074288489512	0.0013145634756	0.03229575826	0.393944712	0.297661246	0.225919014	0.01752199486	0.0305998768
n	0.00138452815334	0.001931057108	0.04187958	0.29019822	0.270128518	0.32104163	0.04013101392	0.03330536636
a	0.0042724147174	0.00281979596	0.02517543254	0.1072965164	0.1114326058	0.495401242	0.164857546	0.08874458484
g	0.00213131363013	0.0007364295588	0.008834544292	0.041900546	0.174117094	0.570932528	0.147375266954	0.0539721467
r	0.00190839265903	0.00214441244	0.012510416982	0.04711269142	0.08901465046	0.3436684332	0.39318869	0.110452319976
à	0.0024813075716	0.002303031602	0.01746618012	0.0237565282	0.03113451148	0.119078208	0.437341528	0.36643884414
s	0.00125527494675	0.0025767699644	0.01252313945	0.031096020582	0.06392003576	0.32753634006	0.4608201776	0.100272245
s	0.0030783607029	0.00321417794126	0.0089868912452	0.00893049516	0.0339952146	0.178431578	0.6077203	0.1556428993
o	0.009769394678	0.00451899406	0.0165958136	0.01513459978	0.04305071352	0.1148840804	0.34356442	0.45248193304
</S>	0.00147538199078	0.00110317585856	0.0165014588246	0.0052486691628	0.008129958198	0.108135709	0.2929984531	0.566407186
