 	se	vieni	alle	sette	io	sto	cucinando	</S>
a	0.893450092	0.0236420713	0.01866474262	0.004353181054	0.001386537226	0.001241930499	0.011663088514	0.0455983690515
n	0.4829326618	0.2420536002	0.07631311778	0.00729987932	0.003056977898	0.00026184377206	0.0169011394619	0.17118077165
è	0.0233849503	0.2200669953	0.481638042	0.1121056186	0.07582160566	0.01054794126	0.0059151314074	0.0705197236156
r	0.05858668287	0.3403534752	0.4232507042	0.06256101204	0.031971129526	0.002180684574	0.0024409298288	0.078655465194
t	0.04137860566	0.1942890088	0.529180876	0.090127655238	0.00632140708	0.006448989388	0.024168731974	0.108084728759
i	0.041385589288	0.20800852796	0.275279548	0.1661439575	0.04018663328	0.0517157842	0.027521674924	0.18975822491
s	0.0043499577452	0.1496684482	0.702967232	0.134001783	0.00593550388	0.00104722463	0.0007615859888	0.0012682896068
t	0.005447047124	0.0659917264	0.495728724	0.2485492166	0.042103258	0.0444223814	0.00876922192	0.0889883715089
e	0.0089215935576	0.0853964682	0.422006428	0.278470078	0.01235342194	0.04001721172	0.081592262754	0.071242569082
s	0.003525679924	0.05120296724	0.512445496	0.401101758	0.0225910744	0.00277590654	0.00253640661	0.00382068869
e	0.00980499168806	0.02549130206	0.3257645702	0.392070489	0.11610734434	0.04337956448	0.009905925524	0.0774758348167
t	0.00755144338692	0.100729530412	0.1754983498	0.546932196	0.129248685	0.01051920568	0.0168528192636	0.012667765216
t	0.00586795029778	0.060520973262	0.165382884308	0.332425721	0.2767136232	0.0457634918	0.0279999480308	0.085325462619
à	0.00317563774	0.08283345014	0.1664756316	0.3872103884	0.0868070444	0.02032091956	0.130698814629	0.122478135025
e	0.0068527094846	0.01621634064	0.035212406	0.08423127	0.533681066	0.122022873	0.039778939522	0.16200440584
v	0.00162085062358	0.0116850505492	0.016844465842	0.0208027386	0.638941034	0.2755395268	0.017934376944	0.01663207918
ò	0.00424575532004	0.0042516306826	0.0236760008124	0.0299927062	0.288707488	0.388028232	0.17933032996	0.081767768272
s	0.0031483018621	0.0038986076276	0.004564741034	0.009408419	0.356725133	0.509296524	0.0437656378	0.0691928484
t	0.0123321239374	0.00653651180594	0.0105795738139	0.0082048502516	0.0627325394	0.585146448	0.2213727898	0.0930950914
e	0.0041544604838	0.01765888166	0.0086784504	0.078301247	0.0655033884	0.3704472008	0.1039188414	0.35133756668
m	0.000605191179432	0.00979609852242	0.0138333005916	0.010810296678	0.01725932978	0.176824674	0.588799802	0.182071298
a	0.00635789385441	0.00509211042453	0.0113420477634	0.00803227678	0.0239799184	0.348894211	0.3948246412	0.201476998814
r	0.000859608766634	0.0184680797842	0.0141643338562	0.0148367817924	0.008687045803	0.0878983852	0.641513528	0.213572174
è	0.000937532399834	0.00164047345009	0.00546429849488	0.0114961062199	0.015137269888	0.1997067792	0.4692279284	0.29638962149
o	0.000982473395051	0.00404907962126	0.00157577390659	0.00127037918792	0.019719769236	0.1092858852	0.528675884	0.334440652
</S>	0.000266593934554	0.00951269682199	0.0071341904179	0.00360106159984	0.00878829557	0.02936590608	0.492852402	0.448478964
