 	se	vieni	ogni	sabato	ti	compro	il	pane	</S>
a	0.883625536	0.02165456704	0.0359177174	0.016044462696	0.001335520238	0.002526571426	0.001241874354	0.000984217574	0.0366694935129
n	0.4591304886	0.2710750882	0.077204737	0.0176068930108	0.004457075733	0.0044714607074	0.0051362767282	0.0043369902554	0.156580984564
è	0.019972689428	0.2105241582	0.582708532	0.1099805516	0.04614818678	0.011307614326	0.001871909872	0.0020902747232	0.0153962249372
r	0.0479207530694	0.386642772	0.3745162492	0.131529451428	0.00477567747	0.002231150732	0.0060767956166	0.0023773240252	0.043929775064
k	0.05110316344	0.3424605076	0.385825734	0.142626963	0.00718295394	0.01364152604	0.014745531404	0.0021760959612	0.0402375360234
e	0.081673987994	0.292353437	0.26865369	0.2181407612	0.00711510018	0.006936821926	0.006034734898	0.010335121174	0.10875637079
s	0.0056527612968	0.2051976188	0.570748394	0.1711684762	0.02543512812	0.00861569804	0.003781514784	0.0003595128046	0.0090409667938
e	0.023268967722	0.0877085152	0.380665912	0.2532459394	0.1060846806	0.0837765428	0.02958997295	0.00429156794	0.0313679923944
k	0.006124807458	0.09119136004	0.539979048	0.1985075436	0.1483610918	0.00920280312	0.0019514027	0.0008036753828	0.003878300598
u	0.0028217242264	0.02074968802	0.3094068406	0.351783114	0.2313272186	0.0514954378	0.00817635484	0.01061965858	0.0136199894968
à	0.0041579642774	0.02704953014	0.283048048	0.323542922	0.288605206	0.05677289458	0.00717388706	0.002680589292	0.0069690706
i	0.00452059268439	0.012924925652	0.09726052076	0.487912734	0.197767318	0.1471803494	0.02914009364	0.00798410864068	0.0153094092
s	0.0009636897834	0.008902637828	0.0383106857446	0.16229197674	0.493524112	0.25019325	0.0303344506	0.004733008448	0.01074606954
à	0.00200130742135	0.004408524132	0.012843815948	0.0993767358	0.286676952	0.431247362	0.0410557036	0.03416083822	0.088228652016
m	0.000893145737	0.001753312662	0.01535886612	0.2248414324	0.086015414	0.517456108	0.1091618548	0.009623974388	0.0348957399
b	0.00752769951199	0.00647150153298	0.044268078358	0.28715297668	0.1403610672	0.402458948	0.0327170052	0.0347110526836	0.044331771554
a	0.00661182543	0.01518919248	0.0622418022	0.261863772	0.1074627314	0.1970261108	0.0337677836	0.14928324912	0.166553467892
s	0.00121076443593	0.00453178014656	0.0098116722168	0.0213967419	0.09218337902	0.31124765	0.369191898	0.09487014888	0.0955558542
u	0.0155930511667	0.0159232442895	0.0208325079516	0.0145869768426	0.09927913426	0.342457834	0.1572329206	0.1915695216	0.142524722263
v	0.000520032892964	0.00574523355082	0.00636582364628	0.0116852819773	0.02273565012	0.15851517888	0.443374002	0.269625954	0.081432842
o	0.00636275468816	0.00382035173272	0.00807634222894	0.0163701673664	0.026874504726	0.218747968	0.267688954	0.33125873	0.120800169156
r	0.00098569666052	0.0056780086302	0.00779918462196	0.0115949359899	0.006216925576	0.06168607342	0.384141508	0.433611782	0.0882858364
à	0.0144437524048	0.0139147022558	0.0227823048029	0.014401374926	0.02177580172	0.0929039146	0.17912182306	0.38381279	0.256843686466
z	0.00067607300216	0.00144254762628	0.00479759400933	0.007595366924	0.004994028446	0.0498398094	0.1678358118	0.309361134	0.453457597
o	0.0089123213557	0.00735763842292	0.0094429205278	0.011448541496	0.01445703054	0.0613581706	0.2325914628	0.4504822	0.20394968
o	0.000189191551347	0.00098982364464	0.00162333497454	0.0029866377766	0.0004797225872	0.001883169622	0.069037117	0.588593538	0.334217372
t	0.000112707533074	0.00463768041156	0.00443867651668	0.0051739198853	0.00145894217	0.0123587637	0.071346245	0.4639815186	0.43649149
s	0.000659567809954	0.0017582075478	0.0079233392746	0.0087658799954	0.003873351032	0.0388849624	0.0993479376	0.552353592	0.2864332174
o	0.00092812234327	0.00182134882123	0.0254547727905	0.0298479869445	0.0114318700546	0.021714458498	0.04423459458	0.662748704	0.2018181636
m	8.3086927512e-05	0.0028156814384	0.0021399911382	0.00380151989572	0.0009813508092	0.006592881112	0.0502728902	0.4212325092	0.512080022
ì	0.00412287227318	0.000943186822	0.00219275031636	0.002058750117	0.0009876166154	0.0057684526648	0.04077699632	0.716894322	0.22625501278
</S>	0.00315494826997	0.00418812292854	0.00544127716265	0.00475183618086	0.0018978290748	0.005406216172	0.0273601087	0.340415904	0.6073837
