 	lo	sentii	che	viene	</S>
t	0.895172322	0.026416687548	0.000783250964	0.0120402113509	0.0655876125269
o	0.947544644	0.02080983934	0.01293929206	0.0026824845	0.016023803526
n	0.6630131	0.2919650396	0.030903866448	0.00634222777	0.00777582024
ì	0.2456446708	0.3526319792	0.1610357554	0.092298980364	0.148388614215
k	0.039725976	0.73593169	0.05155805906	0.085648728	0.08713563352
u	0.5017594097	0.383742454	0.0404076507	0.01777241842	0.0563180726
s	0.04917793038	0.386604286	0.271413187	0.23821981208	0.05458481368
a	0.0419398572518	0.130341651	0.660609106	0.037862158506	0.129247192497
n	0.02229410158	0.04283351064	0.6095874952	0.2319672846	0.0933175761
a	0.0122159198765	0.02071119726	0.642551772	0.164298725288	0.160222486712
r	0.0209587846388	0.018566803592	0.1874652062	0.552541388	0.2204677442
t	0.0392081223738	0.0253811755	0.3166299708	0.37043121804	0.24834974232
i	0.0323278573	0.0125010998	0.2227914204	0.42494818824	0.30743143878
</S>	0.00759419903018	0.01570232857	0.08359312534	0.469580388	0.423530036
