 	Marika	tu	hai	mangiato	</S>
M	0.94482871	0.00469929262	0.0072080143	0.010799352422	0.032464725932
a	0.849855026	0.106036947	0.0355923816442	0.00282051858949	0.00569516560154
r	0.543342386	0.3281938176	0.01399140444	0.0386305338052	0.07584188572
ì	0.3454595174	0.312514941568	0.178396230259	0.059656213338	0.103973028295
k	0.46630765	0.2680282474	0.2068078886	0.015488630026	0.043367575332
a	0.271697164	0.38779933	0.250739259	0.04358308568	0.0461813174
e	0.05912020726	0.649588576	0.227601554	0.01523618488	0.0484535052
s	0.049997245676	0.30881468564	0.551171062	0.013526574	0.0764904253
ù	0.05984974032	0.0658480784	0.539998102	0.1841734404	0.150130581096
è	0.008044693672	0.1422326648	0.683953954	0.14755915468	0.01820939172
f	0.00225346303	0.03422253552	0.3876993866	0.5196027468	0.0562219726
e	0.001066321056	0.01851013568	0.3699202618	0.576280971	0.034222252008
</S>	0.0014088244768	0.00194503926	0.0510176996	0.490698716	0.4549297254
