 	quest	anno	che	viene	mangio	quanti	voglio	</S>
f	0.943955392	0.035240183	0.00091148625	0.000779401312	0.002688529234	0.000849954712	0.0013550401968	0.0142199213579
è	0.738374728	0.209228056	0.0067048675	0.01349195183	0.004738452966	0.00284931506	0.00162361942	0.0229890761214
o	0.598154866	0.3558089212	0.011058872234	0.008538676654	0.005366244798	0.002708294392	0.0011884915	0.017175514876
p	0.158890870092	0.728961186	0.059921046	0.00678690796	0.00860416734	0.00257463054044	0.0011339287966	0.0331274287249
p	0.04252717064	0.614201614	0.114757575	0.04182317265	0.020903752706	0.00954648888	0.004317129248	0.151923194574
ò	0.09706266142	0.636212356	0.1353819576	0.025081674042	0.044256492924	0.00356352926	0.014439235452	0.0440020852086
r	0.02897216224	0.609107494	0.2555212458	0.0608481952	0.01025076168	0.008010145298	0.004741501846	0.02254854864
k	0.0246528106	0.364532866	0.456548824	0.07381930266	0.02434801872	0.0105199802	0.01027064092	0.0353075264
e	0.0313806124	0.3731847772	0.253950574	0.15239112794	0.01537924612	0.017758203726	0.013226161452	0.142729154156
t	0.003292279944	0.12961982712	0.699227314	0.10380254	0.049627875	0.003123890819	0.00512055231	0.006185675794
e	0.010743846014	0.0497964824	0.5318141912	0.2684968154	0.0641159746	0.0139884712	0.0125836809	0.04846051069
e	0.00429834935008	0.056717461832	0.343505548	0.31303004	0.251154198	0.01829338752	0.005567559372	0.007433289692
t	0.0013777846676	0.007088196912	0.0438171216	0.3276774752	0.506968828	0.064860913	0.01318442461	0.035025415468
r	0.015863530086	0.01825311012	0.19048393368	0.194653302	0.350218209	0.0455510346	0.030016061	0.154960922028
ò	0.022074885927	0.12484397916	0.1398827818	0.0405361842	0.355066967	0.0850573746	0.0304885975	0.202049260292
o	0.00252750822	0.01041563944	0.01497735972	0.0794118012	0.55076844	0.176086962	0.08587362868	0.0799386366
p	0.00242629105118	0.0028388989238	0.003883796806	0.0479502918	0.436666174	0.325011792	0.12859132904	0.0526313906
ò	0.0116833874169	0.0129090570806	0.01519046012	0.023161723068	0.1549921738	0.46487706	0.145850918	0.17133508626
s	0.000519951470972	0.0006964942624	0.00179202866	0.02723750882	0.1874144034	0.4899260274	0.242440881	0.04997277952
s	0.00669086960126	0.00624218027929	0.009585528878	0.01269160294	0.0632491058	0.515071168	0.22491892	0.1615507304
a	0.009372934768	0.00401483344	0.006263441754	0.006541490134	0.06268975782	0.4760256208	0.2869338377	0.14815810874
t	0.00276470755892	0.000940943679	0.00113406558186	0.0052073481174	0.01735209419	0.2352576534	0.500478733	0.236864468
è	0.00437687131208	0.00597189452109	0.00698309987008	0.006145244642	0.00792580906	0.11957437	0.544302011	0.304720511786
l	0.000408316685511	0.000228663572572	0.00042173215808	0.011259966089	0.01654187897	0.0817176458	0.782566206	0.1068555142
o	0.00138789848033	0.0015137961208	0.0015933031286	0.002783888826	0.0043794480634	0.07479601472	0.787088384	0.12645735836
</S>	0.00213101866888	0.00084645747688	0.00081901718886	0.0015322053068	0.001124515935	0.0594638312	0.387559086	0.54652383
