 	ha	potuto	entrare	dalla	finestra	</S>
ì	0.976895232	0.01138131812	0.002280436764	0.0008848030932	0.001230698183	0.00732760407118
s	0.579267436	0.3216781	0.03740125131	0.0216403897148	0.0190249450309	0.0209878103019
o	0.343408923	0.536726328	0.0616136278	0.0175033564	0.002195930322	0.038551850392
s	0.15906070776	0.780598694	0.0429569414	0.01481035432	0.00174894323934	0.0008244060348
e	0.0501138984	0.487329978	0.330807884	0.0764925052	0.0117879801	0.0434676677436
è	0.020954094368	0.345275912	0.478722508	0.13675432334	0.010895273334	0.0073978689
m	0.0036002738724	0.047466901573	0.790590238	0.13038078	0.0181762769388	0.0097856418748
b	0.00558753352	0.05556403652	0.720564332	0.0993026652	0.00835708946	0.110624392636
i	0.040502522	0.2124985948	0.400555628	0.135700234	0.1026163062	0.10812679959
à	0.0079809192082	0.024765608572	0.08753405912	0.783162072	0.05525826272	0.04129907386
t	0.000688869894274	0.00222922623312	0.02677380208	0.873139696	0.060542974952	0.03662549236
t	0.0011854397496	0.0035574444336	0.0115816683	0.567455741	0.2504620304	0.16575761742
i	0.0154876331	0.025274743746	0.0200034372	0.249950769	0.3192786268	0.37000488476
f	0.00203942298058	0.00403850068034	0.0025673551266	0.2066276108	0.53898709	0.2457400976
i	0.00380579715632	0.0066008198392	0.00578146068	0.1638881496	0.617227064	0.20269685814
n	0.00381084909338	0.0046103864192	0.001357213337	0.0946287282	0.681163088	0.2144299188
è	0.00170991914035	0.00323937812182	0.00115722965	0.06573693322	0.742653066	0.1855034678
s	0.000572713189302	0.00100095848198	0.0022452205184	0.0300770525	0.825655992	0.140448136
t	0.00261271046499	0.00657330907486	0.0022610592336	0.02101027245	0.820852328	0.1466903638
r	0.00303447211188	0.00492183660012	0.005073351308	0.021945385306	0.522115376	0.442909693254
a	0.00334569961613	0.00902321411809	0.0028672964088	0.043309140376	0.614648164	0.32680668288
</S>	0.00108672209738	0.00153869489487	0.00043543878336	0.001873264178	0.268095946	0.726969924
