 	forse	non	li	ha	a	casa	</S>
f	0.961961772	0.004463619979	0.0025177112466	0.0012151905124	0.002050153914	0.0056562912968	0.0221352045813
ò	0.844832886	0.08573034588	0.0448751493	0.010392477528	0.003191044896	0.004838621516	0.00613959150177
r	0.78165891	0.119880689	0.047039862708	0.007673668812	0.0025637585394	0.005213874106	0.0359692615572
s	0.500168162	0.23301667258	0.146191044894	0.046750778876	0.0134434324726	0.0079301315772	0.0524995989437
i	0.405197058	0.0768306278	0.12439952852	0.067612897	0.05470833408	0.072181060046	0.199070430076
e	0.186276345086	0.437714708	0.320590416	0.019423957	0.005236637998	0.019889635342	0.0108684057671
t	0.039963496248	0.188499906	0.620844578	0.0716472814	0.008304041088	0.004274803704	0.066465897252
u	0.03656237234	0.04218115866	0.5830486304	0.150493192	0.0440291086	0.03421209886	0.1094734133
s	0.0276683905334	0.06506057	0.69993996	0.171161178	0.01603043752	0.0075291375	0.0126103521
è	0.0402046493386	0.03458786468	0.3214638566	0.280661496	0.0866912698	0.0806784412	0.155712329356
c	0.01979991308	0.0302122548	0.132002336	0.59717879	0.1118670046	0.07936813976	0.02957157344
h	0.011262462372	0.0466528068	0.298830648	0.424941434	0.0951212032	0.0755806108	0.04761091222
i	0.01586042626	0.05347544606	0.1483984128	0.3637997008	0.127105852	0.1559482028	0.135411993308
è	0.0025413539044	0.001520897948	0.04349649808	0.206856668	0.458084752	0.188198435	0.0993013956
s	0.00142456410612	0.001749445432	0.005958773132	0.0964446746	0.3198464288	0.55488376	0.0196922328
s	0.00284966463408	0.003716587822	0.01590466234	0.11353940332	0.309702375	0.47923057	0.0750567968
u	0.0012782887802	0.007353938306	0.00860244734	0.09369660372	0.1355264132	0.456376878	0.297165432902
</S>	0.002905743306	0.00034093010116	0.0026832337342	0.007553139201	0.05965452172	0.60110409	0.325758342
