 	credo	che	stanno	ancora	svegli	</S>
p	0.863239212	0.06800028478	0.012305117152	0.0034742649	0.0058559315106	0.0471251147775
i	0.87520615	0.0382342838	0.007412296876	0.018084918368	0.0069512135488	0.0541111139841
s	0.840392648	0.14028640248	0.00839069768	0.0090579439	0.0001931975736	0.0016790263776
t	0.498472742	0.27558941	0.0599409748	0.05172236524	0.006178872394	0.10809550145
è	0.480712316	0.2631578045	0.08169069768	0.0570855429944	0.0571807618737	0.0601730141247
o	0.45739483	0.433299123	0.0689909807	0.022099523184	0.003613639846	0.014601870152
k	0.01303680148	0.653732088	0.2440829376	0.075818037986	0.004688941086	0.00864120833
a	0.01222696204	0.42785093	0.32232776	0.0292967683	0.035154163546	0.173143416096
s	0.008611782744	0.2244784348	0.683105398	0.03761058808	0.035529564612	0.0106642403
t	0.0149430230132	0.2058658598	0.47436839	0.02425406014	0.059860969708	0.220707626934
è	0.0464119038	0.230483789	0.391243734	0.0367382055	0.137910041	0.157212355183
o	0.0215269236	0.0617865247	0.630244852	0.1224384485	0.032027792414	0.1319755791
n	0.00438033180874	0.01093301336	0.347622884	0.545452682	0.05582588988	0.0357852192
e	0.0062902960286	0.02751352446	0.28574526	0.21911263908	0.11676946212	0.34456873058
a	0.0142073210465	0.004079861072	0.119903441	0.780161468	0.05827709336	0.0233708342
n	0.0033233479854	0.0025088598982	0.028324790986	0.68433335	0.1851613226	0.09634837382
k	0.003002175695	0.009234747606	0.05220847714	0.4480582804	0.21312478036	0.27437153025
ò	0.147769012369	0.04593028877	0.0848361148	0.1157655406	0.017462578	0.5882364182
r	0.111734056283	0.01407242342	0.14880102394	0.18673450454	0.0289791752	0.5096788106
a	0.0573341480921	0.04225842582	0.14688884048	0.659682888	0.0460994402	0.0477363462
a	0.0263186040056	0.0170684537336	0.01422960409	0.427483912	0.2183832188	0.2965161146
t	0.0082312425749	0.00567171006	0.004951804147	0.1269220204	0.720620018	0.1336033082
s	0.007604741692	0.011230485406	0.0028892739	0.11882261126	0.56346642288	0.2959864268
ù	0.0863396041502	0.03678665561	0.015169575176	0.0418150798	0.3560882156	0.46380084
n	0.0005974860946	0.0017377877382	0.035051010336	0.0301890047	0.708321758	0.224103002
n	0.00440904659158	0.00752331665636	0.0115994422628	0.0636205508	0.615825035	0.2970225652
i	0.133143835229	0.0802170854	0.04188911498	0.0172204024	0.197815	0.5297145684
t	0.00373355155497	0.0123893168303	0.0209486137116	0.038277330614	0.731906306	0.1927448546
i	0.0103726253547	0.0105835849658	0.0027551239664	0.07882376682	0.205438642	0.6920262896
</S>	0.0290777080172	0.0103422721787	0.0236475307235	0.03120128628	0.180093545	0.725637748
