 	non	deve	parlare	davanti	a	Anna	di	questo	</S>
e	0.8741942	0.047912731132	0.00311701544	0.002664810456	0.003407643142	0.00145806941	0.003180540446	0.001299277145	0.0627656084722
n	0.5098230114	0.3645721432	0.01210793313	0.0041931067108	0.0016248913708	0.00276589957276	0.00090548570618	0.0012972083712	0.10271034278
è	0.09629201072	0.565532938	0.1856982758	0.0402109988	0.03611151984	0.0265845571	0.00457248314	0.0069450051	0.038052085532
n	0.030162308	0.854629134	0.0791440358	0.020369360968	0.002223500972	0.001676519096	0.001935205498	0.0012657023592	0.0085943237826
a	0.04282157538	0.74702344	0.1565009826	0.01374977916	0.00199345552	0.003890513512	0.000878107714	0.00122980519	0.031912278106
m	0.00915562537	0.361045542	0.598888488	0.022394023	0.0066411446	0.00083773178	0.0002773699	0.0001638840838	0.000596203864
i	0.00370108334	0.074264146	0.640101896	0.1930443644	0.0313606101	0.03009799788	0.0051426934	0.0076437936	0.0146434173792
l	0.003527235126	0.035126196	0.836415666	0.0738718412	0.04316960664	0.00321689562	0.001220973484	0.000848910552	0.002602734016
ì	0.011860488916	0.0298261666	0.322274492	0.404526552	0.0906991172	0.0640752552	0.03590908708	0.01988958	0.0209393651422
s	0.003032570248	0.02842275746	0.418067842	0.350002486	0.1532815206	0.0360790404	0.004561944088	0.00203627166	0.00451562548
i	0.012131636414	0.02344807017	0.412992696	0.294109021	0.1431133974	0.0659987232	0.01254108968	0.02235881228	0.01330652946
m	0.0006130926972	0.001138414524	0.129144443	0.251447306	0.57125508	0.034501293	0.00680239652	0.00207409588	0.00302397174
b	0.0019319432702	0.00747482685	0.194526108	0.361314844	0.22071886	0.159089696	0.0110230594	0.01268853974	0.0312319916734
r	0.0026416598	0.00869167142	0.2069619038	0.324984976	0.240892452	0.0490735214	0.015928180368	0.02956274552	0.121262959937
ò	0.0090447651	0.04817503946	0.1671674496	0.0944408388	0.223422698	0.159893726	0.0293392714	0.04512691256	0.223389136348
s	0.0020692520752	0.008415370128	0.067186785	0.1082277016	0.333494286	0.354380456	0.0634141086	0.02254590448	0.04026618246
t	0.00702207468393	0.00547999871	0.0678734364	0.06436818694	0.2437663472	0.482548344	0.0217216816	0.04534984868	0.06187000352
i	0.002256627038	0.00425270474	0.060611317	0.0947717328	0.207629888	0.243785548	0.040389302	0.16501775406	0.18128514602
n	0.00120288457997	0.00108267011004	0.012580091036	0.01586180992	0.1566429066	0.43524354	0.2935490472	0.02383506312	0.06000216192
A	0.00128382160145	0.00216632915246	0.003597943534	0.01473049924	0.0569507436	0.647359428	0.1314406388	0.0424112398	0.100059305525
n	0.000884077423736	0.001819255758	0.00635039762	0.01704965636	0.045527349	0.548204068	0.264611534	0.076260422	0.03929320028
n	0.00250054019738	0.00210058034026	0.009853429996	0.0153027958214	0.0430392742	0.599948388	0.096599007	0.1379259638	0.09273013936
a	0.028361295372	0.024216356616	0.0185353092	0.01487631612	0.0545726418	0.42482116	0.143722806	0.1386774374	0.1522164765
à	0.000788658085674	0.00090242493308	0.005941019278	0.00139436019	0.005692251836	0.1124090404	0.656433216	0.1284413156	0.0879977224
t	0.000872486874974	0.00142719312857	0.000741264244	0.0019958260584	0.002968109098	0.2020262157	0.426918732	0.332426866	0.03062336766
s	0.000315818724165	0.000507019673687	0.001103763998	0.00224055071028	0.003819248592	0.2015153342	0.2972164694	0.436873002	0.05640888332
e	0.000301465608372	0.00071600533926	0.003802565708	0.0032975663418	0.006030092452	0.0962100927	0.1977509914	0.447460338	0.244430893762
t	0.00033073391661	0.00053697459646	0.0051984258892	0.00055292551112	0.0012047280796	0.023504853048	0.370387883	0.363892718	0.234390629
ù	0.000432225427812	0.00136995604917	0.00098772901474	0.0022150807135	0.001307047076	0.02752049314	0.3087826945	0.385829438	0.271555227364
o	0.000138051109878	0.000370447052835	0.00042564162832	0.00486886834487	0.00049801498	0.018993933872	0.11630798	0.787770488	0.0706265972
</S>	0.000794153557454	0.00106986211986	0.0043754223576	0.000828163273	0.0010929677942	0.0072237067492	0.13819906088	0.500010844	0.346405816
