 	il	morto	vuole	pianto	</S>
o	0.915166512	0.02167289924	0.00403425044	0.013666933789	0.0454592546062
p	0.640886882	0.3005862004	0.04804208816	0.000301859431556	0.0101828778144
e	0.24679754148	0.5023789644	0.1136393844	0.02616450248	0.111019518932
s	0.1992251784	0.777211874	0.01944062928	0.001499127057	0.00262325242
a	0.0810127884	0.80382225	0.0554376063	0.01105323384	0.048674049036
m	0.079811096	0.806406506	0.058042583	0.00583603858	0.0499037802
m	0.02737582076	0.781301426	0.052227164	0.00626003344	0.132835620911
è	0.1111805494	0.65293678	0.04728136208	0.01809967298	0.170501586197
n	0.1791962522	0.569469462	0.1529078014	0.065575362894	0.03285101948
o	0.14350358142	0.40464852	0.3659275088	0.02809715848	0.05782336058
t	0.011508628846	0.2333423292	0.604616134	0.052410734	0.098122265
è	0.0262718968269	0.0469006226	0.6998946654	0.0579471812	0.16898576616
l	0.00075370163	0.03215864072	0.82284493	0.0829560968	0.0612863986
i	0.010532596014	0.02614690064	0.6678007372	0.17301867968	0.1225010552
g	0.0044725007974	0.0257234645766	0.1975384494	0.67982719	0.0924383128
l	0.0598400208909	0.014472944948	0.3069201068	0.363982654	0.2547842466
a	0.012509395832	0.0115410718	0.0237936418	0.708132794	0.244022971372
m	0.0014352418144	0.0056865203446	0.04693785466	0.624701782	0.3212385844
m	0.00450516256194	0.0092617434002	0.03622483728	0.697018796	0.252989490732
è	0.0206669594497	0.025261219819	0.0267557106	0.53963441	0.387681639035
n	0.0419556731449	0.00737911586606	0.0150848348	0.697809244	0.237771154
o	0.0395934564372	0.038755106175	0.0622019105	0.520512746	0.3389367252
</S>	0.00283676206307	0.006579585209	0.00758594116	0.459801498	0.523196242
