 	quando	è	arrivato	Giovanni	Anna	stava	ancora	cucinando	</S>
m	0.615279786	0.23719162322	0.028630974232	0.009569862726	0.005444808992	0.004611649772	0.0036380422278	0.0153699494225	0.0802633636426
ò	0.869023544	0.1064552006	0.00694540172	0.00433581222	0.002882673249	0.00135512467334	0.00278208180253	0.00185956239581	0.0043605906846
t	0.7867171928	0.16057487248	0.03995302648	0.011548254564	0.000545758636	0.000192552866	0.00010702071	2.9989549322e-05	0.000331342391652
t	0.69822839	0.0768021752	0.1025646524	0.01791853614	0.010909175614	0.0088274184	0.0102160264095	0.00688427262604	0.0676492098216
e	0.52946308	0.1663505456	0.0608759656	0.047585801302	0.09668438668	0.02793917822	0.0611508092924	0.00242142644	0.00752886883
è	0.025428549746	0.696752216	0.2256967632	0.043599463	0.00185845272	0.00069648998	0.0049237573732	0.000621019429929	0.000423313778669
s	0.01864844924	0.3437914754	0.52923722	0.0828078264	0.003584928162	0.0019506489754	0.0093679500116	0.00537852641062	0.0052331027851
t	0.01894379558	0.1860671954	0.5609561468	0.10453233014	0.016819450954	0.01423883345	0.0167018643143	0.0127211274303	0.0690191712369
a	0.1793228348	0.2198449452	0.360882994	0.0603271572	0.06242460512	0.04149893596	0.0206216457	0.00745142385	0.047625408263
s	0.0011149497588	0.24001045872	0.62455341	0.1204492248	0.0051923024	0.00274657696	0.0047992461372	0.00075271046126	0.0003811868866
e	0.0063505974056	0.1073255976	0.551307612	0.1277555428	0.04539982	0.02278281308	0.10642074034	0.0036450914892	0.0290122499108
o	0.00089125749922	0.04887738422	0.501237762	0.427094176	0.0102902699	0.00246718828	0.00672252582	0.0016387310182	0.000780771434
G	0.00130892971218	0.0178674831808	0.20893371746	0.725324888	0.027469592	0.00385044581	0.010585117448	0.0023745659384	0.002285204176
i	0.0028660666151	0.0163663584	0.3149561154	0.47259056	0.049647808	0.00884492118	0.002119318168	0.0518348143214	0.0807741454128
u	0.00087443989114	0.01646434045	0.2728068782	0.56683648	0.1007096596	0.020272581356	0.0081100059316	0.0057985218992	0.008127150776
v	0.000745083277591	0.004238654816	0.0604268408	0.613139478	0.270441256	0.02334354684	0.02104922058	0.004242568343	0.002373299806
à	0.00388432383326	0.003443986614	0.0599049594	0.583997356	0.1321170256	0.01461573048	0.013667933796	0.106058885556	0.0823097476934
n	0.00232997694267	0.02374141508	0.09453774592	0.492357522	0.3194733644	0.0496687332	0.001037973017	0.00283689615	0.014016418564
n	0.00769560676937	0.0070595941448	0.090269744	0.346184718	0.3314762394	0.0401403366	0.013526627178	0.067284028472	0.096363202604
i	0.0096934524134	0.017731651672	0.0451533378	0.388066344	0.293254782	0.0982960562	0.01375026758	0.03921432796	0.09483975276
t	0.00124856477564	0.0012386419246	0.00669354802	0.30668718546	0.520319234	0.085170094	0.02989142188	0.038026740524	0.010724481
i	0.00382112357926	0.00443622539558	0.009089334448	0.2285205718	0.513161446	0.0859172798	0.01795239914	0.04107354473	0.0960281581324
n	0.00116502108329	0.0009706388734	0.0053844050762	0.2355065141	0.5376369	0.1482125156	0.025641963874	0.021900323572	0.023581661404
A	0.00136723127278	0.00143005799888	0.003304108719	0.1306365174	0.622079846	0.1511450092	0.00815198182	0.022454414904	0.0594308240412
n	0.000229745911279	0.001801448434	0.00408294574	0.1751066717	0.422029718	0.364815052	0.009352000536	0.003224506866	0.01935789882
n	0.00145960642339	0.0022338336294	0.0060478885256	0.1239679374	0.611662938	0.170912204	0.01868070098	0.019201949576	0.045832925738
a	0.00987277927386	0.010602884467	0.0083421085	0.066891694	0.449738664	0.270857494	0.02075475592	0.0318994364	0.13104016436
ì	0.00162793055505	0.00088576049366	0.0021440180094	0.0315199022	0.2770210462	0.497743224	0.0984322588	0.06805610672	0.02256984514
s	0.000131812179062	0.00039592827082	0.00047069762908	0.012867272624	0.1915570488	0.658449538	0.09740174576	0.02551538486	0.01321067595
t	0.000953054887686	0.00138084751127	0.00204943396252	0.0222937134	0.160652702	0.5315966996	0.03154449032	0.145986885028	0.103542287903
