 	io	voglio	che	Maria	venga	qui	</S>
e	0.76440598	0.09426049968	0.00338109417	0.0066905278088	0.010667815132	0.0039564951062	0.116637599406
v	0.811328624	0.17257395866	0.00144662172	0.00724051404	0.00095787727	0.000299265282466	0.00615309247118
ò	0.4564487282	0.26197487	0.0690524138	0.05944528196	0.0396085125	0.019242214976	0.0942279897629
t	0.193360684	0.767297188	0.02141215278	0.009445448528	0.00506550897	0.0008089266982	0.002610015928
è	0.0551424032	0.64121312	0.0318829951	0.11143895403	0.120607576654	0.005321846646	0.034393038664
l	0.01516789686	0.940678076	0.03209681152	0.00620967262	0.003446433688	0.000559385335	0.001841752818
o	0.02048371486	0.748336864	0.14724301432	0.030039972072	0.024900745534	0.0051891945	0.0238066121672
n	0.0015693765108	0.224339354	0.67701238	0.0716986506	0.01512871916	0.0041302334828	0.00612137958
a	0.0065956918154	0.1304892884	0.585867706	0.10514054316	0.058646833486	0.01523593918	0.0980239812642
r	0.00852877879112	0.0611762386	0.611247326	0.2451352884	0.0417881248	0.006453133192	0.025671093374
t	0.01856272325	0.03307996134	0.551979022	0.1449299611	0.06091730318	0.0417121994	0.148818802963
i	0.01285870494	0.2731643368	0.390460272	0.02983380966	0.0509490672	0.0295713687	0.213162331397
e	0.0021639664595	0.022598786654	0.430022256	0.1636801644	0.2710914036	0.01101081542	0.09943263388
M	0.00120634276716	0.003906947052	0.0994335598	0.563601316	0.24960038	0.0346555666	0.047595774674
a	0.0150504188154	0.01295082204	0.3794688864	0.178861657	0.1422229558	0.1285036288	0.142941545806
r	0.0785488920346	0.0392317098608	0.2095487604	0.24076840594	0.151456938	0.03428083992	0.246164593804
ì	0.0333894312831	0.02404469876	0.2243739662	0.102475117	0.1484343612	0.269079485	0.19820293608
a	0.041481989468	0.0247710624	0.03269545366	0.2111645194	0.35410594	0.161915378	0.1738655426
e	0.00177488635966	0.010960066587	0.082127483146	0.09352514512	0.385273246	0.3078025526	0.1185367582
t	0.00179109310886	0.0056123151102	0.019414250134	0.0453812939	0.127569156	0.7221159	0.0781160099
t	0.00116978897814	0.0011503020314	0.0038073558724	0.0099514533	0.0844038117	0.707050066	0.1924672088
ù	0.00575853621088	0.0175263620756	0.0193013693238	0.007086142112	0.010777517384	0.62805292	0.31149720292
</S>	0.0175746160878	0.00284120431244	0.002002542694	0.03225258234	0.09058706358	0.502300608	0.3524415126
