 	qui	ancora	stanno	con	la	luce	accesa	e	stanno	svegli	</S>
e	0.652380996	0.0984307646	0.014649587246	0.014078185454	0.014058332298	0.019369549709	0.010659490342	0.012917487773	0.0055949266646	0.048934539888	0.108926186462
t	0.955448148	0.04048964354	0.00230033546	0.000350560324866	0.00042606374706	0.0001698985547	0.000155516293546	5.40206556168e-05	7.69948251384e-05	3.6567653196e-05	0.000492336677951
t	0.699149377	0.05491992666	0.06579539204	0.004375676824	0.005832904856	0.003371037082	0.004781435826	0.002409527094	0.0021408207046	0.00061928120454	0.156604553792
ù	0.949537012	0.00757320328	0.017171117636	0.005010314166	0.004760789023	0.0079078527424	0.0038410176929	0.0016034517386	0.0008425024717	0.00050549700894	0.00124720942644
a	0.3168809132	0.4135296748	0.06935147256	0.037870501954	0.01597231454	0.01532226846	0.0060469463868	0.0032501190192	0.0053327670552	0.0026805937707	0.113762418341
n	0.01552921148	0.654778404	0.2842582926	0.009158839152	0.01259822714	0.00197955126	0.010982543156	0.00049406001986	0.0011259842359	0.001056173143	0.0080387422464
k	0.028726423888	0.4434070426	0.2626012264	0.03055117736	0.01808726956	0.009900171844	0.011827459284	0.0052278197006	0.0101986509576	0.00882850780128	0.170644279173
ò	0.4132055694	0.198990056	0.1108961828	0.06848974288	0.063115381468	0.024658072548	0.037622988706	0.025715303786	0.009389627992	0.0109265001794	0.0369907341478
r	0.018958479162	0.1713225602	0.3207133672	0.195119318	0.0691968592	0.0549068213	0.00989129566	0.00759568848	0.00703944164	0.0071318157564	0.13812418392
a	0.05810507569	0.246438458	0.442624352	0.0566786524	0.0233670298	0.024808772836	0.04706895963	0.014986852548	0.031808260242	0.014519545992	0.0395939732624
s	0.00363430735606	0.0604027728	0.537819714	0.285334412	0.0706768454	0.0214151758	0.00821358478	0.002093374806	0.001126436082	0.0039082982642	0.005375033022
t	0.0086822912755	0.05514067898	0.402966844	0.258345056	0.0849251162	0.02955242466	0.02400825032	0.01336195726	0.018193601212	0.00868372939	0.096140048663
è	0.057062471685	0.1024295474	0.295896484	0.179356463	0.0920529344	0.0267086872	0.0617940882	0.0521866146	0.05254966002	0.049330205	0.03063304032
o	0.00137260116392	0.0213859532	0.4442663204	0.344441768	0.1258004396	0.0393539561	0.00727900288	0.00317782086	0.001978412147	0.0018287968802	0.00911476326
n	0.00106965743246	0.01321004473	0.2735191282	0.323163659	0.244714918	0.09772875952	0.0327216731	0.001737863466	0.004024993436	0.003596274196	0.00451325866
m	0.0101763995994	0.005489167538	0.0769299812	0.345380496	0.293195236	0.0500149632	0.01472341236	0.009744355568	0.006849743246	0.014212040824	0.173284216836
o	0.10092334959	0.1047690648	0.1259924506	0.223960828	0.1919224802	0.0431529942	0.03069601932	0.03340664416	0.00567984808	0.0264242276	0.113072172548
l	0.00231088226165	0.0017656172256	0.055899508246	0.2888076192	0.48856921	0.1140922664	0.0228406554	0.007222246528	0.002759320124	0.009970495022	0.005762187148
ì	0.0413936707937	0.03928780286	0.0345982986	0.1899257468	0.303602638	0.1028970052	0.0718027752	0.0315148722	0.0385506818	0.0141612865	0.13226522642
m	0.000441879754407	0.002380889554	0.041351637492	0.2691474532	0.441188122	0.1703317914	0.0402778834	0.01364213572	0.00563922474	0.0033499480838	0.0122488992
o	0.0160871237752	0.0100461209812	0.0318327131832	0.1618090654	0.440107577	0.1605683165	0.0314437202	0.01516774588	0.009060863908	0.013197554368	0.110679076798
