 	ancora	sto	cucinando	e	non	sono	pronto	</S>
a	0.931016946	0.0294824646	0.0077956358	0.00315992158	0.001194673712	0.002966858844	0.001357156356	0.0230263442028
n	0.7046054988	0.1003718996	0.02100277932	0.0018253786018	0.004761449185	0.00125944633218	0.00121778725821	0.164955779659
k	0.207944256	0.53554626	0.099359275348	0.00945411506	0.005843794798	0.00561900682	0.00867740976	0.12755585394
ò	0.1855498114	0.65250633	0.07893859787	0.0259666158	0.016548189416	0.003756961005	0.0070418187208	0.0296917746634
r	0.0524721816	0.71206614	0.10444895934	0.0273134684	0.0066334234	0.00983465584	0.00886215028	0.07836901758
a	0.2540919192	0.4775849912	0.191783262	0.015402338	0.010444939254	0.03486236134	0.004067172862	0.01176289114
s	0.024269653216	0.581428308	0.340861345	0.03537998152	0.00866361538	0.001986809122	0.00271852237418	0.0046917301042
t	0.024162167836	0.478957138	0.2646922948	0.0807438436	0.013885249648	0.02548541832	0.00857048068	0.103503231595
e	0.0377529584	0.471995496	0.1339372936	0.111638359	0.032969597646	0.07427893044	0.02300437986	0.114422960114
m	0.0088952250808	0.2551647798	0.585714774	0.1189090254	0.0176141527	0.004440329624	0.00340626768656	0.0058553750346
a	0.030057983435	0.1649438362	0.48790007	0.21211282	0.01237307698	0.0094384157	0.042095271446	0.04107851294
r	0.0046378147792	0.12428852282	0.4857639	0.312448006	0.0464361684	0.01308674624	0.005002364077	0.00833632549
è	0.0377324237552	0.0818473855	0.256662229	0.370984732	0.04009388812	0.0792805394	0.05212807402	0.08127085366
o	0.004970396575	0.0473811761	0.316678468	0.36313549	0.1006452906	0.1120692086	0.0336390893	0.02148085392
c	0.0157361876047	0.0069467435698	0.155130442	0.40536525	0.28573253	0.0982247648	0.017195317886	0.0156686474
e	0.046556135714	0.01282199164	0.1194871572	0.420736792	0.0342257324	0.130421794	0.0969538538	0.138796654802
e	0.00101089802614	0.0075011677106	0.0302158839	0.2953424992	0.445912412	0.1539177278	0.0368900062	0.02920935464
n	0.0154279126425	0.0034812331466	0.01482398506	0.0657642338	0.4098161652	0.370810372	0.082237692644	0.03763844094
ì	0.0063821426824	0.009534753156	0.00839579004	0.083015407	0.0714327434	0.460087138	0.2535655258	0.10758639348
n	0.00170466928656	0.00298472254194	0.01923617812	0.0396871824	0.092114608	0.591601184	0.1926975	0.0599738876
e	0.0190673733566	0.020696926225	0.024649867132	0.06122786512	0.09277701366	0.45404286	0.281381666	0.0461563374
p	0.00337335546686	0.002982224966	0.010071784232	0.02973510864	0.16604282272	0.1243173096	0.5028951168	0.1605824172
r	0.131028086839	0.0112504055294	0.006006283034	0.00766944902	0.01620673638	0.221267184	0.404214332	0.20235750124
ò	0.00182163923119	0.0041419518492	0.001350251348	0.0144908563	0.005325446992	0.02258605624	0.624041678	0.326242132717
n	0.00031934477323	0.00190355164485	0.0118266394888	0.00483972257	0.008771821782	0.03108767024	0.775990396	0.1652608652
t	0.00963840106717	0.0105252352224	0.0079499160794	0.0093544212256	0.01045089125	0.1011744684	0.735336018	0.1155706724
o	0.00565229895183	0.00712905159623	0.001355371372	0.006939811488	0.00305962598	0.01926103724	0.641588912	0.31501404756
</S>	0.00162677544761	0.0018818588308	0.00171420666106	0.00416896624572	0.0199397892752	0.005952513515	0.406743981	0.55797192
