 	ora	ho	finito	di	scrivere	</S>
à	0.947623252	0.0016668312	0.011565980008	0.0035094663	0.012224820098	0.0234096777202
r	0.89625012	0.0142895611	0.01063871892	0.00554773319	0.0111556399472	0.0621182864155
t	0.333268661	0.16260099288	0.38620286408	0.033638062272	0.0071569015612	0.077132477542
e	0.1411948812	0.2444230656	0.3955115322	0.06108886748	0.065986645378	0.091795107688
s	0.0586700242	0.734346502	0.1720240516	0.0244391159	0.005626526186	0.004893769684
p	0.0249459443	0.284086541	0.430150754	0.0953416924	0.01238464414	0.153090366139
ì	0.03715361618	0.20584503592	0.4306532124	0.16530128892	0.04496115932	0.116085632397
c	0.005824551852	0.335875689	0.61633944	0.02198978772	0.006872502117	0.0130980796858
c	0.01894680218	0.1996803659	0.643936974	0.0360883396	0.027499755468	0.073847635464
e	0.0649104332	0.12301671994	0.704644842	0.01076103376	0.031155598952	0.0655113648274
t	0.010839028523	0.1794915308	0.428878782	0.330055971	0.0186351158	0.03209949846
s	0.004604722886	0.0309170412	0.3260773472	0.2077626394	0.247927534	0.182710716224
a	0.013736669254	0.1982531162	0.2144294748	0.250840278	0.0876103252	0.235130136134
t	0.00092117696872	0.05634345494	0.0150564152	0.780345388	0.090995232192	0.05633853116
s	0.00740743738546	0.01120471314	0.15457110572	0.316889482	0.236939016	0.272988346315
e	0.0035843300252	0.0422826064	0.07924986848	0.202912752	0.25590874	0.41606156202
g	0.00053415779664	0.00462018932	0.00387936762	0.514757596	0.34758492508	0.1286236138
r	0.009098656768	0.012018797618	0.04086993148	0.268676628	0.388192936	0.281143034894
à	0.00342186266	0.01261587412	0.02954749772	0.1182800016	0.472268836	0.363865872538
t	0.00180496291404	0.007406713568	0.01185356599	0.301236885	0.600078948	0.0776189496
s	0.00313591221878	0.00459505758	0.007114521988	0.05932813288	0.719732742	0.20609366466
i	0.013605818766	0.01482352558	0.014502320886	0.0655434038	0.3757729532	0.51575196308
</S>	0.00076610588892	0.002980249995	0.0062046855288	0.076081144534	0.28496841096	0.628999318
