 	devo	comprare	il	pane	ogni	ogni	giorno	</S>
è	0.77395335158	0.006410376528	0.0661430646159	0.134879955766	0.006702574833	0.0022351638684	0.0014767584264	0.00819874334034
n	0.666668117	0.08870888905	0.17695771978	0.018027935336	0.02406504007	0.009849013424	0.006746426646	0.0089767938516
a	0.5318949672	0.215368316432	0.0124289732	0.01084259338	0.075372246116	0.046629100154	0.050130037286	0.057333750308
v	0.385866110408	0.318558353132	0.11708419172	0.0448619114688	0.0826232679646	0.038147610732	0.0100694493055	0.002789161912
o	0.014905912072	0.2306821832	0.379574446	0.1611646128	0.085869962794	0.04810915623	0.04500833556	0.03468526589
r	0.0913951005556	0.260112999	0.463802432	0.0842488982	0.06552714196	0.01121221846	0.00449442794	0.01920663516
à	0.195683164926	0.04931617528	0.3305820294	0.2327056928	0.09874836414	0.03328604262	0.01420601106	0.0454724186092
s	0.022696798404	0.01071785012	0.425187372	0.2323483444	0.24256787288	0.035309411912	0.00993507116	0.0212373359
o	0.043894231434	0.12343967792	0.445652136	0.1939161856	0.0531386278	0.06088382842	0.0341733414	0.04490206206
o	0.00926692196276	0.12801835252	0.378826984	0.344154552	0.078831962	0.0368654072	0.006861366882	0.0171745142
t	0.002887810332	0.123837946326	0.103241491	0.238888064	0.391391936	0.0440803634	0.018436028886	0.07723623475
s	0.003407502026	0.04513054769	0.0638619672	0.427886884	0.254398547	0.04028059748	0.0289260128	0.136108055168
o	0.00526371108	0.08269538398	0.16269447288	0.518214886	0.07799438492	0.07230137512	0.0232651878	0.057570527412
m	0.048709536328	0.014783777384	0.05470502064	0.136393475	0.2602756472	0.1270200314	0.092969768	0.265142734
ì	0.0069500615794	0.009430629888	0.037435442	0.3065290156	0.4577333	0.1255310136	0.0393408257	0.017049626876
k	0.0172719914532	0.007474078924	0.00793460088	0.01483667836	0.428902186	0.2651736468	0.1090251	0.149381632
u	0.0905043647347	0.0463838359637	0.015155002628	0.0493017407	0.379486006	0.27497668	0.1162243476	0.0279679726
à	0.00549440058398	0.00516787344	0.007392967544	0.016874631652	0.24004585812	0.314114852	0.2417128046	0.16919652
i	0.0154832344259	0.00119953061372	0.0005328438808	0.0046576043782	0.0641250566	0.411996062	0.362936658	0.139068843
k	0.0008408741545	0.00055893757102	0.000427413256	0.00159565922	0.0337689762	0.3841060368	0.486511428	0.0921906532
u	0.00066734075966	0.000568286474534	0.0007928885002	0.0051551647958	0.0427614468	0.3510165272	0.444864112	0.154174158948
à	0.00178569173574	0.000700293344374	0.00059068774354	0.00111582227982	0.00614237052	0.20903821	0.566267014	0.214360014
i	0.030788387404	0.00264141621579	0.00087073535906	0.0114324631422	0.01322583982	0.10638153194	0.641162298	0.19349728074
m	0.00045206530356	0.000658288886088	0.00034262719014	0.00156163980678	0.00281609825	0.0726517434	0.645759466	0.275757993
è	0.00121271394863	0.000997475894086	0.0010289497565	0.00557686545563	0.00949688294	0.0662073922	0.708349928	0.20712976254
r	0.009183153757	0.00410199889648	0.00129277392	0.00796855449966	0.01446919036	0.1060217555	0.608977592	0.2479849952
i	0.00165994780928	0.000886875685794	0.00358350340804	0.00857772787282	0.020564324308	0.04567965856	0.700321932	0.2187261182
</S>	0.00302157828558	0.00114231609325	0.00214373321426	0.00554486698938	0.00350761704	0.008524506884	0.1606359206	0.815479396
