 	voglio	un	forno	che	vende	rustici	</S>
t	0.795808002	0.1067115796	0.004264934254	0.0130806801498	0.029162047394	0.0092753989194	0.0416973213735
è	0.7100239812	0.0933562702	0.02725821344	0.02180057738	0.131302586958	0.005756524778	0.0105017282008
l	0.91387876	0.0676339808	0.006115537094	0.0006882726972	0.001927326313	0.00079892271634	0.0089571749472
o	0.554929988	0.283007746	0.031007846	0.006447871936	0.05022554598	0.01443105489	0.059950063066
è	0.13061693524	0.822621378	0.0379683542	0.00295305704	0.00139562354	0.00279586685596	0.00164889678988
n	0.0208671634	0.796741926	0.151746688	0.004871349646	0.01325810715	0.00228783299312	0.0102269841487
a	0.01516305596	0.753030532	0.172902096	0.01186316987	0.004747978416	0.004429065554	0.0378641366474
f	0.004527936542	0.29851242	0.57705514	0.10220410776	0.012259056064	0.001809465736	0.00363176538
ù	0.0084443648348	0.0688309028	0.593779278	0.1159720386	0.03623284568	0.01967069366	0.157069952436
r	0.006248870014	0.163429793	0.652839642	0.0661822182	0.07553966036	0.011237078386	0.02452270476
n	0.007111669596	0.0641683374	0.669454432	0.0721820995	0.06918711748	0.0130341384	0.104862269431
o	0.0479815654	0.0782737212	0.456552686	0.055949784	0.14548140748	0.02396293732	0.19179786146
k	0.0032670699352	0.0073710397	0.1882277888	0.582550108	0.156238702	0.025490792	0.0368544847
a	0.00620676238979	0.017669481634	0.284892706	0.435283134	0.0948422189	0.0478680944	0.113237558957
p	0.0053635344752	0.0025219862576	0.05393244046	0.392646866	0.48921873	0.0301255339	0.02619105612
u	0.0107314304708	0.014853928448	0.15134678914	0.338589278	0.242701655	0.1009427262	0.140834082078
l	0.00832800755146	0.0025222101672	0.015466191544	0.1150294922	0.720724508	0.078203864	0.05972577712
ì	0.0066971050005	0.0081223254714	0.0640471594	0.1150901632	0.461618744	0.2713620674	0.07306247942
r	0.0004650891579	0.0020516943746	0.00907582714	0.02671649024	0.556020078	0.3014555298	0.1042151444
ù	0.0153243557529	0.015220364462	0.03836998718	0.08779620994	0.386243431	0.3766101992	0.0804353298
s	0.000293588334162	0.00050398246224	0.00187309144	0.004864987284	0.2364566184	0.506186982	0.2498207504
t	0.0224889949618	0.00704090593078	0.009971566756	0.021942957464	0.1331153846	0.67726384	0.1281763726
i	0.0125737701516	0.00862706631	0.010352142614	0.01554821794	0.1937437842	0.438577022	0.32057813443
k	0.0191223576494	0.00222124031439	0.0027634430912	0.0036412538294	0.02925623554	0.62887496	0.31412043
u	0.0145002188635	0.0152037035636	0.014066073403	0.014687393306	0.04552053388	0.545944778	0.35007735382
</S>	0.00672427379775	0.00140777476688	0.001770954504	0.002121254058	0.00841118614	0.481136006	0.498428594
