 	l	anno	che	viene	mia	sorella	sta	per	sta	per	studiare	medicina	</S>
t	0.843115024	0.0863368416	0.03243343554	0.001041467054	0.0045986006032	0.011405259416	0.003043712248	0.00122094451	0.0013927313394	0.000940855546	0.0009598782756	0.0023698929836	0.011141192188
o	0.75847273	0.222882374	0.00482429954	0.00093974385	0.003521178648	0.002834359916	0.000601363028	0.0002064722444	0.0002409787402	0.0002027763646	0.0001070974416	0.00010990526432	0.00505673712166
c	0.2327106426	0.739425168	0.01768541014	0.00321048796	0.00227051698	0.001055579204	0.00040935088612	0.00058150328928	0.000154149199668	0.000323526323814	8.42826176046e-05	4.23740440264e-05	0.00204702105783
h	0.144251266	0.610820482	0.1276448716	0.052974194964	0.0247801461	0.00769736682	0.004498723746	0.001940287961	0.0022493770872	0.0017137429861	0.0004986042802	0.0008382439318	0.0200926406012
r	0.241827356	0.621906886	0.01361464834	0.00812165355	0.005678200934	0.085259114312	0.00451394807494	0.0046465225876	0.00411112275903	0.00272878281326	0.00197066082658	0.001338694256	0.00428239020231
ò	0.204259778	0.5234675456	0.0822379752	0.032204368	0.02241455804	0.07592222796	0.00626702004	0.006059754253	0.003873616292	0.0026947417	0.001434123266	0.001454400768	0.037709883332
n	0.0171756133	0.746259996	0.1521893166	0.0588223868	0.00753268274	0.011257265588	0.00191172192	0.0004205114806	0.000719050834	0.000349062888	0.000326974736	0.0004751609558	0.002560146336
o	0.1217170628	0.46107165	0.2358124698	0.04293301288	0.02145730774	0.0282532760096	0.02513159099	0.002234097092	0.012855177809	0.001723846844	0.003301495426	0.0041263407	0.0393827848
k	0.008650135626	0.1616329286	0.582749636	0.164589236	0.051965409	0.025983146904	0.0020881349166	0.0008291820186	0.00030363354812	0.00034358841192	0.00018715867892	0.000147400579402	0.00053041443796
a	0.0545924606572	0.0756118994	0.526943376	0.144826146666	0.06059795738	0.035449554086	0.01456268938	0.01624332874	0.00657876844	0.0139335943034	0.002414771146	0.002778708702	0.0454668615412
m	0.0019721683426	0.02745069064	0.54564999	0.264687116	0.1122224551	0.033787691374	0.003802270991	0.0033182364128	0.00107708700708	0.00237420984202	0.00121546568974	0.00065397775668	0.001788639236
b	0.0437761380692	0.03009642258	0.4480251526	0.22858142204	0.1067277259	0.03954100004	0.01244932418	0.01227010419	0.005405432728	0.009383017888	0.002049150886	0.003526289194	0.0581688032118
è	0.0234062468	0.114780093	0.2860288048	0.2410993156	0.0985176222	0.110310600912	0.025142761096	0.01275209898	0.0101882318262	0.01023587955	0.0134863129846	0.00949798494	0.0445539980478
n	0.0052918173344	0.0244369786	0.14741677134	0.420632992	0.1947810256	0.1527658212	0.031483912	0.00318035577	0.00838528234	0.001204308026	0.001604215594	0.00316395376	0.00565261352
n	0.0364582274035	0.029495720946	0.2127401088	0.296313222	0.214242765	0.0767424498	0.045658850392	0.003397172992	0.0256491818	0.0022887523	0.00502231902	0.01281202926	0.039179218128
