 	le	melanzane	vogliono	girate	</S>
e	0.784718082	0.1163254856	0.005237375314	0.0061719719272	0.0875470096326
m	0.63344684	0.3020681546	0.054421538988	0.000939141292575	0.0091244015536
a	0.2739577988	0.479684552	0.10256352294	0.080743258078	0.063050856274
r	0.398685752	0.582446612	0.014248176494	0.0010699549648	0.003549362544
a	0.1278396086	0.735697574	0.05752976888	0.021302624526	0.05763041182
n	0.16022717072	0.79131872	0.02556974856	0.00337339028	0.01951091432
g	0.04927310454	0.764658284	0.10859433132	0.01167773928	0.065796546438
i	0.1528799006	0.367858226	0.0718885038	0.1420238161	0.26534971938
à	0.1171808563	0.617892818	0.0686693454	0.052712857	0.1435442324
n	0.128005811898	0.31628819	0.469426994	0.02848010464	0.05779888934
e	0.06160834814	0.35471248	0.26282881688	0.1754903362	0.14535994292
e	0.0078683466154	0.19846131332	0.519954588	0.0704571508	0.203258758
t	0.00074710675726	0.03773871308	0.903549586	0.0268578384	0.03110670908
è	0.006815345096	0.0687283208	0.5766675264	0.195383299	0.15240551662
l	0.00035670129052	0.00656127971	0.772859214	0.1772379503	0.04298498104
u	0.0099283839392	0.02913555146	0.652015126	0.1878517268	0.121069096748
n	0.001595665181	0.00911102737	0.2340635432	0.565850084	0.1893798026
v	0.00236243785327	0.0055763385504	0.1269568942	0.66377237	0.201331972026
o	0.0077614148112	0.010578013958	0.104380493	0.640012146	0.237267994422
t	0.0023512433598	0.001653703018	0.08219974712	0.587851686	0.3259434106
i	0.0063925904086	0.0134781201089	0.01481395188	0.706701746	0.258613482162
m	0.00072147451638	0.001724775503	0.03456471375	0.612509008	0.350480026
m	0.0026788145986	0.008228271459	0.0106995621	0.766061888	0.212331511308
è	0.0106442798929	0.007167444622	0.02322896542	0.612362938	0.34659639334
n	0.00761169020454	0.0067765962114	0.00704753214	0.651192568	0.3273715968
e	0.0353982170188	0.0188156355832	0.04852926106	0.505527956	0.39172903
</S>	0.00187663576862	0.003376601921	0.014242665486	0.205768436	0.774735518
