 	l	ho	sentito	quando	veniva	</S>
t	0.87080737	0.035268849056	0.000693481002	0.00409429018	0.055457472378	0.0336785118733
o	0.903755618	0.04404973806	0.002432869302	0.01682511382	0.02486712757	0.008069504788
n	0.5645964944	0.362629536	0.06102123694	0.00524368144	0.003421142028	0.00308790331
ì	0.1979015328	0.3558988642	0.09533742508	0.2030279872	0.019004444	0.128829728161
k	0.0220565552	0.706767076	0.11099759274	0.040500196586	0.060812638414	0.0588658666
u	0.3127104054	0.416847366	0.10595299314	0.1367060824	0.01091266896	0.016870523
s	0.04276689464	0.292545031	0.3132540708	0.177341502	0.1453538638	0.02873861786
a	0.048746635214	0.0861192878	0.400478175	0.357851036	0.02335751817	0.0834471685752
m	0.029359344402	0.05537313648	0.2320650166	0.4990187	0.12308388388	0.061099966
ò	0.0319014073256	0.00843250492	0.06444847868	0.702212868	0.0556030431	0.13740175985
t	0.003674178744	0.01319982916	0.0333137001	0.685781812	0.207441084	0.056589325
t	0.0270801651548	0.023794988105	0.03630816304	0.732252074	0.1148167248	0.06574808866
e	0.00904134104	0.0075436435	0.0170638629	0.598448404	0.2471897404	0.1207129634
è	0.0423869985288	0.0014386221124	0.0045572498536	0.0895664869	0.706326316	0.1557242514
r	0.000121238746174	0.00159388331282	0.0004159172287	0.01912268432	0.932298118	0.04644819018
k	0.00197364998613	0.00400579680186	0.0119132844032	0.1250298076	0.789303012	0.067774393829
a	0.0097704349988	0.00654818524	0.0122989282	0.1591895616	0.61437198	0.1978211258
t	0.0848334062517	0.00085421056702	0.00371353032129	0.030299766512	0.608614326	0.271684694
o	0.0350443761422	0.00668938872904	0.011024421006	0.018877196	0.5353241414	0.39304056438
</S>	0.0400409754683	0.00043214819986	0.0009088732326	0.005453292172	0.2517518554	0.701413016
