 	che	consuma	poco	benzina	</S>
n	0.862258086	0.02751438308	0.00387251956	0.011403035964	0.0949520147468
a	0.786345638	0.1212297016	0.02042019707	0.00971294562	0.06229151087
k	0.2957423828	0.566862444	0.0894295978	0.0037742148776	0.0441914050328
o	0.1189098706	0.623559724	0.11137722302	0.04571689024	0.10043631298
n	0.12847116164	0.753476556	0.0914865466	0.00918179188	0.01738388766
s	0.08952994706	0.58248026	0.15244787906	0.02530726824	0.150234671802
u	0.2615407774	0.431996678	0.04065685094	0.06522097056	0.200584619954
m	0.02817862502	0.523127094	0.2922691366	0.08038866146	0.07603643712
è	0.04211990242	0.465029726	0.30948646334	0.08105246228	0.102311554846
t	0.00402380568	0.269352357	0.591435155	0.0632361924	0.0719524896
s	0.05672838588	0.410812937	0.30166255	0.0934877541	0.1373083538
i	0.0916691108	0.11676657	0.188327724	0.2695849372	0.333651574
a	0.00793132501666	0.108556398726	0.63284405	0.1716105864	0.0790575224
l	0.00140337072872	0.0233027772764	0.776343116	0.1475415848	0.05140921474
ì	0.0396173808471	0.027076180851	0.236890446	0.4438263666	0.25258954024
o	0.000362980671514	0.00749019965948	0.610423528	0.321227306	0.0604959496
b	0.00056125446858	0.0056417164234	0.198757166	0.659563856	0.1354759586
e	0.0125977244031	0.00826267322312	0.042352999	0.64992555	0.286861025076
n	0.00191813789054	0.00241276576668	0.0057237651	0.734725446	0.2552199288
z	0.00541266303007	0.00437515122134	0.017531924846	0.46430907	0.508371124388
ì	0.0145861278106	0.010804106552	0.01423909716	0.5938142224	0.3665564591
n	0.0018197875736	0.0123099548953	0.03027285844	0.7338568	0.221740564
a	0.0489945079139	0.0455562430953	0.05085320194	0.5047932752	0.349802816
</S>	0.0044852454961	0.00421606204416	0.00353119438	0.156009792	0.831757732
