 	avete	cucinato	le	verdure	</S>
e	0.89629691	0.047777345888	0.005327654184	0.01610130898	0.0344966861946
m	0.753371724	0.23021635766	0.007722850866	0.0017985238796	0.0068906120694
a	0.1067311654	0.34804847186	0.0489014674	0.43945079362	0.0568680624812
r	0.5505237192	0.42050184174	0.02072913678	0.004380596031	0.003864800984
è	0.1257654584	0.4757771246	0.033568794	0.29869057082	0.066198231898
s	0.1394237842	0.674155046	0.1106388568	0.0205412154312	0.055241032592
s	0.07403009612	0.700337112	0.0482777924	0.04835380796	0.12900111456
a	0.039729147	0.347438912	0.0576854514	0.323935155	0.231211177388
t	0.015713547868	0.2910435782	0.48588991	0.04353733974	0.16381557216
o	0.0091534857692	0.0796038931	0.55904117	0.1998897572	0.152311774668
t	0.012180280752	0.0710094218	0.6992149394	0.04926616744	0.168329145268
a	0.0041039980548	0.0112546682	0.369682378	0.490225856	0.124733127482
l	0.0059055743864	0.0112404851	0.64844879	0.131659127	0.2027458936
à	0.001195743721	0.004383246416	0.1263410964	0.796614488	0.071465351004
c	0.011114430126	0.026065526868	0.242409418	0.26634389	0.4540667562
h	0.008471856988	0.04427135884	0.2130298036	0.6209617328	0.1132650591
a	0.004905029	0.01276005022	0.11817172854	0.67968142	0.184481632794
n	0.003123837387	0.001591494654	0.0714148265	0.5713389648	0.3525308224
a	0.00304552378862	0.00517996685286	0.01300200712	0.779750508	0.199021845616
</S>	0.001724326446	0.000744754568	0.015415465032	0.178338536	0.80377682
