 	li	vestono	i	genitori	</S>
t	0.808087082	0.029599481548	0.002351003914	0.00689760341	0.153064896085
u	0.751803415	0.12935028552	0.0163091418	0.025422420898	0.0771147044552
s	0.683479314	0.26814892228	0.013467315872	0.00414712167448	0.0307573238444
i	0.22341325458	0.4659935092	0.0697897204	0.146651379626	0.094152171244
n	0.2871855694	0.584256596	0.0480922234	0.01275310496	0.0677124896
d	0.030835774666	0.662156706	0.0756075276	0.15988247452	0.0715176415828
ì	0.06389658428	0.410213358	0.0305430456	0.1615953197	0.33375169956
n	0.0815014434	0.712172404	0.086508689	0.0490146978	0.0708027866
n	0.0498626891	0.711782052	0.0528586826	0.0424961878	0.1430003083
o	0.14135933668	0.3395654414	0.0649571594	0.19604633374	0.2580715464
n	0.011389834402	0.17347020202	0.517935	0.149819142	0.1473860032
e	0.021915075874	0.089534726	0.530629286	0.182749138	0.175171690618
i	0.0043784387784	0.02654601871	0.680406322	0.1909670738	0.0977020554
g	0.00052606487	0.006886525538	0.64155068	0.287644774	0.0633919911
e	0.0255700496946	0.0301770474	0.37333753	0.459197236	0.11171802004
n	0.0019220402254	0.0057029586202	0.2755627498	0.588589236	0.1282229666
i	0.034966311115	0.0634441085718	0.12479621	0.688318214	0.0884753376
t	0.00100233181622	0.0025928201568	0.1897976673	0.60868738	0.1979199428
ò	0.030130184539	0.0531402779402	0.07345167032	0.75801323	0.08526473132
r	0.00208684931607	0.00526775798658	0.09367945954	0.651349156	0.247616736
i	0.00409814903354	0.006442183286	0.026946317814	0.711046998	0.2514664414
</S>	0.0008603236698	0.00174435738	0.009224809236	0.31392226	0.674248274
