 	mia	sorella	quest	anno	che	viene	vuole	diventare	dottoressa	</S>
a	0.936880662	0.0244927978	0.00158348612	0.004806497554	0.000969895088	0.00082925138346	0.0013060389224	0.0018689289134	0.00272435735454	0.0245380540095
d	0.76856384	0.1659728392	0.0156472448	0.002381978176	0.00213440618008	0.000749786664	0.000628721088	0.000478744537569	0.0001351844633	0.0433072173175
r	0.3809833356	0.443950094	0.089957863	0.02202341674	0.0031110618656	0.0052072269002	0.0042128717564	0.00130655905792	0.002133134789	0.0471143137509
e	0.267948048	0.61996546	0.02969507826	0.0453116764	0.009646644298	0.01117801569	0.0063905126526	0.0034017213584	0.0013281557552	0.0051347366538
f	0.1152608016	0.83574006	0.039191986392	0.0046846272	0.002160841368	0.0017267127448	0.0004935876018	0.0003259874048	8.6960412768e-05	0.00032849773392
f	0.06267408688	0.603870344	0.0920951126	0.05590304656	0.01557435032	0.0301897514945	0.018557581492	0.014029553736	0.004091910054	0.103014179113
ì	0.0737519456	0.520177739	0.0760694254	0.08612746712	0.0946321809	0.0471967635244	0.01872162077	0.04925668325	0.012444318198	0.0216220443584
m	0.08468870024	0.566500832	0.253987366552	0.0556707886	0.010070044494	0.005567955666	0.00620155236	0.00247846067	0.0038763640608	0.010958009344
m	0.144689637	0.641633084	0.0617650322	0.03921551692	0.001692872778	0.01651425595	0.0181691142	0.003855235092	0.014561396644	0.057903771716
u	0.214629474	0.4384434712	0.2181102364	0.0658536396	0.004052482112	0.01475841241	0.01285455211	0.005596571044	0.00871187166	0.016989294916
f	0.007363450363	0.1699577404	0.479676784	0.253669452	0.07776819614	0.00486105666	0.002707952724	0.001581836594	0.000590032716	0.001823332076
ù	0.028701458324	0.0656321258	0.34156207	0.276750334	0.0557779768	0.046312950266	0.0384209934	0.0560886356	0.0392856136	0.051467801489
e	0.0017364507202	0.02288407048	0.620739454	0.318763088	0.0124689092	0.0120451182	0.00288939324	0.001380573266	0.0028381668914	0.004254823013
