 	il	medico	mi	ha	detto	di	non	mangiare	dolci	però	a	me	mi	piacciono	e	li	mangio	</S>
o	0.914384408	0.049191846	0.002691359492	0.001392013022	0.000923791782	0.001725639168	0.002922978845	0.0013337485288	0.004075001296	0.0039441753472	0.002399262624	0.00129131664	0.001535079028	0.00065801329424	0.0008567507998	0.0004785077488	0.000728037891	0.00946802571492
m	0.425941938	0.512920662	0.00819993718	0.0035007154194	0.005244523974	0.0031738110096	0.00101403619754	0.00149811113678	0.00090149306958	0.0134381074861	0.0011717967171	0.000453245652811	0.000739854454389	0.000159547609243	0.000198717804079	0.0002077710309	0.000203440605231	0.0210322684063
e	0.1220381691	0.4752715348	0.0479452559	0.05351285478	0.187049748754	0.0146109014	0.001760626852	0.00464187814	0.010428806448	0.008169250998	0.00320395066	0.0010552669608	0.00319082728376	0.0266008981463	0.0012128430842	0.0004893891096	0.0004661347758	0.038351674929
s	0.08738823268	0.84681138	0.04273101328	0.007563878198	0.00785148596	0.0012915344968	0.0013031614646	0.0013018460874	0.0003120863963	0.00097409771886	0.000593529479226	0.000489742247229	0.000626423910961	0.00017190554676	5.81154859524e-05	0.000158467765981	1.3800913186e-05	0.000359307399704
s	0.0249933936	0.572825309	0.16152047416	0.04193294359	0.08235927747	0.014825640132	0.0057230200058	0.0080130309872	0.005559822434	0.00476276502	0.0033443160708	0.0023261954652	0.0033007934568	0.00880309844128	0.0012974069279	0.00105978622042	0.0005439896064	0.0568087524545
è	0.0763765894	0.45364122	0.0666688288	0.07712418242	0.04579324783	0.038245871208	0.03008461588	0.054070988832	0.008122425468	0.0435678258	0.0148269529	0.016764066862	0.008624868524	0.0334699479478	0.006717716314	0.005149284502	0.007446046732	0.013305175857
r	0.06754475358	0.480529764	0.1785468848	0.1225995297	0.09794994342	0.01484279196	0.00570599942	0.0050269624	0.00760507885	0.00601552842	0.00250664854	0.00124370742	0.00173104534	0.000798242612	0.000775685338	0.000520841028	0.000545553974	0.005511014656
e	0.0509058144	0.388277402	0.2098433534	0.1509487698	0.05193531892	0.0181480676	0.009070290692	0.02581031154	0.005814613666	0.026737881	0.00828706904	0.01536844344	0.00615622172	0.0114400046214	0.006905944128	0.002422980312	0.001972631074	0.009954901342
m	0.00649813934	0.0858375128	0.346286854	0.2914112192	0.1587635414	0.04132930926	0.01469892228	0.020054570914	0.00253827944	0.01098375074	0.004461388014	0.003885189604	0.0080143758392	0.0026699004132	0.000460326954	0.000822802361	0.0001563092883	0.0011276852456
u	0.0187317308328	0.06926160586	0.2260827614	0.348514622	0.1411865853	0.03679709532	0.005515917354	0.00804426594	0.01382648146	0.01456019354	0.007500191206	0.004830767434	0.0092816870856	0.0480815658525	0.0034272979596	0.00219511639192	0.0012774378234	0.0408847623187
p	0.0008424969368	0.01120976746	0.233887279	0.426068784	0.191769735	0.0488345544	0.01938695904	0.01628447164	0.001750209148	0.01402024526	0.003552537492	0.0053914216948	0.00713538940898	0.0144473045066	0.0014136520124	0.00269097385966	0.00044621877062	0.0008678468188
e	0.0132418750412	0.02457138124	0.1407530572	0.258544448	0.239682452	0.095081519	0.012721359906	0.02533593422	0.01423659698	0.0615789504	0.01052065076	0.00969195998	0.0067181619494	0.0533605070214	0.00318955267	0.0022654891246	0.00077044259	0.027735761848
n	0.000249887331	0.002732806146	0.0443867842	0.403343594	0.2809856036	0.151911636	0.0308459872	0.03523414088	0.002940902894	0.01660683742	0.003600725286	0.004056581638	0.00598095899046	0.0126532163368	0.001184758261	0.0018556454024	0.00057108731652	0.00085910569
