 	il	morto	lo	piangono	lo	piangono	tutti	i	familiari	</S>
o	0.91592992	0.0392411804	0.00387865188	0.008733511638	0.0024147198984	0.00608644177	0.00366101083	0.0008813768572	0.004533868364	0.0146392508321
a	0.489128822	0.35275340166	0.01219211948	0.00431710622	0.0026978806024	0.00095237058	0.132848902229	0.00146072123191	0.00183958856566	0.00180900183601
p	0.09747933212	0.5463355974	0.1765039202	0.04419616932	0.023065891048	0.00279322469	0.0856928926652	0.0095105917022	0.00686021526256	0.00756224873163
e	0.034347973	0.5368310128	0.2376285168	0.0746912682	0.0210486782	0.01211328561	0.005480296294	0.0064980452932	0.007854577834	0.0635063831394
s	0.03751443106	0.87856724	0.0410306976	0.0112085713	0.00344580556	0.001963747838	0.0187501065736	0.0026384219188	0.00224382230668	0.002637161053
a	0.03007850734	0.670983388	0.213768062	0.0318738596	0.0136411226	0.00943139846	0.00455221616	0.011081241584	0.002123163936	0.012467105098
m	0.020381873232	0.599343952	0.270908464	0.030519474	0.01452423128	0.00714872158	0.043916746446	0.00645479476	0.0027710103968	0.004030602266
m	0.01948116343	0.541959062	0.3002795888	0.0289528882	0.00840285424	0.003769728646	0.003565999966	0.0047897632076	0.003908184224	0.0848907524392
è	0.072913691	0.675655066	0.13492112	0.0395449848	0.01226173668	0.025147894366	0.0064307583928	0.012378602568	0.00587649244	0.0148696153042
n	0.0563569874	0.552150746	0.214930012	0.10860362	0.00964304542	0.01998060126	0.01445502942	0.00345121097	0.0141502691876	0.006278376418
o	0.0876714131	0.3171954896	0.34242552	0.096364288	0.0217117766	0.0503472545	0.03457295324	0.01111166552	0.01424879508	0.02435075202
o	0.0025035250544	0.030502286	0.626377066	0.206248864	0.0549069638	0.01037795706	0.037345253024	0.00576723654	0.0184963224364	0.007474583318
k	0.00053162761602	0.00653686182	0.323971923	0.411433826	0.1696826616	0.0229356794	0.04701545524	0.010780682572	0.0026019254726	0.004509330556
l	0.0076532426506	0.01361258004	0.187037206	0.383227597	0.151642837	0.03691332984	0.02183592514	0.011196357326	0.01932240264	0.167558647834
è	0.0374657450888	0.025655436168	0.0917067668	0.3190916216	0.2162095392	0.07876840504	0.02679380514	0.0241875258	0.0350347662	0.14508620008
o	0.00233204993	0.024801441888	0.0672735512	0.4751423488	0.2063325758	0.064307525	0.0647404852	0.00564132602	0.033508818132	0.05591985698
n	0.000199305267314	0.00180908343727	0.10294536248	0.167748776	0.388532522	0.1858486038	0.12126121086	0.0117629365	0.013261869304	0.00663028496
e	0.00591225755712	0.003224272222	0.0273244886	0.2345879604	0.377227698	0.1400424368	0.0669817266	0.01366193546	0.0226463488	0.10839092926
o	0.00037563495994	0.00192664252424	0.006991398104	0.1316969992	0.418492248	0.322757744	0.0774951154	0.0206790434	0.00597774248	0.01360743346
k	0.000118235806672	0.000701675230326	0.002276305206	0.06308909484	0.274783196	0.4352693208	0.1631774304	0.04874741252	0.005087324508	0.006749979752
