 	il	ladro	poteva	entrare	da	qui	</S>
o	0.938140544	0.0404888766	0.00391865146	0.0030827539736	0.00112221772554	0.00084659316472	0.0124003671244
l	0.718848744	0.2641425702	0.01273240626	0.00245633216172	0.000246017162948	0.00035106232056	0.0012227734149
à	0.27455981448	0.522489276	0.0403451586	0.01831483307	0.019698042587	0.0708528207188	0.0537401225782
d	0.0557875438	0.862511766	0.071877692	0.007767058662	0.000247375826	0.0002083872594	0.001600052617
r	0.2034494968	0.673815299	0.0910181814	0.005257960284	0.000486823402	0.0022335612188	0.023738781222
o	0.213677413	0.470251523	0.2241326726	0.01918608756	0.00969814044	0.004227199274	0.058826966968
ì	0.0440107305	0.0983491942	0.72721991	0.0754406948	0.01282495552	0.002869483978	0.039285100154
s	0.004170970894	0.152376214	0.70033714	0.0892612122	0.0388068496	0.010015802572	0.00503171876
o	0.01850947654	0.0871884798	0.654653396	0.0554894581	0.028370251086	0.038686860622	0.117101947965
z	0.005025974177	0.003647089892	0.673178782	0.252591226	0.0436832656	0.013093453	0.00878023746
e	0.0148394031752	0.02787882846	0.3222341208	0.3026112708	0.0844357812	0.102662532	0.145338082478
è	0.0177083282122	0.001556500118	0.2179101348	0.382663226	0.2895982204	0.0489544054	0.0416091248
m	0.00141299636503	0.00337532864	0.03151723292	0.719143502	0.147652524	0.08616399382	0.01073440636
b	0.00874752595732	0.01554347232	0.0629812304	0.603671972	0.1329159302	0.0376843082	0.138455563688
i	0.06751759141	0.05390911606	0.1157924144	0.263861198	0.1617342864	0.0513737701	0.285811698602
a	0.0183575139628	0.0017866480654	0.036549082544	0.0466535536	0.573233148	0.1349377246	0.188482312
p	0.0017934904971	0.001607348014	0.0137338579804	0.016889212554	0.286894904	0.598998008	0.0800830494
ò	0.00580123136114	0.0078180119886	0.0123668068826	0.01401696896	0.1598478756	0.59724112	0.202907920416
t	0.000284226425965	0.0006116021464	0.0007099111463	0.007856174172	0.0212447684	0.873540436	0.0957529164
t	0.00218636450459	0.00690728185694	0.0058119180662	0.00817591726	0.0248103239	0.86061908	0.091489145
u	0.0154499919047	0.0039687082014	0.023938663174	0.01160289291	0.03843896132	0.571888774	0.3347120966
</S>	0.0104922994978	0.00042738548592	0.0108955581158	0.0005134080054	0.00603638404	0.3189975056	0.652637488
