 	l	ho	sentito	che	viene	</S>
o	0.91015118	0.040460913932	0.001013655742	0.0005534837012	0.00931390336039	0.0385067458478
n	0.758018728	0.200062939	0.031012959312	0.0063707925219	0.0022768643044	0.002257716002
ì	0.2339289424	0.2500727556	0.16714610454	0.0630981702	0.100964277374	0.184789918339
k	0.0570450024	0.737642806	0.11003327482	0.01170475342	0.0254659069	0.0581081895
u	0.430298848	0.415026934	0.12440550308	0.01048755012	0.00729587642	0.01248526182
s	0.04649354755	0.3401918854	0.292309982	0.21681957	0.084691623	0.0194933784
a	0.0314012482684	0.09474857366	0.2334512474	0.509066605	0.025403792738	0.105928562236
n	0.037022222167	0.020473880842	0.0595892356	0.575795168	0.226127624	0.0809919112
a	0.00700330734324	0.01423471401	0.0773438372	0.660068903	0.09222467092	0.149124465907
r	0.035656707668	0.006671400424	0.01153776356	0.271409262	0.508312828	0.1664120604
t	0.0133561311057	0.014485657486	0.02713357888	0.3919136708	0.34226465718	0.210846454592
i	0.02869602576	0.01110333642	0.01542830594	0.237552251	0.445855675	0.26136441826
</S>	0.0156135906228	0.0012258252124	0.005285424115	0.06776974952	0.547796832	0.36230846
