 	il	lenzuolo	vuole	lavato	</S>
o	0.91690065	0.0389922892	0.004608094986	0.0075739673408	0.0319249309931
p	0.553384148	0.436125766	0.00713010134	0.000157021662172	0.0032029600056
l	0.2841993434	0.3864559502	0.10945594792	0.12826167522	0.091627156002
a	0.3306090974	0.55406875	0.02925293394	0.027098534374	0.058970694686
ù	0.2259001448	0.732216028	0.021657947	0.009505399998	0.01072057558
n	0.043434219534	0.80347823	0.143084817	0.00541252707	0.004590056472
a	0.08685789428	0.497336824	0.2948866848	0.02577891	0.09513961136
t	0.01433159286	0.284106446	0.579616085	0.0555693144	0.0663766988
è	0.0206159726164	0.0756314308	0.6506066936	0.0608743876	0.192271517149
l	0.002175089504	0.0819570547	0.7737338	0.0870255704	0.0551085104
i	0.036493345908	0.0329556842	0.658931944	0.14309855	0.12852043676
p	0.001761488455	0.004155900468	0.208302682	0.662095742	0.1236841288
l	0.00358198512493	0.007930247658	0.125234278	0.59810337	0.265150380364
i	0.0059459015916	0.067037187828	0.0367162463	0.600410566	0.2898901307
m	0.0007329219714	0.000741989443	0.02046232074	0.650147338	0.327915424
è	0.0144556575931	0.015605566491	0.02718102214	0.77627887	0.166478958645
n	0.00156406756956	0.0027566903724	0.02715352444	0.689729138	0.278796644
o	0.0570074940591	0.0709865127312	0.08407454844	0.6165660828	0.171365258
</S>	0.00078829350574	0.0009270686496	0.002017085616	0.3011565372	0.695110834
