 	voglio	che	Maria	viene	domani	</S>
t	0.769464768	0.1078756888	0.005364622536	0.0102741285952	0.0520899200816	0.0549308119564
è	0.6639778002	0.0145139467	0.12179052516	0.023816930718	0.162643562512	0.0132572925713
l	0.92476168	0.01792565154	0.01853095848	0.005474649142	0.0031004790528	0.030206519912
o	0.699986506	0.0633957309	0.0364883203	0.00436484898	0.0295318357	0.166232746832
e	0.1713693936	0.74490773	0.04506006752	0.02630695489	0.009448721994	0.0029070971764
M	0.00735169643	0.2069450282	0.642843354	0.0393587562	0.06355919	0.039942000226
a	0.1099603542	0.4092334694	0.2407265044	0.13248671582	0.0744771511	0.033115768189
r	0.038992993692	0.38114043046	0.37352283156	0.138671701434	0.00834654126	0.059325513632
ì	0.0527061526	0.435895294	0.2388120278	0.0881190434	0.035201994	0.149265469246
a	0.0864422754	0.0887563036	0.329400712	0.257287857	0.20367593834	0.034437026
n	0.00645960388937	0.092129158986	0.4763665334	0.3218356328	0.0614086448	0.04180038944
a	0.018870284606	0.15566831532	0.231235194	0.163167922	0.1950425732	0.23601570656
r	0.0434166374456	0.18597263326	0.24119653596	0.315966996	0.1813648246	0.03208225598
t	0.110782119262	0.27692256398	0.0883153278	0.0991910826	0.192089603	0.23269919482
i	0.203401971	0.2323910106	0.1435187422	0.0224112953	0.0215190308	0.376758017508
à	0.0554316825359	0.06342151608	0.12010813502	0.298926794	0.2993440992	0.162767786
v	0.0012712471101	0.00302449467514	0.027286903816	0.121858573	0.762550912	0.084007849
v	0.0135843221274	0.0247893407186	0.02746196793	0.109953820583	0.649430838	0.17477963561
r	0.155940621712	0.08419969109	0.1206984195	0.0761423785	0.13250445386	0.4305144051
i	0.212331500255	0.159446532902	0.03015732394	0.04938421512	0.0776014664	0.4710789373
</S>	0.066829548193	0.0119352103536	0.0060108479584	0.01988026344	0.045613754	0.84973036
