 	mia	figlia	vuole	andare	</S>
i	0.941185216	0.0074802972	0.001615126859	0.0056230940796	0.044096310782
k	0.500378464	0.4334197216	0.04359313063	0.00341312286242	0.0191955331932
i	0.4250446774	0.316724954	0.07616541306	0.09627734948	0.085787600098
a	0.3166770614	0.659033174	0.018470771108	0.0017646141374	0.0040543187
t	0.14230565366	0.653544214	0.17030858408	0.008968461014	0.02487306209
è	0.05123697972	0.416721703	0.26710821726	0.11943174272	0.145501524804
r	0.0268932301	0.4988702	0.3782640088	0.0229036508	0.0730688894
a	0.11129541662	0.543640772	0.2626523519	0.02294261962	0.05946885382
m	0.00309508622	0.3934029395	0.3214959838	0.1031072972	0.1788987898
u	0.10017863426	0.14587353934	0.4064770934	0.2144331736	0.13303754427
i	0.0044439169732	0.175825567685	0.3470740084	0.199234687	0.2734216449
t	0.001282511469	0.025655567632	0.70077046	0.21032491	0.0619665208
è	0.007810859114	0.00770479346	0.3305956446	0.4646945528	0.18919407796
l	0.00033211442734	0.0068859883	0.536533761	0.333799174	0.1224489238
i	0.0051318443548	0.016760305486	0.4051048586	0.43973077	0.13327215842
n	0.002134799234	0.0076611849982	0.04646964503	0.69149539	0.2522388528
a	0.00303245754006	0.00357530217356	0.04796234522	0.721375944	0.224053818224
p	0.00085113384686	0.0016291810449	0.016745272078	0.742347506	0.2384268972
à	0.0118843332397	0.0108719526039	0.011127986804	0.746452456	0.2196633302
i	0.000493528360488	0.0134317771147	0.06462566398	0.695348166	0.226100694
</S>	0.000752344685	0.0039826219109	0.009696154571	0.52357143	0.461997268
