 	può	che	sono	ancora	svegli	</S>
i	0.857212884	0.06449151852	0.0140796153048	0.0040055646972	0.0063535124142	0.0538568942285
s	0.81078771	0.1535714066	0.007250993653	0.026138916434	0.0008887953192	0.001362024241
ò	0.636519484	0.094365149	0.0491274678	0.107536354574	0.0029949915344	0.109456570013
z	0.776117108	0.2040365886	0.0161855398	0.001303975864	0.000155940762	0.002200933216
i	0.504827534	0.3484107328	0.0501878218	0.00821018658	0.004708293272	0.083655416177
k	0.06040764354	0.71255851	0.186620809	0.02984387652	0.005830340226	0.0047387702
a	0.014409141938	0.362789934	0.4176375108	0.07824975752	0.05334300926	0.073570690854
ì	0.03900540102	0.265739619	0.57936745	0.0482908376	0.051150974204	0.0164458614
n	0.01696224646	0.03719482142	0.717924804	0.1398886176	0.06488195855	0.02314754354
e	0.00780038251	0.03279222828	0.731931774	0.0409292874	0.040643389298	0.145902957167
a	0.0049162897208	0.01136971974	0.1171800634	0.81058715	0.045379973648	0.01056673892
n	0.0036963787602	0.004381249774	0.11546750208	0.688320832	0.1016880448	0.08644600002
k	0.0031227115844	0.008528390896	0.064855987	0.44733346046	0.21818797844	0.257971448468
ò	0.125173323914	0.02648921124	0.1370586498	0.1242404798	0.01454238214	0.572495861324
r	0.1243172416	0.0230740379	0.2234878952	0.204066127	0.0292760005	0.3957786948
a	0.0458935593612	0.04200680582	0.17415893	0.648185088	0.0546746652	0.03508109566
a	0.01670816239	0.0137346266532	0.00889560896	0.507766927	0.210789752	0.2421049526
t	0.0088736863122	0.00812335582692	0.008239878798	0.089292618	0.788747426	0.096722921
s	0.003510297884	0.006180628516	0.0066401258	0.1903984452	0.5095736304	0.28369690126
ù	0.0584084090264	0.0276437291952	0.020456692844	0.08314441352	0.3180049348	0.4923417272
n	0.002509710682	0.0024155130244	0.010650895254	0.04547268826	0.702340292	0.236610786
n	0.0149159432405	0.00941938377288	0.02083384612	0.0563133814	0.6121566932	0.2863609828
i	0.163141188458	0.04734639758	0.0410249238	0.0279741008	0.1599515272	0.5605618788
t	0.00354166484656	0.00650163298643	0.00289707626884	0.059260896614	0.738638808	0.189159868
i	0.00798105803589	0.0124813629337	0.0120869627754	0.0823012641	0.202360034	0.6827892473
</S>	0.0198362876756	0.00667297830714	0.015711917678	0.016260263242	0.183785728	0.75773284
