 	qualcuno	al	telefono	vuole	sapere	dell	Anna	</S>
k	0.935642808	0.028081461186	0.00708779042	0.00157449615	0.001930829116	0.0015972318028	0.001535554898	0.0225497776036
a	0.866077422	0.0424753654	0.03459013416	0.0114419551827	0.00301478729492	0.00117779353272	0.0135121727832	0.0277103168946
n	0.768959832	0.192433022	0.0330820868	0.002043059564	0.0005176215081	0.0003768387487	0.000561707998559	0.00202591424372
è	0.240669504	0.465694168	0.124808291	0.04358385238	0.012394790446	0.006916567036	0.021079757996	0.084853109878
n	0.2297080088	0.4439168632	0.283052358	0.0139887888	0.00455321583	0.002759412804	0.0053605347048	0.016660774326
a	0.1742541878	0.5456851	0.191191453	0.0431651626	0.00731263354	0.00317505106	0.00444544178	0.0307711100944
s	0.01063140296	0.445655852	0.509986934	0.02655087326	0.004470081598	0.0010140695826	0.000341541014298	0.0013493058888
t	0.03015886933	0.34402094872	0.41351421	0.0669417281	0.04783446006	0.035722312988	0.00934846248	0.0524588360196
o	0.03362212166	0.4085698718	0.33110890772	0.03272666926	0.0415172328	0.06609952888	0.04555985922	0.040795686278
t	0.002627324356	0.1655872984	0.693267504	0.0966254082	0.0255373107	0.00682733998	0.00374574962022	0.005781945124
e	0.023399993352	0.13516336567	0.5214398	0.1187901634	0.08780509698	0.061858401156	0.0120759741	0.0394670683266
l	0.00194647236	0.07080872614	0.638030662	0.238582479	0.0325445406	0.0086773047	0.003305402228	0.00610443334
è	0.017906591614	0.031167774964	0.533602276	0.1521083274	0.09480003572	0.0918633722	0.0596033566	0.018948351744
f	0.0010397862768	0.029322117354	0.583745313	0.248876295	0.0675351946	0.038099783148	0.006936321792	0.024445108364
o	0.017360790126	0.032071618154	0.452018914	0.378260928	0.03785567014	0.02405653988	0.01431895222	0.044056742088
n	0.00084276241886	0.006944687135	0.1811012095	0.453986224	0.28588629	0.03917616648	0.00373019923	0.02833254414
o	0.0114814157242	0.0131212841374	0.0768830204	0.503055798	0.206373438	0.0678733866	0.0639071985	0.05730448166
t	0.0015819117626	0.0012536547072	0.02540952259	0.356017516	0.467839994	0.0924511866	0.01909321776	0.03635296264
è	0.00847135355658	0.00660256114788	0.01992800464	0.2825923636	0.33782995	0.1444968972	0.1141744706	0.08590446942
l	0.00023111059452	0.00111955661824	0.013554774	0.444470326	0.288731876	0.2101780534	0.0191291043	0.022585110954
i	0.00656631851154	0.0075703519404	0.0243949763	0.3474282748	0.35125729	0.143340247	0.0606936306	0.058748859556
n	0.0014497999648	0.00095074672654	0.00475519334	0.0445892957	0.4890951392	0.32216163	0.0909944004	0.04600383368
a	0.00379956082303	0.00241846802214	0.005415530579	0.0332051615	0.445735581	0.269763889	0.1471796616	0.09248223582
t	0.00178588443058	0.000567003434946	0.0036435950046	0.010391552972	0.2525199359	0.4642489802	0.2078407938	0.05900220272
s	0.0025829417747	0.00185341629448	0.0035165300172	0.0064783948	0.2175498978	0.301673032	0.357606182	0.108739590116
è	0.00098634425908	0.003119251154	0.0080572797	0.024543659	0.04716484846	0.0843509344	0.447198686	0.384578915205
r	0.00067222750624	0.00207657556652	0.004801663146	0.054628945	0.12448850986	0.2422292134	0.43560578	0.1354971136
i	0.00383303399422	0.00589942834836	0.00696507433	0.01721283526	0.11749316546	0.274505252	0.487983224	0.0861079276
à	0.00060696893652	0.000385585601216	0.0021932725714	0.003300651126	0.04223826002	0.3522085043	0.386894224	0.212172614
t	0.00035610286316	0.000739252029712	0.0024508643864	0.003982488086	0.0217871784	0.2646274916	0.618878258	0.0871784306
t	0.000517578213585	0.000853281491424	0.00131877883168	0.002264384814	0.0134655972	0.182938284	0.722656172	0.0759859544
i	0.00121042423957	0.0040457024961	0.008562981828	0.00387059912	0.009773412592	0.022657859496	0.535009852	0.41486934986
n	0.000401748658524	0.000363553931569	0.0029286234752	0.0024385755056	0.008048877268	0.09597503168	0.378795356	0.511048334
A	0.00474935938097	0.00562099970546	0.00533410889351	0.001660695886	0.01354582188	0.12195563	0.670759576	0.17637396374
n	0.000245313979293	0.000332612343625	0.00181806802574	0.00402571772	0.0106735121	0.08024421892	0.724654632	0.178005786
n	0.00115428720722	0.00202440483227	0.00201408358263	0.0028650435495	0.007862314532	0.02724080074	0.85912235	0.0977166432
a	0.00546784534356	0.00952358884527	0.0250667137634	0.00701843252	0.004893769606	0.009737412812	0.599890794	0.33840144668
</S>	0.00141081338318	0.00112422237393	0.00950440648284	0.00698098630304	0.002142226266	0.01432879566	0.300407494	0.664101084
