 	la	pasta	vuole	sale	</S>
i	0.94977252	0.01154924348	0.00110800155	0.0120648768174	0.0255054410588
p	0.609926965	0.3255596222	0.059566263604	0.001429444794	0.0035177725337
à	0.16033195592	0.31041597434	0.10262524224	0.2790934558	0.147533354868
s	0.1186279768	0.843404576	0.0325250548	0.00310698998	0.002335322876
t	0.0809359058	0.501335588	0.2587398496	0.03233899614	0.126649593014
a	0.0519911126	0.610912494	0.06156691356	0.18427152872	0.0912580783732
ì	0.01348562302	0.1789436412	0.6600486596	0.1116155744	0.0359064801
t	0.003372983294	0.010541214488	0.755411226	0.211297002	0.0193775345
e	0.00375943869	0.006518078734	0.6116812	0.25913755	0.118903771494
l	0.003742057854	0.00552579119	0.2738200348	0.568407152	0.1485050284
e	0.0354054352775	0.0316187416268	0.1206334174	0.542063804	0.27027865895
à	0.021071235049	0.0033683834676	0.0525189676	0.620892782	0.3021487152
l	0.000302642264988	0.000957771870638	0.07113943972	0.879608942	0.0479912776
a	0.0002181928588	0.000454989263	0.01626295384	0.937286488	0.04577732426
</S>	0.00039327875984	0.00037544439444	0.001424306466	0.16640586	0.83140105
