 	ora	che	loro	non	vengono	più	</S>
à	0.944744084	0.012685989362	0.011749600176	0.0032417112848	0.001312772914	0.003285814068	0.0229800293561
r	0.9559803	0.01438811616	0.00525182948	0.00542154666	0.00135630944	0.0030409983939	0.0145610459695
t	0.4088616608	0.3438079914	0.08652845456	0.0245789666596	0.022268600916	0.003588411406	0.110365868085
e	0.250413055	0.36937938	0.2256993254	0.0209197095	0.01599825019	0.03815746668	0.079432848236
k	0.0571611882	0.77143597	0.156280426	0.0105074464	0.00231010628	0.0005984740006	0.0017062568532
a	0.01105835594	0.551257572	0.34016514	0.01489173928	0.01281255474	0.00700563622	0.062809046334
c	0.013482388042	0.46790829	0.47500818	0.035889281	0.002934464274	0.001580443506	0.00319699308
ì	0.006877898634	0.3289300892	0.528608432	0.02898717036	0.01285119792	0.0060415202	0.0877034789624
n	0.00393697372	0.1250631096	0.76733901	0.0693016678	0.0207707216	0.00481887354	0.00876975386
i	0.004739560312	0.140045296	0.75019593	0.03509103512	0.02599745888	0.0082178033	0.03571289082
e	0.0008682438568	0.05403747608	0.261951872	0.617030852	0.0526822596	0.0046868792	0.00874236598
n	0.000976117858	0.01105030884	0.1156973036	0.593472988	0.1967520664	0.0137956657	0.06825567436
è	0.01268712328	0.024436334884	0.0924271069	0.083202548	0.4956648292	0.1413427152	0.150239361674
r	0.0024605424468	0.003580621786	0.22167968157	0.155222154	0.531207586	0.0419099856	0.0439393291
k	0.0132820702515	0.03043421859	0.15340461134	0.1386231714	0.55725315	0.0603224072	0.046680416842
o	0.03146639522	0.091342766752	0.1474073746	0.1195159271	0.224160313	0.245921489	0.14018582716
t	0.0012169583566	0.0062439336966	0.007371846826	0.1058392548	0.3027999142	0.365236528	0.2112914458
t	0.0138648223119	0.0182227380736	0.019564799854	0.03798956068	0.345471458	0.324971466	0.239915193137
e	0.00220554236686	0.04612994218	0.0335541505	0.0344573551	0.1600305214	0.355097018	0.36852538258
p	0.00037631158294	0.0009733488136	0.0014659192604	0.0084200953	0.164938036694	0.67867567	0.1451504834
l	0.0023097326604	0.00763114681566	0.0089463014646	0.01097691352	0.1126447074	0.457968652	0.399522410307
è	0.00021234571684	0.006551521614	0.008116580512	0.00359142076	0.10574018104	0.5864533	0.289334491548
o	0.00060493114946	0.0010306612036	0.040856624684	0.01472216207	0.102456542	0.670446194	0.1698828886
</S>	0.0007056454482	0.000956509185	0.0041140346078	0.004429075812	0.04839363546	0.65865307	0.282748014
