 	le	migliori	canzoni	le	puoi	scrivere	la	notte	</S>
a	0.816671468	0.1446887582	0.0092640893	0.0033944641106	0.0071956118794	0.001080572822	0.0004055059036	0.0004368506954	0.0168627354384
k	0.639820806	0.334740198	0.0186778797	0.00186553882	0.0008663510056	0.0001498240396	0.000198036562155	6.41944022798e-05	0.00361732093193
à	0.202569263	0.3036537184	0.3411370246	0.047591086036	0.035225639348	0.0250902105572	0.002151380142	0.0071616849438	0.0354198610629
j	0.0822448876	0.73799297	0.16229942146	0.003767415984	0.0078165294724	0.0004525617908	0.0014367304197	0.00072773789328	0.00326180764216
o	0.3039807476	0.523512762	0.1181195648	0.002313078704	0.02187172494	0.0004540829024	0.00052706867954	0.00162776487692	0.0275933212266
t	0.245660687	0.39415581	0.3028134648	0.046958860466	0.00596578072	0.0014621437388	0.0009580501652	0.0002670194822	0.0017580753268
r	0.049580946528	0.152815238	0.6906256	0.03086722452	0.02484855966	0.01310569102	0.007074389166	0.00467789143	0.0264044594922
a	0.0944028168	0.233689144	0.4362377708	0.1352922134	0.03492094922	0.0120226246	0.00861249548	0.004779783312	0.040042238744
ù	0.019888821016	0.2493102668	0.557211912	0.1333801388	0.01835755904	0.0066218979172	0.003347758886	0.00124378604192	0.010638007349
d	0.0067074490826	0.05314903536	0.788584632	0.0778416122	0.0534454638	0.00722627434228	0.0038050118814	0.00414785128621	0.00509266806766
i	0.01251034088	0.0169782794	0.626831934	0.1475063454	0.096494462888	0.011521191886	0.00515273204	0.01396820436	0.06903656616
a	0.0031001308276	0.0126830188	0.1300657368	0.728192368	0.064758461	0.04065035532	0.0101640537204	0.00580490028024	0.0045810324
a	0.0011452515299	0.00271698063488	0.0340468278	0.679523474	0.2265390304	0.029575163484	0.008954940307	0.00334456053924	0.014153741298
s	0.00078802404468	0.00140883052032	0.01390065646	0.508162678	0.356943874	0.073439123234	0.022281332494	0.0063923913355	0.016682958976
ò	0.0043995773874	0.0041442458208	0.0836258566	0.2101959262	0.467981974	0.0531190714	0.03878184374	0.04628355046	0.091468069746
z	0.0002546169725	0.00128331375026	0.007477349552	0.15109500072	0.748960492	0.0346319802	0.04076118472	0.008204650972	0.007331507574
i	0.00674624294448	0.00797789913786	0.036909707924	0.1285691221	0.609344926	0.090356606	0.00971514994	0.02498444768	0.085395719834
g	0.00189077598815	0.00024735684202	0.000617489216	0.1561641788	0.175319824	0.53061738	0.111112023	0.01155896126	0.01247201706
r	0.0173786044881	0.00427658688846	0.032006478854	0.1008854185	0.408677128	0.2222879352	0.0370628788	0.0719024844	0.105522456286
à	0.002133315557	0.006010281582	0.0221825471	0.06639741008	0.245941466	0.2237833438	0.0638903216	0.0967138526	0.272947474685
t	0.00120534160906	0.0026252281428	0.003932313898	0.044452730408	0.243145262	0.430315272	0.1672271968	0.08023781524	0.0268586642
s	0.00726687331091	0.00663511849476	0.0095893736178	0.013351361602	0.2594259792	0.4511829638	0.0749217882	0.081118163	0.0965083503
i	0.0058985883644	0.0153749916438	0.0189725241	0.0164557693	0.2077117286	0.167505982	0.079533079	0.182588828	0.3059584034
i	0.00516084464418	0.00206430824463	0.0010452632053	0.008335118012	0.034452873452	0.1906486404	0.475152348	0.10035638	0.1827842384
n	0.000720941446347	0.0021671002155	0.00397745884586	0.00346205827	0.0436433129	0.200631733	0.50671456	0.148497192	0.0901858148
ì	0.00105482069605	0.000624685985802	0.00362399136152	0.003227979461	0.020257387868	0.1616683092	0.445195326	0.263178452	0.101169150424
t	0.00023986220104	0.00115556014978	0.00311676410125	0.0030426358066	0.031961915854	0.1232206918	0.332707508	0.471095887	0.0334591741
t	0.00210337173622	0.00186488707388	0.00307770206543	0.00162035716376	0.018295083496	0.07665485528	0.223863752	0.59594378	0.07657608
a	0.00142987891851	0.00491350673133	0.0086303790756	0.0011446294868	0.02079770666	0.02903358972	0.0700537954	0.580168022	0.28382861804
</S>	0.00128744672389	0.000342530885591	0.000569099827904	0.00092852732176	0.0023758556464	0.0062588543	0.1878590586	0.262405576	0.537973084
