 	noi	ti	amiamo	a	te	di	pocchi	giorni	e	non	ti	possiamo	dimenticare	mai	di	questo	che	trocammo	bene	a	te	</S>
e	0.896375974	0.0298073842	0.003655588968	0.00371867998	0.00239384235	0.003610567204	0.0017765067086	0.008443037148	0.009388533746	0.0050962544292	0.0077635228556	0.007918837277	0.001982086857	0.00322299579452	0.00271535978	0.004746391824	0.0006972494934	0.0008780724	0.00116274932292	0.0003281944494	0.0009716366428	0.00334656296321
m	0.59805884	0.281365046	0.03680803368	0.013664986768	0.0206695023	0.0039615866902	0.0095984753514	0.00841704637578	0.00161520380692	0.00732289250478	0.00048939129368	0.00121698537156	0.0021259307168	0.00418828750375	0.00101324990145	0.000695557051472	0.000482653727918	0.000199799782181	0.000162283643957	0.00245677289219	0.000431408537557	0.00505604696492
ì	0.3188854132	0.240824286	0.17375799208	0.0414342082	0.08441330902	0.0199921247	0.005291107824	0.004950122708	0.008856363838	0.00108963682	0.002506873666	0.0035713602	0.01369060313	0.001018089823	0.003795529232	0.01487010923	0.0040746611744	0.00503920471402	0.0077135619102	0.00078822174686	0.00124936412763	0.0421878531849
s	0.329489416	0.3215736846	0.319279308774	0.013212215728	0.0065091803	0.001806999196	0.000698725766	0.00142737672	0.000631809744	0.000622367336	0.000601402136	0.0010790480616	0.000539240964	0.00038336792	0.0003361490628	0.000762056442	0.000131654956	0.00015207521488	0.0001702218386	8.473609776e-05	0.00013282038598	0.00037620372882
e	0.4332063238	0.316711748	0.0593105612	0.02093928966	0.0118053521	0.01041502002	0.0301188672684	0.030022859194	0.0027286692536	0.0058552868576	0.0073145695188	0.022718103276	0.004473129212	0.00584109696	0.0101827524084	0.007228279108	0.00126193057484	0.00028657783544	0.0011817587362	0.00026909086924	0.00088075151368	0.0172481359584
g	0.054037972	0.620100266	0.2099916218	0.0895215212	0.00989942278	0.005704431234	0.004362546976	0.0012111217234	0.000773874317	0.0007191253412	0.000558232514	0.00104805275	0.000956470756	0.0003370263119	0.00023821387146	0.0002260291871	6.4972527874e-05	4.14301007408e-05	7.2756672246e-05	5.1989525153e-05	9.61673462544e-06	7.3237376936e-05
a	0.043621627429	0.2618967982	0.30925001934	0.152787231	0.0360256204	0.0182312636	0.005844633756	0.005418897474	0.015197664308	0.0022405087678	0.00580552166	0.003312291262	0.016196839892	0.001988024465	0.007468177976	0.04573608666	0.0091389289532	0.0115102516468	0.0164167611304	0.001149928644	0.0032239516052	0.0275389474122
p	0.007494496928	0.3322383762	0.317556772	0.2604421694	0.0265577922	0.01060524159	0.020950460983	0.002477916574	0.0035836984648	0.002824564178	0.002374631252	0.001912990438	0.002926808844	0.0020923962736	0.0017664999124	0.0009451927348	0.00091548614856	0.000722177015788	0.000270748599	0.000652757290334	0.000114226845022	0.0005745352966
ù	0.019656672248	0.1462230616	0.23539001606	0.283590652	0.0648122842	0.0362523104	0.0220167158	0.0079180543	0.01378324786	0.0048676875908	0.013359663274	0.029249739348	0.02235387188	0.004403116729	0.006405812902	0.02944757652	0.0049899928269	0.0064944358552	0.009966528452	0.00081531615	0.0022919172126	0.0357114431444
m	0.01873830348	0.0453125729	0.286864902	0.415813482	0.1366437122	0.0189581652	0.0171067388	0.01675482568	0.00302323298	0.00392002782	0.00251401708	0.01881216826	0.00068461749	0.00229376536	0.002468467868	0.004702639294	0.00034273315	0.000160918826	0.000771211992	0.0009674344914	0.0003864439488	0.002759699362
