 	dovevo	comprare	il	pane	</S>
ì	0.71073597626	0.0022899339	0.160062790635	0.047914743499	0.07899649076
c	0.79869765812	0.00222628148	0.19229237738	0.0038294849136	0.0029541066084
h	0.729103478134	0.036439394212	0.1508887516	0.05343822666	0.03013006108
a	0.7290024026	0.061231503572	0.123306611583	0.0599888221616	0.026470684588
n	0.30340259084	0.4829201227	0.18875744742	0.0158225514666	0.00909717405
a	0.40577591622	0.3272779166	0.0976681566	0.0861563081	0.08312173674
a	0.369250215996	0.3890898372	0.18854777068	0.02765395622	0.0254581454
f	0.134066895124	0.4703749623	0.3370859752	0.02479025362	0.03368177654
o	0.044284852792	0.1811105172	0.55213085	0.1336596032	0.08881415411
r	0.151803940938	0.0942363436	0.435732031	0.1335298272	0.184697858
à	0.155047332202	0.11736932472	0.3772846074	0.22623064864	0.124068044778
s	0.05928736673	0.03528133268	0.484617484	0.13960714994	0.28120669
o	0.063309707463	0.11244880208	0.443226154	0.2128441538	0.1681712122
t	0.0581495595041	0.13015557144	0.2113841554	0.4129106008	0.1874000036
o	0.0199798505946	0.029777513248	0.205909918	0.53197231	0.212360276782
t	0.0232986927596	0.145891186736	0.06457847228	0.672869662	0.0933619208
s	0.0114118426986	0.01423044713	0.04271386	0.667727794	0.263916053204
o	0.002882596342	0.11507983327	0.06462043164	0.68110463	0.136312423572
m	0.0292744911355	0.0114534894774	0.01090061346	0.566880556	0.3814909148
ì	0.0041382114796	0.0069526099654	0.03321528444	0.788215332	0.16747849422
</S>	0.00385758561472	0.0032420210616	0.00250791036	0.25218189	0.738210682
