 	se	aveva	visto	le	nuvole	le	nuvole	avrebbe	capito	che	stava	per	piovere	</S>
a	0.83267574	0.0719654966	0.01971519596	0.00488948818	0.004545599072	0.0052363609422	0.005448172122	0.022114566486	0.006963175826	0.0042576342182	0.002176383072	0.0015210598388	0.0029859349378	0.0155052437865
n	0.56723685	0.222200817	0.035214428	0.013956052508	0.004133870246	0.0063800707634	0.00117398944974	0.0092280434954	0.00154105228126	0.00254321863013	0.000314194755396	0.00208547103883	0.0264101822351	0.107581674899
ì	0.02587706684	0.600336312	0.2583305092	0.05801428168	0.024588929	0.00366408618	0.007066659744	0.00298451306	0.00213755568	0.000652013264	0.001696896652	0.00025814553	0.00117192076124	0.0132210446174
c	0.005443012791	0.89271566	0.08554649456	0.003294483772	0.003240725562	0.000721110208	0.0009858692241	0.00110892547	0.0005686110956	0.0004590991454	0.00124057754434	0.00036946953766	0.000742969249747	0.00356297292736
h	0.076935202024	0.52772017	0.248885748	0.02986071352	0.01935278332	0.011616206054	0.00844483023714	0.0236806537344	0.00087019668976	0.00115898682084	0.00171463330972	0.0004023872899	0.0047904084762	0.0445670718254
e	0.027209389794	0.755821172	0.1153237732	0.00749567672	0.0099488312822	0.0075623108308	0.0204260319653	0.020332494543	0.0113588143709	0.0039973796261	0.0104273632371	0.0013233989288	0.0023187910378	0.0064546556158
t	0.0126375752702	0.09561212554	0.76025002	0.1073262612	0.013472087692	0.003303506058	0.0024283780234	0.0029486966108	0.0010436046132	0.00025929030644	0.0003582040401	0.00010214643887	3.45293669259e-05	0.00022354041402
o	0.01275825763	0.0880845328	0.570386298	0.164126982	0.076694454	0.01956103728	0.0154757616	0.00949970852	0.00737743442	0.0078552658284	0.0050661432	0.003122619465	0.001359622792	0.0186319328355
r	0.00319454991	0.04968092944	0.622248782	0.285851124	0.023259242774	0.004770466172	0.0023242950044	0.005434364622	0.000914763748	0.0008343923854	0.0001941568452	0.00044386176932	0.000212328707079	0.0006367682484
ì	0.008665948926	0.0437498732	0.361027308	0.24370477	0.1638241166	0.0276894796	0.0408217034	0.01727117416	0.02268382972	0.0184482290494	0.0116133926	0.0091342467706	0.0029902580264	0.0283755868796
s	0.0024061065684	0.10421586064	0.32896085	0.337638582	0.1706802886	0.00563088718	0.011205683	0.01191052988	0.003431275346	0.001022347552	0.00628542194	0.000704396359	0.0034648160799	0.0124426875384
o	0.0148235189551	0.0808105329	0.377297926	0.2750959936	0.127354438	0.01064239566	0.0218990328	0.00959566234	0.01436913228	0.0162636106874	0.01545381368	0.0192169086188	0.001803728218	0.0153733166836
n	0.00022625951384	0.00116334170552	0.061818897	0.72275566	0.1630081798	0.02809630926	0.008644476532	0.01045126516	0.001609827266	0.00119195401	0.000310341134	0.0004005482366	8.1666396516e-05	0.0002411866692
t	0.00147761127962	0.007661635934	0.0615518504	0.42246205	0.355833154	0.0437711036	0.034489394152	0.0130348608	0.01354547026	0.008360686943	0.00749734602	0.0036562720364	0.002701319406	0.0239573382256
a	0.0012445624519	0.0088425252	0.100277474	0.401579836	0.171932225	0.1012962104	0.0450721456	0.05514413374	0.025524862	0.019437378	0.0222095878	0.01015700816	0.013204198704	0.0240776706826
t	0.00022356967088	0.00077883782488	0.0088430232	0.536969068	0.316922528	0.0802586242	0.01720954096	0.02068998338	0.00530332077	0.004374366668	0.001128928749	0.0022539390608	0.00147874340495	0.003565590295
a	0.00241773559305	0.00460861735648	0.01482955758	0.2240852854	0.453187276	0.1185948312	0.060252581	0.0256730045	0.0173483978	0.016832029716	0.01812936248	0.01470531222	0.00377730933	0.025558612968
s	0.000169835229088	0.00092770750054	0.00429757256	0.298935394	0.438770494	0.1870432472	0.0266045379	0.0225886444	0.007317441252	0.00431303902	0.00113043132	0.00204486802	0.00199628542726	0.003860421628
ì	0.0022465377813	0.00516117952594	0.007894076036	0.1202048806	0.465106634	0.1856325886	0.0919493112	0.0320654842	0.0202224431	0.010645920874	0.015618073	0.007735037684	0.00541560643	0.03010236273
n	0.000415226092151	0.00177676222249	0.001664094848	0.0470754046	0.733514296	0.09320708	0.0641919726	0.01515649386	0.007292232254	0.001646239208	0.010051280224	0.0012044985646	0.00831164614248	0.0144928774984
n	0.00310595953508	0.00362916442328	0.0078210088294	0.0476608076	0.630588478	0.127078216	0.0690121672	0.01699774486	0.00950864258	0.002294100776	0.02345149308	0.0015757959652	0.005999911398	0.0512763950814
e	0.0036184325572	0.00676937832	0.01356764448	0.0639399446	0.428820962	0.1062303382	0.1214640891	0.027508550248	0.021612649556	0.00890783006	0.03587750478	0.007131317908	0.1104731224	0.0440782145
f	0.000155349784102	0.000429668059015	0.0010009316572	0.01923606264	0.1894279266	0.557737708	0.140007949	0.0460704432	0.02430600136	0.010274515288	0.002719423134	0.003372425535	0.00154533283706	0.0037162556
a	0.00240669083409	0.00381573530515	0.0052109100034	0.02191514722	0.2716457464	0.305752118	0.211532174	0.0625272226	0.0288151026	0.01289367966	0.0202827796	0.01247670826	0.01050609796	0.0302199189668
t	6.34891235488e-05	0.000568102628836	0.00117895554004	0.009042576992	0.08211716632	0.628328316	0.1609197336	0.0631270866	0.0282726052	0.01289978724	0.002756474112	0.00369655915	0.0027117734648	0.004317375222
e	0.00117724238397	0.00197650583458	0.00257913379068	0.00972613176	0.1577852836	0.31000862	0.317193938	0.07525779	0.0313494906	0.0151285952	0.02581759206	0.008357392046	0.01011987614	0.033522516054
s	5.226451113e-05	0.000644334978672	0.0012328824272	0.00386553838	0.04607091274	0.496224406	0.263862038	0.1063107014	0.0447837113	0.01884665836	0.00479118066	0.004622907198	0.003590228404	0.005102336298
m	0.0018017914562	0.00233734749319	0.00267891838404	0.0077684632832	0.09560615672	0.241845888	0.385310126	0.0952400546	0.0502818936	0.01919524342	0.03246709166	0.00874848568	0.01493481034	0.0417838006646
à	0.00513415065414	0.00194366389096	0.002050619874	0.01490502668	0.0774133834	0.1960005456	0.315951254	0.1378237752	0.047760081	0.01173411638	0.04134937938	0.00681031064	0.03246809452	0.108655530947
n	0.000662236281352	0.0102501226504	0.000410896303868	0.00199615871	0.0362608	0.05326007	0.497237566	0.27538780556	0.049900712	0.01219558032	0.03473871932	0.003598757188	0.0080989684792	0.0160016873
t	0.0101061262204	0.00360440337174	0.0035737175412	0.0047924739448	0.0468698452	0.1004738524	0.535652552	0.1080624152	0.032691587	0.0237029163	0.0417820222	0.005453297508	0.0145133422	0.06872145488
e	0.00402329463328	0.0056322322573	0.0046600000784	0.009661744616	0.049610139	0.0798412452	0.356994666	0.08853927562	0.0505685524	0.02688463748	0.1121985888	0.02403373578	0.0769501906	0.110401547
ì	8.96751457363e-05	0.000381783325527	0.000821322427475	0.00106909660002	0.007329825646	0.1164473398	0.253806994	0.3577472626	0.16132596	0.0663679032	0.01267391128	0.01021678958	0.00562787605	0.00609444252
c	9.90587347819e-05	0.000823411940466	0.00020505887267	0.00074687258762	0.003033308986	0.01704474438	0.1822476384	0.460886466	0.1728932914	0.03306685214	0.07744698808	0.01841977792	0.0201174433576	0.0129689937312
h	0.00184704920967	0.00677167611095	0.00112375476823	0.0032122812356	0.01432602198	0.1223966673	0.327493091	0.257350056	0.0581473622	0.02691276994	0.0486296754	0.0071824089	0.050097109	0.074510134942
e	0.000714778323287	0.00066572983904	0.000437809917	0.00211113411	0.0165932049	0.0404553912	0.401397056	0.27135976392	0.0810092334	0.0194076052	0.0728317643	0.00706488707	0.01660118851	0.0693503590704
a	5.68641806078e-05	0.00052888360702	0.000562534301246	0.000260063087066	0.00465246082	0.01587058296	0.1281051352	0.23741310414	0.359240734	0.1609403088	0.056337508	0.0214766078	0.004839224848	0.00971595654
n	9.92955437344e-05	0.000846091088894	0.00115580672555	0.00118183878667	0.0034656404275	0.01521299111	0.0665646521	0.138753994	0.37456116	0.238380866	0.075187616	0.0417795064	0.03199926802	0.010811021092
o	0.000328584815812	0.00088746291001	0.0011262123819	0.00157506212984	0.0108982953352	0.03663739652	0.11399193	0.1537418394	0.2823669114	0.1247768568	0.1279907644	0.0292035425	0.0405164596	0.0759587471408
ì	5.69745143856e-05	0.00101719734874	0.000941835959788	0.0002973843472	0.0053451663082	0.008851354348	0.0449742962	0.0836376332	0.401897056	0.27627201	0.0736033648	0.060753891	0.025510935526	0.016840853746
s	0.000383128711858	0.00228746479851	0.000255536881889	0.000872187400866	0.0010481332242	0.00390557826	0.0244119828	0.160561944	0.1591598954	0.070778669	0.483110882	0.0373707687	0.038983814854	0.016869848752
o	0.00108402676821	0.00092639671302	0.000858946874296	0.0011157181156	0.0026692831258	0.013448875624	0.1109181092	0.220853998	0.213805073	0.1058981998	0.1524881932	0.04018763896	0.06696851838	0.06877701322
n	5.14606576334e-05	0.000199217590368	0.000601691370883	0.000384737802598	0.001145115188	0.0063326837916	0.01318282392	0.12441740426	0.230688066	0.3226423252	0.1217597634	0.0986668018	0.0590072174	0.02092068126
t	0.000703501231799	0.00111133835942	0.0031913626093	0.00294219640806	0.00328249686832	0.013437606958	0.0362656332	0.0880236132	0.21699371	0.189559716	0.2307082892	0.0927106152	0.0621090298	0.058960937968
a	0.000187553662819	0.00103653067564	0.00123804385363	0.0014262802478	0.003320343828	0.03326890674	0.03380840828	0.0691108378	0.147987294	0.14039309	0.1430808972	0.095412702	0.119223151	0.210505994081
k	8.26476498553e-05	0.00071618180325	0.00186149938733	0.000737785326847	0.00523480022308	0.0045329485428	0.01170556988	0.04810264672	0.168894096	0.2592991356	0.1348578942	0.188938665	0.1134087858	0.0616272168
a	0.00140476934372	0.00115541742974	0.00239441739327	0.0028168031132	0.00179623845346	0.0094847358448	0.017722561994	0.11626878908	0.1215640576	0.1928079496	0.2161874586	0.187984792	0.0811181416	0.047293906258
ì	0.000116051947135	0.00107070322669	0.00129026883282	0.00039770734006	0.006810778779	0.0031387606008	0.01504058082	0.0097361222	0.197320817	0.174130087	0.1472046436	0.284409623	0.11629345862	0.0430404949
c	0.00052137720997	0.00124526805075	0.000243220159529	0.000235433007682	0.000698039566757	0.00137224163246	0.0039918925146	0.0184039388	0.049560618732	0.03267749396	0.66948458	0.0715826116	0.12262339014	0.02735979236
h	0.00111315446742	0.00588944789937	0.000680803757523	0.000643460211708	0.00118656693943	0.003530068604	0.01605785464	0.082012706	0.1330412792	0.0773373008	0.3838659156	0.0735550464	0.126365368	0.094720928012
e	0.00134382166718	0.000802939137484	0.000418795996541	0.0005681379084	0.00144734342	0.00373352024	0.0281967094	0.09405152886	0.1257471974	0.0600977063	0.301631198	0.0601767394	0.1341970272	0.18758722443
n	0.000173556665716	0.00151551652252	0.000852641538307	0.000249948728978	0.00843863883004	0.00132194393732	0.0167418789744	0.004196512616	0.0925662964	0.049790834	0.238432182	0.3384631676	0.11757222092	0.1296847403
a	0.00223114715679	0.00222183266087	0.00238063059963	0.00317957599905	0.00273908256027	0.00371217462062	0.0081273543694	0.03776284816	0.0319813589	0.0640592802	0.3134061596	0.222380226	0.206758616	0.09905970225
v	0.000141619563145	0.00129941103093	0.00276299937828	0.000874686061012	0.0110565521129	0.0025526182027	0.0111214186984	0.00421936207	0.04053463894	0.045056599	0.1055383206	0.323571858	0.3443624204	0.1069075478
r	0.00274134108762	0.00184067573327	0.00299874386799	0.00282768136408	0.0027966376496	0.0077311862562	0.0090765735452	0.101795220062	0.031244946	0.0583326055	0.1831415398	0.244777631	0.222192976	0.12850204128
è	0.000309146252512	0.000954350308998	0.000778151656476	0.000624627117362	0.0045367554261	0.0066310805578	0.0085613195184	0.006553699414	0.028278570388	0.0202097269	0.0936951814	0.0582769018	0.42741557	0.343174943442
t	0.000552547124676	0.000592121553248	0.000150086826938	0.000185310146923	0.00063775019016	0.0053540344126	0.0044823001174	0.0086169782	0.01598913158	0.014499349158	0.3001954346	0.04785380194	0.45196198	0.1489291914
s	0.00499330302079	0.0019500169602	0.00198555375628	0.00123073585486	0.00242721240888	0.00140047672428	0.003335354284	0.004799171436	0.01957356095	0.02545329256	0.154770531	0.089418692	0.424886356	0.2637756686
i	0.00413508251011	0.00393717230608	0.00283142963416	0.00231611882617	0.00440140780604	0.0017174466554	0.005755168875	0.011916801212	0.028548532264	0.01095582152	0.218405092	0.0321846798	0.267769436	0.40512581032
</S>	0.000141347829954	0.00217364359661	0.00092333306688	0.000330027961582	0.0120652244044	0.0018749826429	0.0162374893469	0.0014284241568	0.024757795368	0.018298739156	0.06261719488	0.0843602686	0.231613929	0.543177604
