 	dove	aveva	per	stare	non	aveva	</S>
p	0.869031188	0.0441728855	0.0048139093814	0.0028494384454	0.006553347897	0.0064490928548	0.0661302946495
u	0.76823092	0.172532987	0.01213551554	0.0028215776754	0.0024109538872	0.0254389804316	0.0164290157821
ì	0.364957156	0.60454017	0.025237480456	0.0016591407626	0.001366920989	0.0007257225987	0.001513427672
c	0.06941073344	0.864017768	0.045538672	0.00496445638	0.00389741454	0.00795762821772	0.0042133494318
h	0.066202205	0.63088306	0.166583793	0.0412709902	0.007382392706	0.02765395214	0.06002345242
e	0.1145966352	0.817143346	0.0474702152	0.004928852368	0.001474938736	0.00365642264	0.0107295078122
n	0.0142113985464	0.163151445	0.712541086	0.0728531331	0.009040776226	0.0134741146014	0.01472813122
a	0.0176452249298	0.03390936764	0.633406286	0.1628639	0.01169375034	0.017479899974	0.123001398627
s	0.008573854954	0.017647938336	0.33662882	0.456665676	0.0931543794	0.04324837388	0.0440810874
t	0.0168873317858	0.01486110056	0.450911432	0.306690084	0.02624817668	0.03683602332	0.147565720359
a	0.01602151956	0.02349798532	0.304599146	0.4094463884	0.046275932568	0.06178653614	0.138372577081
s	0.0015860399115	0.0020921088842	0.0553206236	0.694180646	0.128917468	0.0559027788	0.0620004156
ì	0.0156136477796	0.01879650152	0.144481012	0.3517198616	0.04631318118	0.2359705244	0.187105197123
e	0.0022005223708	0.020041840112	0.0172856568	0.1639015656	0.3043961518	0.3608122886	0.1313619306
n	0.00649051707238	0.00275353924934	0.01377543932	0.23079274814	0.507767072	0.1725616482	0.06585892014
ì	0.00574215072884	0.007759877457	0.0200817052	0.1686444776	0.142786548	0.475616934	0.17936813728
c	0.000223183923	0.00405425708612	0.00126138424	0.01225348906	0.1284275366	0.789834876	0.0639453014
h	0.00328554485314	0.01321687633	0.012812785448	0.04479438082	0.04829474786	0.840781572	0.0368142031
e	0.002902697076	0.002222264288	0.014281078748	0.0272958745	0.03607038	0.769346724	0.147880887873
</S>	0.002856683009	0.00194079669566	0.0046970869852	0.01780375418	0.08538878288	0.3544135636	0.532899148
