 	mi	si	gonfiò	il	dito	</S>
m	0.6491693448	0.0571974669	0.0116870672	0.009124616976	0.0653021608483	0.207519521689
u	0.411371537	0.3081678092	0.05252039348	0.02520898706	0.03068942546	0.172041851159
p	0.280442073	0.481119594	0.1571311666	0.03684368912	0.00805054794	0.0364129934532
r	0.1279772728	0.3944860612	0.341836927	0.05154159432	0.04762848422	0.036529833402
ì	0.1118836664	0.328795383	0.312510948	0.0469903936	0.044627117	0.15519249126
s	0.0383092659372	0.190454446	0.575751994	0.1100987874	0.07474089306	0.01064459834
t	0.03759632884	0.1952665436	0.5220024294	0.0891492012	0.09781369132	0.0581718424
i	0.0240261163	0.0701932356	0.3450689874	0.0378176037	0.187106913	0.3357872183
t	0.0031948085457	0.0196881222	0.378507824	0.55035973	0.038998225	0.009251391916
o	0.035808639546	0.056382155	0.173297964	0.4429605	0.189294882	0.102255781178
d	0.0014348099458	0.003719686754	0.2033135746	0.682966292	0.08255111746	0.026014598252
à	0.0127562423164	0.02377101316	0.0898997348	0.39546362256	0.3873534458	0.090755938152
t	0.0010596545435	0.003559495404	0.0541157086	0.321335272	0.591272802	0.02865701412
t	0.00853693117398	0.0109168397288	0.0869818169	0.1372793308	0.670860876	0.08542417374
i	0.00359878518	0.00664983078	0.07274268886	0.0609671637	0.366293662	0.4897479514
l	0.00157396418705	0.00100547788488	0.01556788358	0.0780991562	0.620307986	0.2834455748
o	0.0120096155188	0.01280430944	0.015823985178	0.0563741047	0.72948595	0.173502027203
</S>	0.0010563191548	0.001390817344	0.017109704662	0.05937225694	0.4726514648	0.448419386
