 	puoi	non	parlare	di	questa	cosa	con	Anna	</S>
s	0.849632022	0.0552278046312	0.010160950016	0.0073392223346	0.0110406316394	0.0028704951884	0.003343476942	0.0025436017906	0.0578416857787
ò	0.959988916	0.00472960854	0.00616252102	0.0027634366	0.01625013192	0.0015346450326	0.0002485156432	0.00225559368863	0.0060665151894
z	0.958785906	0.0337958598	0.00326958174	0.000501439327	0.001381948204	0.0003264870878	0.000259066739234	0.00042446433928	0.00125524777179
i	0.64829282	0.1482925062	0.0697700506	0.02864745844	0.027934662074	0.0123055716591	0.0028621027151	0.0179678787346	0.0439269772397
m	0.216958653	0.672803208	0.099404626	0.0061388226	0.00312851114	0.000693347462	0.000260329530628	0.000156638142996	0.00045589091946
i	0.110201439	0.1579612916	0.488116584	0.090775216	0.0617845608	0.02075442669	0.01142124686	0.022611088172	0.036374174389
n	0.04686209394	0.52603973	0.3995175	0.0194308228	0.00413552246	0.001184153792	0.0012654689644	0.000447986947788	0.001116734806
o	0.01602650959	0.1113311116	0.627962628	0.1071531188	0.0564111694	0.011681045858	0.006348925506	0.01557532018	0.04751012558
m	0.002935100798	0.1516010996	0.747133176	0.0766220694	0.01141540468	0.0030757069	0.001830273243	0.0014566816439	0.003930619374
i	0.009168870902	0.0436200176	0.684538144	0.1481754676	0.054636972	0.00976081198	0.003967295378	0.008792660186	0.037339686196
l	0.0060200365238	0.0317965322	0.714355336	0.212851248	0.019775759	0.00600484248	0.002964875668	0.00170902147278	0.004522472546
ì	0.013172045536	0.032892260532	0.389486746	0.31135454	0.119263985	0.03336668708	0.01858277252	0.0329271256	0.048953967728
s	0.0103531946	0.02394986896	0.476725888	0.3596118148	0.0703615574	0.02204549258	0.010393771588	0.006929714886	0.0196287144
i	0.0208421585055	0.02713106182	0.388341628	0.369530886	0.1093970782	0.0202839304	0.01610508496	0.0171271446	0.03124116036
a	0.0003445245386	0.001065406794	0.0454082008	0.624665178	0.2440010848	0.0601264284	0.01935299432	0.0019428689256	0.00309337482
t	0.00038132806554	0.00074688015	0.00707237646	0.3426534244	0.50889893	0.1124012606	0.0142833637366	0.005276456869	0.00828582066
ù	0.0025521593822	0.0020180885308	0.02378292592	0.141502092	0.635802716	0.0662165884	0.026265445332	0.0259047876	0.0759550906744
t	0.00233988765148	0.001993293653	0.01279553058	0.091931226	0.623754466	0.1516535914	0.07292712506	0.019350284706	0.023254574948
t	0.00420254622934	0.00370730589	0.02171806162	0.12732502	0.550848314	0.1107247772	0.0393884162	0.03478237804	0.107303179228
o	0.0035807817482	0.002492227454	0.00980984618	0.0421806	0.30066776	0.1588715176	0.0619307778	0.192446959	0.2280196737
p	0.0002712507235	0.00040009327666	0.001817317428	0.0225148944	0.160356272	0.595849114	0.1503047568	0.01924704354	0.0492393376
r	0.0067312467872	0.0059170371062	0.007608999734	0.03270894744	0.2259801212	0.418764798	0.1430654132	0.0770633946	0.082160004342
à	0.004470906484	0.00180378967	0.0097483932	0.0370029162	0.304815532	0.1407072068	0.125049583	0.1784441366	0.197957641494
m	0.00118605993198	0.0025212209728	0.00896280806	0.03161164626	0.158883541	0.3283157444	0.267055642	0.0772701898	0.124193146
m	0.0156157586404	0.0100665151272	0.011853818924	0.0349495921	0.1478731892	0.323310228	0.231798142	0.1222974224	0.10223538634
a	0.0300840701179	0.02655283522	0.027404929	0.050173314	0.219519685	0.2307068032	0.1898534006	0.083853522	0.141851573086
m	0.0034573241246	0.00084053145534	0.0041475571722	0.005040113822	0.02116064	0.200593209	0.415510836	0.1301483594	0.2191014888
e	0.00497521397052	0.00765926124819	0.0078030588712	0.005635860922	0.023839519	0.193050047	0.3044009826	0.292480141	0.1601560038
t	0.00162416363382	0.0008666867822	0.0039752235054	0.005246317342	0.0114059975	0.0828364276	0.378303236	0.349112104	0.1666297586
i	0.0045122845715	0.00162237167495	0.002605087394	0.0020743997146	0.00573518064	0.02670333426	0.1444437516	0.510168724	0.302134845696
n	0.000848524275447	0.00040847572686	0.003816359054	0.0026736210368	0.003082862254	0.0213288415	0.2592098452	0.499779474	0.2088519766
A	0.0021606182267	0.000805527405594	0.00199061151306	0.0013479879132	0.002873055598	0.013529539792	0.1021712212	0.654272472	0.2208490161
n	0.00189546589799	0.00019724033846	0.0017195585526	0.003953206094	0.007650070993	0.01277547836	0.1514018655	0.692221022	0.1281862784
n	0.00117300934066	0.000972451345727	0.00143655747467	0.0009181839022	0.0011973753	0.00543404868	0.0444371312	0.82418046	0.1202507194
a	0.0201164260271	0.0147284770774	0.0089819997906	0.00696388178	0.00768835284	0.01346682992	0.0451843192	0.677524318	0.2053453742
</S>	0.00064811678362	0.00063688443482	0.003410335958	0.0032178232	0.002116079734	0.0030087003932	0.02841916014	0.310323318	0.648219638
