 	la	casa	la	costruisce	il	mastro	</S>
o	0.919517772	0.0226396878	0.00194136238	0.0038033339	0.002427847798	0.0076081570606	0.0420619192416
s	0.561941166	0.424800907	0.00529125491	0.0025360520084	0.00169037137527	0.000410879901427	0.003329295612
p	0.2309896024	0.5297338134	0.0710328098	0.077798980208	0.013903747082	0.0069761133472	0.0695648594126
ì	0.2562462488	0.460058486	0.12437889334	0.034460400822	0.056048300808	0.026458182906	0.0423494471578
t	0.097950068	0.7939937	0.071274867	0.0237904082	0.00156126276	0.001660790612	0.0097689613
i	0.1730145192	0.549141674	0.133658994	0.03933706994	0.04977691668	0.0058944766528	0.04917650858
o	0.00795148788	0.490053028	0.466145042	0.0217520388	0.0075254241	0.00244027985959	0.00413275137
f	0.00182775033	0.103424692	0.791914078	0.0810113746	0.00862638572	0.00105896452216	0.012136661204
a	0.01329033892	0.0414464132	0.562454102	0.1465572316	0.0458988838	0.08580507498	0.10454785136
b	0.002289614601	0.0462773155	0.69058933	0.201005072	0.033361621	0.0066293840292	0.0198476598
b	0.0143306803772	0.04037002006	0.470231394	0.2472202904	0.0238894597	0.049070190074	0.154888044722
r	0.0521064836	0.1191341874	0.314273204	0.1547690036	0.04608692816	0.058767299	0.254862747984
i	0.0605949444	0.149578194	0.172275256	0.1553011416	0.0362875912	0.06010365404	0.36585924582
k	0.002510748038	0.00728336876	0.152058632	0.496288566	0.1747553788	0.061874051628	0.105229213
è	0.0119574655408	0.0196350249248	0.1177237976	0.444944718	0.1364317964	0.12200613234	0.147301174012
i	0.0016006028172	0.00399968432	0.0912702862	0.564502252	0.1925221972	0.1034381952	0.0426668166
o	0.00063572019334	0.00195598642426	0.00974342974	0.200911309	0.71310524	0.026974075758	0.0466741501
m	0.00054575170296	0.0030481378482	0.009169893176	0.129673874	0.657529152	0.15763880499	0.04239444672
à	0.00442367556292	0.006491672938	0.0089618716	0.078997779	0.4343014496	0.27732695664	0.189496507088
s	0.0005906533152	0.00079533605434	0.005874511148	0.070339039	0.2444643066	0.620638636	0.0572974736
c	0.00204393868591	0.00332334107015	0.0055952608836	0.020182124	0.13076284	0.660018062	0.1780745514
i	0.00704222995112	0.00307585737	0.01335931054	0.0647315362	0.0958849196	0.515877884	0.300028084594
a	0.0050574217696	0.003451107192	0.0028163768174	0.01583060628	0.2604754912	0.492968773	0.21940013
</S>	0.00029880373506	0.0016193033993	0.0059508610111	0.012620446452	0.0596373576	0.35620041182	0.563672814
