 	tu	le	hai	cucinati	le	verdure	</S>
e	0.718532204	0.174426350664	0.006495039914	0.002351869846	0.0021874084526	0.00876937105628	0.0872377275888
s	0.3328159998	0.651152056	0.00489126516	0.00078425715612	0.00103082321	0.00061613588956	0.008709470514
ù	0.21777005304	0.418449704	0.16340811196	0.019230090892	0.06827252996	0.069104104152	0.0437653783
t	0.2520027976	0.589439782	0.1449333288	0.00385726767	0.002548337116	0.0011765982974	0.006042036056
a	0.126891845	0.630851614	0.181860266	0.0096360149	0.00709176006	0.01368786522	0.029980614268
m	0.048357635808	0.4595537324	0.4027157332	0.0488916406	0.029405086	0.001379272672	0.00969698024
à	0.01165124744	0.0451716842	0.46239953	0.181553094868	0.0266179156	0.2338665408	0.0387398333996
r	0.02263198964	0.05949842226	0.714820536	0.1163466706	0.04857806032	0.0075687727	0.0305556326
e	0.02193047731	0.04194635358	0.55573274	0.1556143374	0.03266007888	0.10674063572	0.08537530608
t	0.005961120356	0.0298624434112	0.0370433996	0.607926992	0.2666117808	0.0206609391	0.03193340602
s	0.0066767437174	0.0071168575592	0.16899221672	0.3685314234	0.1146197748	0.1602064392	0.173856372139
e	0.00766401118	0.0332875299	0.1069424856	0.1617230272	0.0944601652	0.264007744	0.33191507985
t	0.00276249898674	0.0033101642524	0.006449824036	0.2353143278	0.507021782	0.0791264938	0.166015077528
a	0.00569816332236	0.00435116954408	0.039285013894	0.0952286478	0.30956608	0.395532876	0.15033805426
l	0.00348139353628	0.00299738761084	0.004653724494	0.0889713337	0.673348548	0.0770355522	0.14951209944
à	0.00178810922673	0.00133241964264	0.004047522372	0.0136913937	0.243789183	0.66854433	0.066807034696
c	0.00143470157251	0.0009293163472	0.00998144842	0.03690832762	0.27312943	0.327532762	0.350083959
h	0.00677308577788	0.00652746016	0.065645618314	0.03326549144	0.2570248286	0.5421869012	0.08857663742
a	0.0063720880032	0.005600128146	0.00976193626	0.0176168304	0.1858370072	0.648717766	0.12609418656
n	0.0280415495869	0.0021388940312	0.0056957784396	0.0025653151	0.0660847768	0.589030388	0.3064431522
a	0.00314027643221	0.00365072559081	0.0188469960937	0.0019051469338	0.0123649518	0.80649785	0.153593952634
</S>	0.0025684274102	0.00178409849812	0.002737018194	0.018370841618	0.03457300654	0.272893938	0.6670728
