 	è	facile	che	stanno	ancora	svegli	</S>
è	0.93383685	0.0548794126	0.001278949616	0.001450301219	0.0004257273956	0.0010370183402	0.00709175662736
f	0.328218015	0.604120444	0.00300687246	0.001950366576	0.005590314319	0.0032403448862	0.0538737201748
à	0.1165042906	0.783494134	0.01982451998	0.026344164524	0.028198116701	0.002366002776	0.0232687455096
c	0.02136281502	0.968136664	0.006248307008	0.0009479319824	0.000428678352	0.00017333564984	0.0027023751236
i	0.1795366931	0.71415415	0.02778747278	0.0250832743682	0.0091855297812	0.00424198416592	0.0400109379601
l	0.022089940314	0.630704526	0.3127912156	0.01856553284	0.004879377554	0.001377078814	0.009592239304
e	0.01752709686	0.2364379926	0.444728698	0.1094125226	0.01212140328	0.05938698188	0.120385302157
k	0.0040998000608	0.078859360228	0.793718042	0.094517193	0.01350011076	0.006089211431	0.0092162084
a	0.0083971591542	0.064988573674	0.471298008	0.2388271322	0.0370857381	0.077944424992	0.101459054683
s	0.0042462287732	0.016935390786	0.470101672	0.41322357	0.0484287009	0.026745447804	0.02031899094
t	0.017253575747	0.0438681373944	0.2986839848	0.369100398	0.0187568202	0.07878856122	0.173548510326
è	0.03161742982	0.0493556451	0.2645255144	0.371205184	0.03718837656	0.14031564976	0.10579221948
o	0.005584898528	0.0273944862	0.0754310902	0.658004838	0.08907563586	0.02924090362	0.1152680602
n	0.00088214190628	0.0024301691462	0.016593348	0.546195754	0.356007054	0.04971001296	0.0281815244
e	0.0095114829398	0.0140543060168	0.0738931011	0.388680226	0.14609064594	0.07714782584	0.2906225627
a	0.001542654186	0.0021113514218	0.00782721406	0.2237090374	0.692656132	0.047603760146	0.02454968166
n	0.00065219538756	0.0037803342236	0.003429659968	0.0681387106	0.673957536	0.177698762	0.07234267561
k	0.003312027196	0.00460575295	0.017638371092	0.1133473296	0.41810622948	0.18396398012	0.259026360384
ò	0.061856460748	0.071607879976	0.0451552501	0.1281803472	0.0941398852	0.0205125196	0.57854770452
r	0.055234176594	0.029074582596	0.01977261234	0.19285581754	0.1791053794	0.02956915264	0.4943883026
a	0.0372275180361	0.0275513562934	0.03167904148	0.1895454928	0.63666952	0.0378188536	0.0395080254
a	0.015211733217	0.0038109874592	0.0112633071848	0.027058705852	0.457261994	0.186210408	0.299182951
t	0.0016575850579	0.0074346562358	0.0035329622346	0.00682666532	0.1503380148	0.691472278	0.138737728
s	0.0126050567	0.013561814008	0.012316379298	0.00414317434	0.1670912421	0.4917952518	0.298487182
ù	0.022760870252	0.0509817493598	0.021546610078	0.015714962202	0.04075028008	0.3691142892	0.47913122
n	0.000734591954	0.001402316924	0.001906623842	0.046040926146	0.0381053796	0.680922652	0.230887535
n	0.00396239115356	0.00711644859744	0.005381546747	0.012490636164	0.083773128	0.586329416	0.300946388
i	0.0405754242798	0.073293222656	0.06256857056	0.0453174543	0.02050073296	0.179052472	0.5786920856
t	0.000857507356514	0.00301471643554	0.00490709155968	0.0226022479472	0.05258262972	0.697362792	0.218672996
i	0.00541452608136	0.00973133193793	0.0128858017346	0.002068692606	0.07942060288	0.211608476	0.6788705166
</S>	0.00666407161408	0.0116178602734	0.006460819173	0.0236959281866	0.02766625674	0.193927555	0.729967546
