 	mia	sorella	quest	anno	che	vienne	studierà	per	medico	</S>
i	0.93694239	0.0255993278	0.00154532652	0.0046426331	0.0011083234528	0.0016786686886	0.0025320874428	0.00067222847	0.004624938772	0.0206541359711
a	0.799476942	0.147429766	0.01536912726	0.0020150158496	0.00221761963865	0.00061364753988	0.001046792248	0.000420253192982	0.000156713896494	0.0312541498696
d	0.3452893583	0.246730878	0.31129573	0.02102655568	0.015175660774	0.00229314376	0.005311586502	0.0017646603272	0.001194291718	0.049918037244
e	0.125545897	0.60347139	0.139399913	0.0486356244	0.011904579716	0.007459288014	0.0060819814	0.0062994185584	0.0024775048476	0.0487243738078
r	0.0602038793	0.854216884	0.0566501712	0.019034915516	0.003697374274	0.001663727403	0.0024810539238	0.000742462848	0.00028863865718	0.0010208767269
f	0.0565561042	0.620572892	0.1228263682	0.0542560976	0.02041435988	0.01886906154	0.01590243376	0.013910640908	0.0039124617	0.072779752507
ì	0.0836366466	0.46912484	0.0711681843	0.0858102872	0.06786532798	0.1021464848	0.03051705274	0.04525254397	0.01578526192	0.028693345232
m	0.07826200196	0.5025718	0.2991296613	0.0700761898	0.019313113542	0.0078175187022	0.006405615972	0.00361145405746	0.00357188290132	0.0092406222694
m	0.1126091863	0.608393508	0.1483606088	0.0338326004	0.00193727312	0.004948660294	0.00580863302	0.0031349410906	0.008155735962	0.0728187577148
u	0.1714051028	0.3872131552	0.2685182612	0.0824097006	0.008733499446	0.01422749324	0.02464895428	0.003096804636	0.01039264546	0.02935436214
f	0.004137704854	0.1825530666	0.436053123	0.25518886	0.0806347098	0.02153185	0.013369056614	0.00406024549	0.0006707815732	0.001800592652
è	0.0113950117	0.0550122644	0.311611478	0.283586454	0.0536003648	0.0589657992	0.04838834718	0.0830274566	0.0270724946	0.0673403584824
t	0.001428981192	0.02113580068	0.525419304	0.405591396	0.0253630388	0.00878454604	0.0047795548	0.0009004724376	0.0028719568812	0.00372500753
i	0.010013877328	0.0272913194	0.39998283	0.386674316	0.04925749514	0.0183381477	0.0141697562	0.03260287713	0.01394617292	0.04772316591
p	0.00097051101188	0.002560801036	0.1483049066	0.541995522	0.2712648154	0.02618905104	0.004576487098	0.0019220207388	0.000547361106	0.0016685998892
ò	0.0100683030394	0.018574980949	0.1068302258	0.463704896	0.1844484398	0.0697557748	0.03248184782	0.035817124944	0.009746120456	0.068572337758
r	0.000414080309116	0.0027215824498	0.2724503578	0.495990124	0.164483714	0.03898057978	0.00890809349	0.0016265358994	0.0062025032512	0.008222318423
