 	Marisa	e	Nico	ee	non	hanno	mangiato	mai	</S>
M	0.972190984	0.006386595378	0.0046214994112	0.0034686974758	0.00208650658212	0.0008564138102	0.0002215063681	0.00118046866408	0.00898726668666
a	0.583572274	0.2513784528	0.144294374214	0.0137378464943	0.00054045067303	0.00235969026542	0.00206773900782	0.000187401691582	0.00186165755952
r	0.321156516	0.5542674026	0.04402722781	0.01285494954	0.006766243247	0.0066654395304	0.0141472628994	0.0260392519227	0.014075765802
ì	0.25447893328	0.4481182948	0.14080575376	0.078370298118	0.0189593114	0.0143426290632	0.0237267487061	0.00415079166626	0.0170471963044
s	0.123418742	0.763029812	0.07436307344	0.0178440677	0.004697151924	0.00186489516	0.0014054031056	0.0037020197492	0.00967471454
a	0.17892453136	0.565751006	0.1145798004	0.04522267788	0.02147065578	0.02294018844	0.039187855172	0.00257567732	0.00934767188
e	0.006432696794	0.83479802	0.1292803768	0.01846715082	0.00489135784	0.0006278805496	0.0006798212516	0.00146722662882	0.00335551946234
N	0.032975204282	0.1360650876	0.74552144	0.0722199725	0.00435432236	0.0009199552324	0.0005512411152	0.00043254891882	0.0069604029736
ì	0.057116907342	0.1691143	0.5577601592	0.112954804	0.007065174502	0.036112607812	0.00340468897	0.0023146808464	0.054156753484
c	0.01350831252	0.217158486	0.485288582	0.1872037568	0.03925630034	0.044487859798	0.002286968986	0.0026443542524	0.008165459711
h	0.009878685292	0.2685932426	0.4006458476	0.13828670414	0.0187270863322	0.0559556795032	0.0053205587768	0.012074091228	0.09051801102
o	0.01527593534	0.42061776	0.2795925854	0.07683637638	0.042784685229	0.037682365898	0.018989129392	0.02013091675	0.088090230334
e	0.00422446246	0.0381252713	0.0898566244	0.724877348	0.0821564772	0.01799639108	0.015374566872	0.005658162676	0.0217307472
n	0.00565334237157	0.0053899185441	0.0360891546	0.501963462	0.253236962	0.07966665692	0.092306603088	0.0058601469148	0.019833965632
è	0.0069023602388	0.0095483695	0.066844667	0.337689382	0.056223846	0.2329844616	0.10984845228	0.044668048215	0.135290354842
c	0.00235987363719	0.004002749168	0.02914810512	0.1287060226	0.189738619	0.542728714	0.0487196232	0.01784643912	0.03674989032
h	0.0192013958816	0.0174471398894	0.15158111392	0.1304515088	0.0957753038	0.288931622	0.1169745926	0.08567704614	0.09396023948
u	0.0212727761152	0.05247687056	0.16598605421	0.1287309148	0.1089175318	0.226594297	0.1318196102	0.0851879946	0.07901400344
n	0.0021167838898	0.003710742564	0.001334564734	0.0452924352	0.1028628744	0.375291212	0.3078716028	0.0307707808	0.1307491046
f	0.004288945026	0.00688775825739	0.010075374956	0.01998896792	0.0352605829	0.445042254	0.2551950724	0.037226422649	0.186034668786
a	0.0053586798352	0.0172300464288	0.0195658378	0.0332341148	0.0234198602	0.343814888	0.148053464	0.205239172368	0.204083978143
m	0.0012632484348	0.0023348021528	0.001005983682	0.00726959346	0.02194285468	0.25081821	0.19698755	0.3147552666	0.2036224996
è	0.00775625811784	0.00439936495517	0.0037470132674	0.00837980194	0.01453658758	0.3000973	0.326070563	0.141282883996	0.193730369713
n	0.00499330434782	0.00174868042814	0.0021901070732	0.00434801223	0.0120831386	0.2224120326	0.255239284	0.28047659	0.216508916
a	0.0318834245304	0.013434541891	0.0165895521654	0.009782199464	0.01879061194	0.176849384	0.416512178	0.1760842412	0.1400738024
m	0.00118027058105	0.0028727441598	0.0003961707667	0.00252827718	0.00296105943	0.01471901546	0.0664349274	0.675089852	0.233817748
a	0.0128461693832	0.00679120663484	0.0070745244044	0.003299093472	0.003383184836	0.0594155662	0.236423609	0.364061199834	0.306705456871
i	0.00156504152479	0.002655730081	0.0002823000646	0.0013518763658	0.00074414031	0.011406425694	0.0504178002	0.70266938	0.228907252
</S>	0.0022987184134	0.00429169557142	0.0036625139344	0.006087879946	0.00246728106	0.03086892532	0.0403318944	0.417769062	0.492222066
