 	l	anno	che	viene	devo	mangiare	molti	dolci	</S>
o	0.87120265	0.096253426	0.002525828006	0.0005443730466	0.00077454850284	0.0013610579692	0.001263738386	0.0026952357874	0.0233791784445
c	0.491670914	0.452057332	0.027809052606	0.001606455004	0.0068741218277	0.007366812889	0.00066777778904	0.000168989132737	0.0117785727413
h	0.0506673444	0.559590952	0.1260722756	0.077659831372	0.0399893463657	0.02045322736	0.011273742674	0.003540625367	0.110752583627
r	0.2882293524	0.646993704	0.015381761534	0.01308200009	0.00765357831377	0.00481271922278	0.00460050325859	0.00278248747688	0.0164638011319
ò	0.1972254828	0.5616649174	0.06327227906	0.0210356437	0.024519947919	0.015522013504	0.005349695355	0.016385641513	0.095024441684
n	0.016505118714	0.738340712	0.174707222	0.03998222058	0.01355769066	0.0043028322	0.004381884504	0.005479762044	0.00274252236
o	0.1043465542	0.553433612	0.2075344832	0.0298759386	0.00888433591	0.018690454394	0.0132571297747	0.0048976965654	0.05907991626
k	0.0081124294764	0.1607236149	0.6956166	0.0672104368	0.051939239	0.01234051452	0.0023305379512	0.0002234199628	0.001503209866
a	0.03349862243	0.09846009628	0.499504458	0.151743071922	0.0413578140994	0.022019434806	0.033799692776	0.005702385194	0.113914353522
m	0.0029567130608	0.04353102978	0.65279437	0.185335176	0.0798958608	0.02218043828	0.0076197060828	0.00096037850452	0.00472636761
b	0.02249453293	0.034087717084	0.4112318166	0.279617495528	0.056674998586	0.02270993708	0.029603568548	0.0063391753	0.137240666964
è	0.02981638356	0.16366065094	0.301770732	0.1918057989	0.0435093763184	0.03348073334	0.016462252946	0.01244903498	0.20704496193
n	0.00872183652	0.0367415446	0.1489286654	0.372361576	0.1953199966	0.0602586318	0.1236055312	0.03497251854	0.019089807
n	0.0388464388133	0.04630494426	0.1959038976	0.305610004	0.0855135108	0.1102746068	0.106534736369	0.0328473918	0.0781645018
i	0.0343242898	0.089318151	0.1764443	0.295016766	0.077431997	0.0473818332	0.08114322256	0.03621572732	0.1627237588
è	0.0059671624495	0.00224326223	0.01936791592	0.1963304762	0.344232174	0.345044456	0.0560239608486	0.008756839116	0.022033667294
n	0.000211174548218	0.0006964310108	0.00255358691	0.0802319974	0.461928264	0.368327252	0.07467106974	0.007081641058	0.0042986237
a	0.004117619485	0.0049320152676	0.02305909872	0.1125067856	0.28322757914	0.3695159928	0.099268304174	0.02411372366	0.07925869412
f	0.0013484013254	0.0009235808926	0.001508364822	0.04003636444	0.11350033058	0.582546716	0.2389294901	0.00693519803	0.01427163868
à	0.0145241400305	0.0134834482331	0.0225383434888	0.024274497048	0.07216358488	0.259919062	0.370863662	0.086652667	0.13558071272
o	0.000289912023926	0.0006380404184	0.0016397086688	0.02903208104	0.092301449	0.330739992	0.401685982	0.10910907556	0.03456384158
p	0.000336338375047	0.00095091444162	0.00100159413426	0.01216663879	0.017388419741	0.2787912326	0.526634534	0.0827843627	0.0799460283
o	0.0198262807936	0.00943763724084	0.00528211193213	0.0019691109952	0.0040146755668	0.08588968666	0.4426727	0.2529937194	0.177914169208
d	0.00123881452098	0.00109114650126	0.000988166852	0.0109656955374	0.00374318116	0.13788232574	0.597725186	0.163308274	0.08305727108
d	0.0140081080205	0.00878181866767	0.00598614644172	0.0040727231626	0.00625189141088	0.05524133473	0.438291096	0.2914894684	0.175877427982
h	0.003037788134	0.0029753732158	0.003132646968	0.00550312016	0.0053805725	0.06365315092	0.508075218	0.1424361632	0.265805926638
à	0.0468947110822	0.00331138347406	0.00366687637	0.001491702554	0.0016581782368	0.02820714292	0.37749318	0.2395656556	0.297710961804
g	0.000496289659908	0.000389627792897	0.000799706269614	0.00667230968168	0.014366990701	0.015470521058	0.3726807528	0.4869505512	0.102173233
l	0.0106397227372	0.00488012184751	0.00585980612271	0.00715510127454	0.0045863662	0.049754940588	0.248738941	0.5530463608	0.1153385634
i	0.00733498906032	0.0105592909351	0.00510633326	0.003189243954	0.009021446126	0.0195336715	0.3127823048	0.386642362	0.245830286
c	0.00118905580224	0.0005412422254	0.00063423678018	0.0011350748909	0.001186584145	0.010897551124	0.0494750996	0.527994752	0.406946328
è	0.00954821340922	0.00217295966581	0.00184084837688	0.00094456314416	0.00024999221376	0.003048721344	0.14977135212	0.621856298	0.21056708243
a	0.00154841536637	0.000787399255809	0.00122365576063	0.00399611000956	0.0033762622882	0.003742922	0.1337959792	0.70795587	0.143573439
</S>	0.00011375741982	0.000448830589	0.00023179796168	0.001444522396	0.0029301609248	0.001853647584	0.01789415646	0.485018374	0.490064684
