 	sto	ancora	cucinando	</S>
s	0.880626758	0.00613447336	0.049861267324	0.0633773691633
t	0.739205472	0.0826128584	0.054173278172	0.12400843085
e	0.70378212	0.1053883322	0.06526838916	0.125561183488
a	0.327338666	0.581158794	0.0512342268	0.04026838262
n	0.02648034492	0.663812318	0.17285693946	0.13685026684
k	0.02821161906	0.384812992306	0.33584080728	0.251134458698
ò	0.3616325084	0.1017606121	0.06242446096	0.474182202196
r	0.1921041842	0.284040402	0.13867553854	0.3851799554
a	0.11239933414	0.640693546	0.19510656	0.0518004822
m	0.102125678672	0.1513832644	0.544116806	0.20237425
a	0.0226884437536	0.2166928964	0.5848215048	0.17579699331
r	0.136915346542	0.032609677128	0.544137024	0.286337962
è	0.0290357903909	0.16994468132	0.5079719312	0.29304770486
o	0.00794818577359	0.106746027008	0.5944234	0.290882528
n	0.00234646979034	0.008739948294	0.71279846	0.2761149948
t	0.0986478195074	0.08692325882	0.4069378506	0.4074910304
a	0.0555549323727	0.10300117526	0.55725367	0.28419024792
</S>	0.0064531388418	0.010658864768	0.3730414688	0.60984656
