 	non	ti	dimentichiamo	mai	</S>
e	0.761354078	0.026427393928	0.01454390928	0.0784159852766	0.119258747
s	0.438733106	0.413473856	0.0113700663088	0.0228050458931	0.113617889721
e	0.17193660594	0.44577161	0.2461622264	0.066298350276	0.069831275054
a	0.1077054618	0.832809392	0.03644498882	0.00452291416	0.0185172955
l	0.01240652132	0.60356697	0.3276567852	0.00831750558	0.04805235728
l	0.004878137524	0.045735438	0.856940592	0.046683643834	0.0457622726892
i	0.01806790904	0.0581847604	0.578641518	0.141069270557	0.204036719849
m	0.004875554308	0.0661835778	0.3577060244	0.2179551118	0.3532796952
o	0.00743745124	0.0237153666	0.80409258	0.105357113384	0.0593974153307
n	0.009008364492	0.06642485688	0.49295183	0.2301558614	0.20145908808
ù	0.006486747542	0.04174123318	0.458580716	0.32367525174	0.169516097792
m	0.011676527534	0.0664399052	0.14078130792	0.572112566	0.2089896832
e	0.033223125745	0.03491779766	0.2881489586	0.4722541956	0.1714558808
m	0.0007410109849	0.0013897468424	0.0227979376	0.742003686	0.233067554
à	0.0029447199266	0.006243890995	0.218521476432	0.51843271878	0.253857329066
i	0.00277233449504	0.0063046314534	0.009514941713	0.797128472	0.1842795446
</S>	0.0012612307238	0.001856540293	0.013813230092	0.418553014	0.564516026
