 	questa	canzone	è	scritta	da	un	poeta	nostro	</S>
i	0.753765262	0.1171566124	0.0231269929	0.015261757566	0.009993386438	0.010822359	0.018773058284	0.0051551942	0.0459453096935
s	0.881454088	0.11397294508	0.00329140596878	0.000129712878104	8.2843144578e-05	0.000174607994465	5.02138609388e-05	2.54010384185e-05	0.000818812337079
o	0.67210531304	0.256087519	0.03036299836	0.003294365894	0.0012353502456	0.0019990994472	0.00082695968	0.0004986636165	0.0335897759051
t	0.6000378438	0.3889512259	0.007675647452	0.00081778346314	0.0005205938083	0.000869090065	0.00010395705168	3.71810955429e-05	0.000986567007839
r	0.17438264246	0.770973178	0.01680542772	0.01962497228	0.0046431419814	0.005634273852	0.0024964761772	0.000779735348	0.004660189655
a	0.4553278436	0.411677361	0.04424267932	0.0108526951228	0.0249657180708	0.0125089685904	0.0059942821767	0.00163533403994	0.0327950545266
ù	0.2201818158	0.7265644566	0.0337941187	0.006253140566	0.005347444194	0.004328525074	0.00141440600974	7.0655033858e-05	0.00204548157674
d	0.05433776937	0.890829678	0.042243424	0.00617385788	0.000687650076	0.000917651628	0.00064336224	0.000781141811586	0.00338534700944
i	0.054903323	0.57762536	0.163301728	0.06597202606	0.010485156232	0.0144069463	0.006192973992	0.00611774436	0.100994714008
è	0.00266960862	0.173836494	0.742407558	0.04608714614	0.02247585953	0.00703900008	0.001767980478	0.0009993231928	0.00271701978
n	0.00126550584104	0.2059889228	0.701172972	0.0367131036	0.0130531635	0.012417486076	0.01294171784	0.00105794480806	0.0153891877157
g	0.0099580331218	0.226808847	0.361598884	0.2352780508	0.022193416732	0.014004880948	0.01331645897	0.00681805025	0.11002344577
r	0.12168203574	0.1901358372	0.1169842752	0.3757567992	0.0539031512	0.01813186144	0.013042670196	0.0606669129	0.0496965093
a	0.05761114014	0.19075143784	0.1291699964	0.385190176	0.0811785732	0.050659565	0.01429046186	0.0464147477	0.044733894122
m	0.0039542710942	0.006314900252	0.0902097406	0.482171822	0.289272674	0.0849876332	0.02530212398	0.005163597648	0.01262328306
m	0.00945637333946	0.0127536524	0.05308831296	0.6602994074	0.0797856342	0.02772125242	0.006264013996	0.0043869561	0.14624432729
è	0.0540641006852	0.0242049862	0.0533583922	0.529776002	0.164792146	0.0337915864	0.01474433676	0.00889369338	0.116374742443
n	0.0352835812066	0.015929583258	0.0523613026	0.488627774	0.177829428	0.1413829216	0.03291091018	0.044223741332	0.01145079502
o	0.0500865095663	0.021336920986	0.0357149814	0.542007642	0.19339572	0.08615952	0.0154936644	0.00767146732	0.04813353086
p	0.0061068076695	0.0004694790302	0.00740258988	0.0768238392	0.60387599	0.232623968	0.0639865394	0.00315619802	0.00555456232
u	0.0103225908263	0.0052909808224	0.00649154256	0.219668574	0.354089072	0.150742323	0.0618558188	0.0143147688	0.177224354285
s	0.00969481920813	0.0007953810072	0.002773908228	0.01927679086	0.395266252	0.326774256	0.2069646884	0.0189895438	0.01946438838
s	0.00420932787925	0.0059318275804	0.004181364588	0.1328313559	0.31863011	0.26360548	0.1282929152	0.029008691	0.113308873993
è	0.0061022436524	0.00551204142	0.0080621993	0.0844989388	0.1709731048	0.1271972046	0.135575623	0.15431658146	0.30776201589
n	0.000331659512755	0.00122212585	0.00975207386	0.0164964519	0.07388674972	0.373098596	0.22444824	0.2288284186	0.0719357072
a	0.00841965191849	0.00851110148292	0.00848079804	0.05079635056	0.1502384262	0.431360494	0.2003193792	0.0492990542	0.09257466504
p	0.0144260091209	0.00094773562602	0.0019885086512	0.003525433766	0.06330792712	0.345547495	0.343392214	0.158908332	0.0679561864
o	0.0203847392523	0.0142406297866	0.00532305342468	0.024272331238	0.0727957636	0.2563027284	0.231886868	0.1294574474	0.245336418452
è	0.00785380270521	0.000550345587138	0.0010054084058	0.0017636443392	0.040408685212	0.17090736488	0.4471538208	0.255996614	0.0743603248
t	0.000235316765299	0.00103026695557	0.0013525215506	0.00144333775934	0.00498428742	0.1229162274	0.340447882	0.45624638	0.0713437432
a	0.000538401074377	0.000968196987867	0.0005920570219	0.00531673037434	0.010341104588	0.16091797284	0.2814110816	0.454117514	0.08579696692
d	0.00152270942765	0.000252213943094	0.0005162308816	0.0005183191156	0.006343931222	0.045378832392	0.23908579504	0.453668632	0.25271345
i	0.0133469196663	0.00683226690502	0.002723697842	0.00808156664488	0.00729085212	0.0221286644	0.20287297394	0.4144683512	0.32225473996
k	0.00192938027457	0.000325761314868	0.00049730422544	0.0008588035148	0.003216125958	0.01529341221	0.15784708486	0.55811856	0.261913567
ò	0.00485568327207	0.00279355128441	0.00133072938515	0.00516461733188	0.004484098668	0.00674576832	0.1721962141	0.499576346	0.30285300824
m	0.00010959608201	0.000343627101098	0.000268967553094	0.000421898773396	0.001304681659	0.00675124972	0.05622485428	0.802392268	0.132182812
m	0.00242606755954	0.00210095598065	0.00147114810895	0.00359346062527	0.004248998117	0.0102196888	0.08917804794	0.690256648	0.1965048528
a	0.00711715389105	0.0032554737708	0.002852683612	0.008968203604	0.00528736098	0.00696765116	0.02014116894	0.695859524	0.249550847098
</S>	0.0067634778658	0.00165150642978	0.00187826396514	0.00302753327562	0.00192250323868	0.0051752083348	0.02480330442	0.391511116	0.563267106
